UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
2	22
6	1288
121	2159
3	211
0	1475
5	0
29	52
7	1064
0	331
2	0
4	1163
2284	1795
1	1163
4	666
23	441
1	197
1	1015
0	616
9	149
1079	7975
0	7908
0	4
0	0
23	164
2	158
0	81
0	44
0	31
0	6
0	0
0	0
0	0
0	0
0	0
1	1776
31	2870
12	421
7	1901
1	347
1	63
32	2340
0	737
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	71
0	176
17	8
0	0
0	8
21	1975
1	162
0	17
2	942
0	1573
5	320
0	607
116	16
0	30
0	0
0	9
1	41
0	1
0	44
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	12
0	0
0	0
0	0
0	0
7	0
511	2130
15	276
2	7
0	1455
1	0
0	457
41	3
2	85
8	1974
3	1875
2	171
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	6
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
864	0
1	41
5	41
0	1
0	4
0	33
0	0
0	0
2	1154
0	1
0	1
0	0
0	0
0	0
374	274
8	274
0	30
1	16
0	96
1338	8
7	30
0	29
0	0
0	0
0	1
0	0
0	0
0	0
1	38
0	36
0	41
0	0
0	32
0	32
1	0
0	0
0	38
0	2
0	9
0	36
0	508
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
56	1121
0	717
0	358
0	125
0	643
15	791
0	576
1	283
0	279
0	198
0	181
0	114
0	580
0	30
0	478
0	231
0	556
0	277
3	62
0	148
0	587
3	264
0	0
56	98
0	98
1	0
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	1
0	0
175	3526
2	1289
47	2268
0	1141
17	2480
6	750
12	873
0	0
0	9
52	311
13	36
0	32
0	167
0	9
28	264
15	268
0	58
0	190
0	38
0	31
0	243
0	28
0	0
44	2
0	12
0	8
0	7
0	10
0	1
0	3
0	37
1	1
0	5
0	1
0	16
1080	3294
1	127
0	155
2	43
0	1
0	0
32	2968
0	0
0	71
0	318
