Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
C2_C_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08492472905676378)	(2, 0.05574301991383653)	(3, 0.0)	(4, 0.00011910901690990712)	(5, 0.003096834439657585)	(6, 0.0022630713212882353)	(7, 0.0028586164058377714)	(8, 0.0)	(9, 0.0016675262367386997)	(10, 0.002024853287468421)	(15, 0.0008575849217513313)	(20, 0.002072496894232384)	(25, 0.003692379524207121)	(30, 0.0035256269005332513)	(35, 0.0027156855855458824)	(40, 0.0013101991860089784)	(45, 0.0013578427927729412)	(50, 0.003049190832893623)	(55, 0.002644220175399938)	(60, 0.004407033625666563)	(65, 0.0013101991860089784)	(70, 0.003954419361408917)	(75, 0.005383727564327803)	(80, 0.003978241164790898)	(85, 0.004430855429048546)	(90, 0.004383211822284582)	(95, 0.004764360676396285)	(100, 0.004240281001992694)	(105, 0.0034541614903873066)	(110, 0.004097350181700805)	(115, 0.0028586164058377714)	(120, 0.0037876667377350465)	(125, 0.003049190832893623)	(130, 0.0036685577208251394)	(135, 0.004454677232430527)	(140, 0.00416881559184675)	(145, 0.004216459198610713)	(150, 0.003096834439657585)
C2_C_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07683148266581852)	(3, 0.0)	(4, 0.0002762600432222205)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00180905770239067)	(10, 0.0)	(15, 0.0)	(20, 1.782322859498197e-06)	(25, 7.129291437992787e-05)	(30, 0.0)	(35, 0.0004384514234365564)	(40, 0.00016308254164408502)	(45, 0.00020942293599103814)	(50, 0.000515982467824728)	(55, 9.000730440465893e-05)	(60, 0.0)	(65, 0.0)	(70, 2.6734842892472955e-06)	(75, 1.4258582875985575e-05)	(80, 0.00015951789592508862)	(85, 8.911614297490985e-07)	(90, 0.0003831994147921123)	(95, 0.00024685171604050025)	(100, 0.00044023374629605463)	(105, 0.0)	(110, 0.0001684295102225796)	(115, 0.0)	(120, 2.406135860322566e-05)	(125, 8.911614297490985e-07)	(130, 0.0)	(135, 0.0008189773539394215)	(140, 0.0003163623075609299)	(145, 3.119065004121844e-05)	(150, 0.0)
C2_C_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.000597078157931896)	(9, 0.00011585098586738278)	(10, 0.00026111029891648585)	(15, 0.0)	(20, 0.0)	(25, 0.007827070837486332)	(30, 7.129291437992788e-06)	(35, 0.0021681957585795563)	(40, 0.0009865157027322518)	(45, 0.0009000730440465893)	(50, 2.6734842892472953e-05)	(55, 0.0)	(60, 0.00018536157738781246)	(65, 3.119065004121844e-05)	(70, 0.0008100657396419304)	(75, 3.831994147921123e-05)	(80, 8.644265868566254e-05)	(85, 0.0002994302403956971)	(90, 0.00035289992618064297)	(95, 0.00024150474746200567)	(100, 3.475529576021484e-05)	(105, 0.00039389335194910146)	(110, 0.0006211395165351216)	(115, 0.0007646165067247264)	(120, 6.238130008243688e-06)	(125, 3.475529576021484e-05)	(130, 0.00018803506167705975)	(135, 4.544923291720402e-05)	(140, 0.00017644996309032149)	(145, 0.0008394740668236507)	(150, 0.0004990504006594951)
C2_D_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.005250846904174505)	(2, 0.0732657232098099)	(3, 0.04208881971627377)	(4, 0.08573648460722434)	(5, 0.0)	(6, 0.0)	(7, 0.0013127117260436263)	(8, 0.0018870231061877127)	(9, 0.0)	(10, 0.0001148622760288173)	(15, 0.00047585800069081455)	(20, 0.0004266313109641786)	(25, 0.02111824989272684)	(30, 0.0019034320027632582)	(35, 0.02031421396052512)	(40, 0.001493209588374625)	(45, 0.0021331565548208926)	(50, 0.0038724995918286978)	(55, 0.002773103521267161)	(60, 0.005710296008289775)	(65, 0.003281779315109066)	(70, 0.013963970985789075)	(75, 0.0036755928329221537)	(80, 0.0017557519335833502)	(85, 0.0031669170390802486)	(90, 0.003495094970591155)	(95, 0.0022808366240008007)	(100, 0.015522816160465882)	(105, 0.003396641591137883)	(110, 0.0028059213144182513)	(115, 0.02013371609819412)	(120, 0.0008696715185039025)	(125, 0.011584680982335002)	(130, 0.0009517160013816291)	(135, 0.0019690675890654393)	(140, 0.0008532626219283572)	(145, 0.0014111651054968981)	(150, 0.0015588451746768063)
C2_D_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08188039391197119)	(2, 0.057677271463041836)	(3, 0.0001640889657554533)	(4, 0.0001640889657554533)	(5, 0.0014768006917990795)	(6, 0.0013127117260436263)	(7, 0.004266313109641785)	(8, 0.0)	(9, 0.001394756208921353)	(10, 0.002428516693180709)	(15, 0.001050169380834901)	(20, 0.0022152010376986194)	(25, 0.0040037707644330605)	(30, 0.0033145971082601568)	(35, 0.002412107796605163)	(40, 0.0008696715185039025)	(45, 0.0012142583465903545)	(50, 0.0029700102801737045)	(55, 0.0023628811068785276)	(60, 0.0037248195226487896)	(65, 0.001197849450014809)	(70, 0.0036920017294976995)	(75, 0.005152393524721233)	(80, 0.0036755928329221537)	(85, 0.003823272902102062)	(90, 0.004135041937037423)	(95, 0.004922668972663599)	(100, 0.003429459384288974)	(105, 0.002789512417842706)	(110, 0.004118633040461877)	(115, 0.00224801883084971)	(120, 0.0031669170390802486)	(125, 0.002412107796605163)	(130, 0.0027566946246916153)	(135, 0.0035443216603177913)	(140, 0.003987361867857515)	(145, 0.003790455108950971)	(150, 0.003281779315109066)
C2_D_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07740523709602438)	(3, 0.0)	(4, 0.0002961010982389734)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0019971074072713734)	(10, 0.0)	(15, 0.0)	(20, 1.5120056080288002e-05)	(25, 6.363023600454535e-05)	(30, 0.0)	(35, 0.00042840158894149336)	(40, 0.00017892066361674137)	(45, 0.0002179808084908187)	(50, 0.0005273119558000441)	(55, 9.765036218519335e-05)	(60, 0.0)	(65, 0.0)	(70, 1.8900070100360003e-06)	(75, 1.5120056080288002e-05)	(80, 0.00017892066361674137)	(85, 1.2600046733573335e-06)	(90, 0.0004107615235144907)	(95, 0.0002715310071085054)	(100, 0.0004832117922325374)	(105, 0.0)	(110, 0.00016758062155652537)	(115, 0.0)	(120, 2.4570091130468003e-05)	(125, 3.7800140200720006e-06)	(130, 0.0)	(135, 0.0008681432199432028)	(140, 0.0003559513202234467)	(145, 3.5910133190684e-05)	(150, 0.0)
C2_D_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0006804025236129602)	(9, 0.0001386005140693067)	(10, 0.0002879110678621507)	(15, 0.0)	(20, 0.0)	(25, 0.007696108544866594)	(30, 7.560028040144001e-06)	(35, 0.002283758470460167)	(40, 0.001064703948986947)	(45, 0.0008851532830335267)	(50, 2.898010748721867e-05)	(55, 0.0)	(60, 0.0002028607524105307)	(65, 3.0240112160576005e-05)	(70, 0.0008404231171293415)	(75, 4.032014954743467e-05)	(80, 8.631032012497734e-05)	(85, 0.0003219311940427987)	(90, 0.0003502812991933387)	(95, 0.0002538909416815027)	(100, 3.9060144874077336e-05)	(105, 0.0004221015655747067)	(110, 0.0006268523249952734)	(115, 0.0008290830750691255)	(120, 1.3230049070252e-05)	(125, 5.859021731111601e-05)	(130, 0.00022050081783753337)	(135, 6.174022899450934e-05)	(140, 0.00018837069866692137)	(145, 0.0008001029675819067)	(150, 0.00043785162399167344)
C3_A_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.005455017679956555)	(2, 0.06716999382036057)	(3, 0.04005774176923321)	(4, 0.0899670826321193)	(5, 8.141817432770978e-05)	(6, 0.0)	(7, 0.001465527137898776)	(8, 0.0022797088811758737)	(9, 0.0)	(10, 6.513453946216782e-05)	(15, 0.0005047926808318007)	(20, 0.00047222541110071673)	(25, 0.021331561673859963)	(30, 0.001888901644402867)	(35, 0.021119874420607917)	(40, 0.0018726180095373249)	(45, 0.0024099779601002096)	(50, 0.004038341446654405)	(55, 0.0031427415290495976)	(60, 0.006073795804847149)	(65, 0.0033544287823016427)	(70, 0.013629402382458617)	(75, 0.003956923272326695)	(80, 0.001888901644402867)	(85, 0.0032567269731083913)	(90, 0.003533548765822604)	(95, 0.0027030833876799647)	(100, 0.015876543993903407)	(105, 0.003924356002595612)	(110, 0.0032892942428394754)	(115, 0.01914955460187734)	(120, 0.0011561380754534789)	(125, 0.011675366198593582)	(130, 0.0008793162827392656)	(135, 0.0023774106903691255)	(140, 0.0008467490130081817)	(145, 0.001400392598436608)	(150, 0.0015469453122264859)
C3_A_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08955999176048075)	(2, 0.05446875862523784)	(3, 0.0)	(4, 8.141817432770978e-05)	(5, 0.0028496361014698425)	(6, 0.0013026907892433564)	(7, 0.001791199835209615)	(8, 0.0)	(9, 0.0012212726149156466)	(10, 0.0020843052627893704)	(15, 0.0009281671873358914)	(20, 0.0017749162003440732)	(25, 0.0035172651309570624)	(30, 0.003191592433646223)	(35, 0.0022797088811758737)	(40, 0.001123570805722395)	(45, 0.001400392598436608)	(50, 0.0028170688317387584)	(55, 0.0027030833876799647)	(60, 0.003940639637461153)	(65, 0.001514378042495402)	(70, 0.004298879604503076)	(75, 0.0052433304267045094)	(80, 0.0038266541934023597)	(85, 0.004331446874234161)	(90, 0.004119759620982115)	(95, 0.005194479522107884)	(100, 0.003794086923671276)	(105, 0.0035986833052847724)	(110, 0.004087192351251031)	(115, 0.0027519342922765907)	(120, 0.003728952384209108)	(125, 0.003126457894184056)	(130, 0.003240443338242849)	(135, 0.004136043255847657)	(140, 0.003956923272326695)	(145, 0.00390807236773007)	(150, 0.0037452360190746497)
C3_A_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07767296010076492)	(3, 3.0871605763420078e-06)	(4, 0.00022536272207296658)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0017102869592934724)	(10, 0.0)	(15, 0.0)	(20, 7.409185383220818e-06)	(25, 7.223955748640299e-05)	(30, 0.0)	(35, 0.0004501080120306648)	(40, 0.00015127086824075838)	(45, 0.0001938736841942781)	(50, 0.0005507494468194143)	(55, 9.570197786660225e-05)	(60, 0.0)	(65, 6.174321152684016e-07)	(70, 2.4697284610736064e-06)	(75, 1.2348642305368031e-05)	(80, 0.00016361951054612642)	(85, 1.2348642305368032e-06)	(90, 0.00036305008377782015)	(95, 0.0002519123030295078)	(100, 0.0005155558162491154)	(105, 6.174321152684016e-07)	(110, 0.00018029017765837328)	(115, 0.0)	(120, 2.0375259803857254e-05)	(125, 1.8522963458052046e-06)	(130, 0.0)	(135, 0.0008440297015719051)	(140, 0.00031736010724795844)	(145, 3.087160576342008e-05)	(150, 0.0)
C3_A_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 3.0871605763420078e-06)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0005865605095049816)	(9, 0.00013892222593539036)	(10, 0.00028895822994561194)	(15, 0.0)	(20, 0.0)	(25, 0.007961169694270772)	(30, 4.322024806878811e-06)	(35, 0.0022993171972595272)	(40, 0.001016293261731789)	(45, 0.0008934242707933771)	(50, 2.9636741532883273e-05)	(55, 0.0)	(60, 0.00018646449881105727)	(65, 3.3958766339762084e-05)	(70, 0.0007785818973534545)	(75, 5.495145825888775e-05)	(80, 9.508454575133385e-05)	(85, 0.0003099509218647376)	(90, 0.0003451445524350365)	(95, 0.00023709393226306618)	(100, 4.4455112299324916e-05)	(105, 0.0004383768018405651)	(110, 0.0006291633254585013)	(115, 0.0007866085148519436)	(120, 1.4200938651173236e-05)	(125, 4.5689976529861717e-05)	(130, 0.00022721501841877178)	(135, 3.8280791146640895e-05)	(140, 0.00017164612804461564)	(145, 0.000834768219842879)	(150, 0.0004352896412642231)
C3_B_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.006759047959454877)	(2, 0.06369543500774426)	(3, 0.043189170859567604)	(4, 0.08637834171913521)	(5, 0.00011456013490601487)	(6, 0.0)	(7, 0.0013747216188721783)	(8, 0.0019475222934022525)	(9, 0.0)	(10, 2.2912026981202974e-05)	(15, 0.00043532851264285646)	(20, 0.0003207683777368416)	(25, 0.020689560364026284)	(30, 0.0019016982394398467)	(35, 0.021147800903650343)	(40, 0.0018787862124586437)	(45, 0.0021766425632142824)	(50, 0.004880261746996233)	(55, 0.0035055401281240553)	(60, 0.006529927689642848)	(65, 0.004192900937560144)	(70, 0.013747216188721783)	(75, 0.003895044586804505)	(80, 0.0020620824283082676)	(85, 0.004169988910578941)	(90, 0.003940868640766911)	(95, 0.0029327394535939807)	(100, 0.01665704361533456)	(105, 0.005040645935864655)	(110, 0.0037575724249172874)	(115, 0.019016982394398467)	(120, 0.001580929861703005)	(125, 0.011730957814375923)	(130, 0.0011685133760413516)	(135, 0.0021537305362330796)	(140, 0.0011456013490601486)	(145, 0.0010997772950977428)	(150, 0.0017184020235902228)
C3_B_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08569098090969912)	(2, 0.05808198839734954)	(3, 0.0)	(4, 0.0)	(5, 0.0016038418886842082)	(6, 0.0005728006745300743)	(7, 0.0021766425632142824)	(8, 0.0)	(9, 0.0003436804047180446)	(10, 0.0020620824283082676)	(15, 0.0007331848633984952)	(20, 0.0016267539156654112)	(25, 0.003345155939255634)	(30, 0.0029098274266127775)	(35, 0.0021308185092518764)	(40, 0.0014663697267969903)	(45, 0.0013059855379285695)	(50, 0.0026348831028383418)	(55, 0.002405762833026312)	(60, 0.004399109180390971)	(65, 0.001787138104533832)	(70, 0.004513669315296986)	(75, 0.005888390934169164)	(80, 0.004124164856616535)	(85, 0.0042845490454849556)	(90, 0.004926085800958639)	(95, 0.0061633352579435995)	(100, 0.00423872499152255)	(105, 0.0035513641820864605)	(110, 0.003917956613785708)	(115, 0.0027494432377443566)	(120, 0.003917956613785708)	(125, 0.0034368040471804456)	(130, 0.0037575724249172874)	(135, 0.0044907572883157824)	(140, 0.004032516748691723)	(145, 0.004055428775672927)	(150, 0.00400960472171052)
C3_B_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07728362232289523)	(3, 0.0)	(4, 0.00023006448391709415)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0016600731388527578)	(10, 0.0)	(15, 0.0)	(20, 5.413281974519862e-06)	(25, 6.044831538213846e-05)	(30, 0.0)	(35, 0.00046464003614628816)	(40, 0.00016059403191075593)	(45, 0.00020841135601901468)	(50, 0.000550350334076186)	(55, 8.661251159231779e-05)	(60, 0.0)	(65, 1.804427324839954e-06)	(70, 1.804427324839954e-06)	(75, 1.2630991273879679e-05)	(80, 0.00016149624557317588)	(85, 0.0)	(90, 0.0003563743966558909)	(95, 0.0002444999025158138)	(100, 0.0004465957628978886)	(105, 0.0)	(110, 0.0001524741089489761)	(115, 0.0)	(120, 1.9848700573239493e-05)	(125, 9.02213662419977e-07)	(130, 0.0)	(135, 0.0008498852699996185)	(140, 0.00029953493592343235)	(145, 2.5261982547759358e-05)	(150, 0.0)
C3_B_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0006225274270697842)	(9, 0.00010375457117829736)	(10, 0.00025803310745211346)	(15, 0.0)	(20, 0.0)	(25, 0.0078357256581175)	(30, 5.413281974519862e-06)	(35, 0.002339440026655)	(40, 0.0010267191478339338)	(45, 0.000904018089744817)	(50, 2.6164196210179332e-05)	(55, 0.0)	(60, 0.00018314937347125535)	(65, 1.6239845923559585e-05)	(70, 0.0007578594764327808)	(75, 3.4284119171959125e-05)	(80, 7.398152031843811e-05)	(85, 0.00027968623535019286)	(90, 0.00035456996933105097)	(95, 0.00024089104786613388)	(100, 3.608854649679908e-05)	(105, 0.00039697401146478986)	(110, 0.0006261362817194641)	(115, 0.0007443262714964811)	(120, 9.924350286619747e-06)	(125, 4.150182847131895e-05)	(130, 0.0002165312789807945)	(135, 5.864388805729851e-05)	(140, 0.00016510510022285578)	(145, 0.0008201122191397591)	(150, 0.00039246294315269006)
C3_C_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.007948655760023968)	(2, 0.07398364207406924)	(3, 0.040048996329351536)	(4, 0.0879447425756498)	(5, 0.00010190584307723035)	(6, 0.0)	(7, 0.0015285876461584554)	(8, 0.0014266818030812252)	(9, 0.0)	(10, 0.00016304934892356858)	(15, 0.00032609869784713715)	(20, 0.0005095292153861518)	(25, 0.021502132889295606)	(30, 0.002017735692929161)	(35, 0.020564599132985088)	(40, 0.001997354524313715)	(45, 0.0024457402338535286)	(50, 0.004545000601244474)	(55, 0.0038520408683193077)	(60, 0.0065423551255581885)	(65, 0.003933565542781092)	(70, 0.01410376868188868)	(75, 0.004239283072012783)	(80, 0.0022623097163145143)	(85, 0.0034851798332412786)	(90, 0.0038316596997038615)	(95, 0.003403655158779494)	(100, 0.015183970618507325)	(105, 0.0044838570953981355)	(110, 0.0035667045077030627)	(115, 0.019749352388367246)	(120, 0.0012432512855422104)	(125, 0.01120964273849534)	(130, 0.0016304934892356856)	(135, 0.0025680272455462054)	(140, 0.0009986772621568575)	(145, 0.0016304934892356856)	(150, 0.0014266818030812252)
C3_C_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08784283673257257)	(2, 0.05380628514477763)	(3, 0.00010190584307723035)	(4, 0.00010190584307723035)	(5, 0.0024457402338535286)	(6, 0.0013247759600039947)	(7, 0.0024457402338535286)	(8, 0.0)	(9, 0.0011209642738495339)	(10, 0.001997354524313715)	(15, 0.0011209642738495339)	(20, 0.0018139240067747003)	(25, 0.0031998434726250333)	(30, 0.003260986978471371)	(35, 0.0023845967280071907)	(40, 0.0010190584307723037)	(45, 0.0016916369950820242)	(50, 0.00352594217047217)	(55, 0.002894125943393342)	(60, 0.004443094758167243)	(65, 0.00171201816369747)	(70, 0.0041781395661664444)	(75, 0.005645583706478562)	(80, 0.004096614891704661)	(85, 0.0044838570953981355)	(90, 0.004524619432629029)	(95, 0.005482534357554993)	(100, 0.004157758397550999)	(105, 0.0038520408683193077)	(110, 0.004035471385858322)	(115, 0.0029756506178551263)	(120, 0.0044838570953981355)	(125, 0.0031794623040095876)	(130, 0.003729753856626631)	(135, 0.004585762938475366)	(140, 0.004015090217242876)	(145, 0.004035471385858322)	(150, 0.0030571752923169108)
C3_C_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07847015350798202)	(3, 0.0)	(4, 0.00021954377166971448)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0018344928717486312)	(10, 0.0)	(15, 0.0)	(20, 3.7210808757578726e-06)	(25, 6.549102341333856e-05)	(30, 0.0)	(35, 0.0004889500270745845)	(40, 0.0001726581526351653)	(45, 0.0001949846378897125)	(50, 0.0005529526181376199)	(55, 9.823653512000783e-05)	(60, 0.0)	(65, 0.0)	(70, 2.976864700606298e-06)	(75, 1.3395891152728342e-05)	(80, 0.00016447177470849797)	(85, 1.488432350303149e-06)	(90, 0.0003944345728303345)	(95, 0.0002574987966024448)	(100, 0.0005254166196570116)	(105, 0.0)	(110, 0.00015926226148243693)	(115, 0.0)	(120, 2.2326485254547237e-05)	(125, 0.0)	(130, 0.0)	(135, 0.0008320336838194603)	(140, 0.0003274551170666928)	(145, 3.20012955315177e-05)	(150, 0.0)
C3_C_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0006586313150091435)	(9, 0.00021210160991819873)	(10, 0.00026345252600365736)	(15, 0.0)	(20, 0.0)	(25, 0.007982462694675788)	(30, 4.465297050909447e-06)	(35, 0.0023465136002529144)	(40, 0.0010404142128619012)	(45, 0.0009064553013346178)	(50, 3.1257079356366126e-05)	(55, 0.0)	(60, 0.00020540366434183455)	(65, 2.6791782305456683e-05)	(70, 0.0008387316293958245)	(75, 4.911826756000392e-05)	(80, 9.674810276970468e-05)	(85, 0.00031703609061457073)	(90, 0.00036466592582427154)	(95, 0.000244847121624868)	(100, 4.2420321983639746e-05)	(105, 0.0004108073286836691)	(110, 0.0006742598546873265)	(115, 0.0008171493603164288)	(120, 2.2326485254547237e-05)	(125, 4.911826756000392e-05)	(130, 0.00021507847461880504)	(135, 6.697945576364171e-05)	(140, 0.0001778676658612263)	(145, 0.0008417084940964307)	(150, 0.0004502507859667026)
C3_D_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.006416192759540344)	(2, 0.07064941138560533)	(3, 0.03614455254541061)	(4, 0.08754538565239492)	(5, 7.129103066155938e-05)	(6, 0.0)	(7, 0.0012119475212465094)	(8, 0.0019961488585236624)	(9, 0.0)	(10, 0.00015684026745543063)	(15, 0.0003564551533077969)	(20, 0.0004705208023662919)	(25, 0.021016595839027704)	(30, 0.0021244727137144695)	(35, 0.020931046602233834)	(40, 0.0018820832094651675)	(45, 0.0023811204240960834)	(50, 0.0042632036335612505)	(55, 0.0035217769146810335)	(60, 0.006259352492084914)	(65, 0.0037499082127980233)	(70, 0.013131807847859236)	(75, 0.003935264892518078)	(80, 0.0021387309198467814)	(85, 0.0033791948533579146)	(90, 0.003835457449591894)	(95, 0.0027803501958008157)	(100, 0.016468228082820217)	(105, 0.004134879778370444)	(110, 0.003464744090151786)	(115, 0.019448193164473396)	(120, 0.0013687877887019401)	(125, 0.011848569295951168)	(130, 0.0010551072537910789)	(135, 0.0025379606915515137)	(140, 0.0007984595434094651)	(145, 0.0015684026745543065)	(150, 0.0013545295825696283)
C3_D_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08269759556740888)	(2, 0.051044377953676515)	(3, 0.0)	(4, 0.00014258206132311877)	(5, 0.0022813129811699003)	(6, 0.0016396937052158655)	(7, 0.002851641226462375)	(8, 0.0)	(9, 0.0012832385519080686)	(10, 0.001696726529745113)	(15, 0.0008697505740710244)	(20, 0.00182505038493592)	(25, 0.003393453059490226)	(30, 0.003222354585902484)	(35, 0.0021815055382437168)	(40, 0.0010836236660557025)	(45, 0.0012689803457757568)	(50, 0.003436227677887162)	(55, 0.00250944427928689)	(60, 0.0037356500066657115)	(65, 0.0012832385519080686)	(70, 0.003863973861856518)	(75, 0.005460892948675448)	(80, 0.004320236458090498)	(85, 0.004092105159973508)	(90, 0.004548367756207488)	(95, 0.005289794475087706)	(100, 0.00394952309865039)	(105, 0.003436227677887162)	(110, 0.003921006686385765)	(115, 0.002766091989668504)	(120, 0.0036928753882687756)	(125, 0.003136805349108613)	(130, 0.0032936456165640437)	(135, 0.004092105159973508)	(140, 0.003778424625062647)	(145, 0.00387823206798883)	(150, 0.003279387410431731)
C3_D_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07634016012483177)	(3, 5.383650220368955e-06)	(4, 0.0002503397352471564)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0016527806176532688)	(10, 0.0)	(15, 0.0)	(20, 4.306920176295164e-06)	(25, 5.491323224776334e-05)	(30, 0.0)	(35, 0.00043715239789395905)	(40, 0.00014482019092792488)	(45, 0.00016958498194162206)	(50, 0.0005415952121691169)	(55, 8.613840352590328e-05)	(60, 0.0)	(65, 5.383650220368954e-07)	(70, 3.2301901322213727e-06)	(75, 1.7227680705180654e-05)	(80, 0.0001561258563906997)	(85, 0.0)	(90, 0.0003563976445884248)	(95, 0.00026972087604048466)	(100, 0.0004511498884669184)	(105, 0.0)	(110, 0.00016258623665514241)	(115, 0.0)	(120, 2.961007621202925e-05)	(125, 2.6918251101844775e-06)	(130, 0.0)	(135, 0.0008543852899725531)	(140, 0.0003122517127813994)	(145, 3.768555154258268e-05)	(150, 0.0)
C3_D_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 2.6918251101844775e-06)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.6918251101844775e-06)	(7, 0.0)	(8, 0.0005706669233591092)	(9, 6.998745286479641e-05)	(10, 0.0002917938419439973)	(15, 0.0)	(20, 0.0)	(25, 0.0077718374581246235)	(30, 7.537110308516536e-06)	(35, 0.0022379833966073744)	(40, 0.001005127496142884)	(45, 0.0008662293204573648)	(50, 2.6379886079807874e-05)	(55, 0.0)	(60, 0.00017227680705180656)	(65, 3.445536141036131e-05)	(70, 0.0007488657456533216)	(75, 4.145410669684095e-05)	(80, 7.698619815127605e-05)	(85, 0.0002745661612388167)	(90, 0.00032409574326621105)	(95, 0.00022611330925549608)	(100, 3.930064660869337e-05)	(105, 0.0004339222077617377)	(110, 0.0005846644139320685)	(115, 0.0007553261259177643)	(120, 1.3459125550922387e-05)	(125, 4.360756678498853e-05)	(130, 0.00022988186440975436)	(135, 4.360756678498853e-05)	(140, 0.00015666422141273658)	(145, 0.0008021638828349742)	(150, 0.00042530836740914743)
ch_1A_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.006778716686786145)	(2, 0.07159439130838519)	(3, 0.03927941313028136)	(4, 0.08673042993778439)	(5, 9.285913269570062e-05)	(6, 0.0)	(7, 0.00046429566347850313)	(8, 0.0020429009193054137)	(9, 0.0)	(10, 0.00011143095923484075)	(15, 0.0003900083573219426)	(20, 0.0005385829696350637)	(25, 0.021673321571176525)	(30, 0.0023400501439316554)	(35, 0.02340050143931656)	(40, 0.0018943263069922927)	(45, 0.0025257684093230566)	(50, 0.004215804624384809)	(55, 0.0034172160832017825)	(60, 0.006407280156003343)	(65, 0.003992942705915127)	(70, 0.014096016343207354)	(75, 0.004048658185532547)	(80, 0.0024700529297056366)	(85, 0.003305785123966942)	(90, 0.003640078001671464)	(95, 0.0023400501439316554)	(100, 0.015080323149781782)	(105, 0.004048658185532547)	(110, 0.003528647042436624)	(115, 0.019296127774166588)	(120, 0.001337171510818089)	(125, 0.011347386015414615)	(130, 0.0010771659392701273)	(135, 0.0023214783173925156)	(140, 0.0013000278577398087)	(145, 0.002117188225461974)	(150, 0.0013928869904355093)
ch_1A_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.09276627356300492)	(2, 0.05794409880211719)	(3, 0.0)	(4, 9.285913269570062e-05)	(5, 0.0033429287770452222)	(6, 0.0018571826539140125)	(7, 0.0030643513789581204)	(8, 0.0)	(9, 0.0019500417866097131)	(10, 0.0024514811031664963)	(15, 0.001337171510818089)	(20, 0.002395765623549076)	(25, 0.004215804624384809)	(30, 0.004215804624384809)	(35, 0.0028229176339492987)	(40, 0.0014114588169746494)	(45, 0.0014300306435137895)	(50, 0.0035472188689757633)	(55, 0.002655771195097038)	(60, 0.0045500975020893305)	(65, 0.0016714643885226111)	(70, 0.004290091930541369)	(75, 0.0056458352678985975)	(80, 0.004290091930541369)	(85, 0.00458724115516761)	(90, 0.0045500975020893305)	(95, 0.005552976135202897)	(100, 0.003844368093602006)	(105, 0.0034357879097409233)	(110, 0.004215804624384809)	(115, 0.0027672021543318787)	(120, 0.004215804624384809)	(125, 0.003324356950506082)	(130, 0.003138638685114681)	(135, 0.00443866654285449)	(140, 0.004178660971306528)	(145, 0.004308663757080509)	(150, 0.0036215061751323245)
