	D1	D2	D3	D4	D5	D6	D7	D8	D9
ENSMUSG00000049164	0.841708	0.875668	0.914095	2.09567	1.594781	1.533045	1.939901	2.015883	1.845897
ENSMUSG00000049168	0	0	0	0	0	0	0	0	0
ENSMUSG00000049173	0	0	0	0	0	0	0	0	0
ENSMUSG00000049176	0.015679	0.043209	0.053933	0.021963	0.086945	0.085416	0.102016	0.195	0.080942
ENSMUSG00000049184	3.171513	3.21454	4.264	3.465137	3.727416	3.579159	3.279353	3.437862	3.679895
ENSMUSG00000049191	0.249639	0.240797	0.268357	0.620605	1.440584	0.673806	1.375952	0.760977	2.113278
ENSMUSG00000049202	0	0	0	0	0	0	0	0	0
ENSMUSG00000049214	0	0	0	0	0	0	0	0	0
ENSMUSG00000049217	0	0	0	0	0	0	0	0	0
ENSMUSG00000049225	10.933477	9.543404	9.687349	14.713025	14.538722	13.950917	16.482317	17.68282	17.706717
ENSMUSG00000049229	0	0	0	0	0	0	0	0	0
ENSMUSG00000049230	5.385327	4.982919	5.506777	8.650036	8.836144	9.159211	10.426583	11.3434	9.419806
ENSMUSG00000049231	0	0	0	0	0	0	0	0	0
ENSMUSG00000049232	7.032282	5.90614	6.448887	6.620218	7.599789	7.385116	7.566627	8.327085	7.472846
ENSMUSG00000049233	0.349656	0.842116	0.360183	0.473303	0.521359	0.675818	0.533169	0	0.088539
ENSMUSG00000049235	1.351845	1.722805	1.984942	3.877795	3.108987	5.129379	2.879162	3.526035	3.135672
ENSMUSG00000049241	0	0	0	0	0	0	0	0	0
ENSMUSG00000049246	1.608063	1.286475	0.852261	1.619493	1.170245	2.508758	0.636387	0.939214	1.249247
ENSMUSG00000049249	0	0	0	0	0	0	0	0	0
ENSMUSG00000049252	0	0	0	0	0	0	0	0	0
ENSMUSG00000049265	0	0	0	0	0	0.009706	0	0	0
ENSMUSG00000049280	0	0	0	0	0	0	0	0	0
ENSMUSG00000049281	0	0	0	0	0	0	0	0	0.0173
ENSMUSG00000049285	0.147182	0.192906	0.171871	1.061281	1.084962	1.161906	1.241062	0.810023	1.754073
ENSMUSG00000049287	0.404408	0.508829	0.471858	0.825914	0.837186	0.743134	1.051594	1.242726	1.208492
ENSMUSG00000049288	70.739141	70.672559	72.030048	69.77485	70.216382	71.105042	69.292296	73.390898	67.678956
ENSMUSG00000049291	0	0.136668	0	0	0	0	0.032181	0.191358	0.064297
ENSMUSG00000049295	8.255292	7.895205	8.14974	8.929561	8.588363	8.423463	11.140343	8.222235	10.216663
ENSMUSG00000049299	82.814535	74.710965	78.312641	74.622408	74.488647	74.914065	84.562247	76.704636	76.098305
ENSMUSG00000049300	6.44286	6.291133	6.562456	12.24316	11.801932	10.595595	11.832621	11.533544	11.325282
ENSMUSG00000049303	1.197903	1.660342	0.963793	3.658666	4.212615	3.339493	3.804519	2.019759	3.118168
ENSMUSG00000049305	8.910028	9.886594	11.304231	14.340525	18.301316	16.146354	21.466924	22.775629	24.346849
ENSMUSG00000049307	0	0	0	0	0	0	0	0	0
ENSMUSG00000049313	0.271565	0.246051	0.516628	0.359853	0.795303	0.277253	0.631172	0.422487	0.3662
ENSMUSG00000049314	0	0	0	0	0	0	0	0	0
ENSMUSG00000049315	0	0	0	0	0	0	0	0	0
ENSMUSG00000049321	1.576513	1.324303	1.604105	1.396858	1.480876	1.465874	1.867091	1.448799	1.726803
ENSMUSG00000049323	3.404168	3.376802	3.198121	4.385648	4.106295	4.400859	4.810735	4.844397	4.726754
ENSMUSG00000049327	84.429337	86.069594	85.899095	95.979945	91.039112	87.018716	93.482065	86.828001	90.745141
ENSMUSG00000049334	0	0	0	0	0	0	0	0	0
ENSMUSG00000049336	0	0.007302	0	0.018561	0.004113	0.018089	0	0	0.012301
ENSMUSG00000049339	94.234284	102.786958	95.603497	72.060321	71.943829	69.45919	67.253641	64.141773	63.33364
ENSMUSG00000049349	0	0.072847	0	0	0.022777	0.047623	0	0.067883	0
ENSMUSG00000049350	0	0	0	0	0	0	0	0	0
ENSMUSG00000049353	0	0	0	0	0	0	0	0.063715	0
ENSMUSG00000049354	44.675943	42.304163	37.730082	46.550782	46.993566	45.761463	48.660868	51.081029	50.459765
ENSMUSG00000049357	0	0	0	0.020873	0.033149	0.017375	0	0	0.016576
ENSMUSG00000049362	0	0	0	0	0	0	0	0	0
ENSMUSG00000049372	0	0	0	0	0	0	0	0	0
ENSMUSG00000049382	0.092133	0.161765	0.072088	0.025684	0.056921	0.119215	0.075966	0	0.113919
ENSMUSG00000049387	0	0	0	0	0.098018	0	0.201441	0	0
ENSMUSG00000049396	2.767079	2.698734	2.557511	12.951227	11.545819	10.889636	12.469015	13.067951	14.014269
ENSMUSG00000049401	70.158621	65.16267	66.48223	75.79365	68.24528	66.667571	70.403949	68.730422	70.83582
ENSMUSG00000049404	3.622936	2.912946	3.498068	4.341488	3.9179	3.990388	3.517209	2.570191	2.888746
ENSMUSG00000049409	0.585971	0.427735	0.497924	0.604975	0.671467	0.586184	0.960933	1.212594	0.969836
ENSMUSG00000049410	0	0	0	0	0	0	0	0	0
ENSMUSG00000049411	8.197453	7.167542	7.944749	8.473566	9.985233	7.377818	9.097243	9.708789	8.982789
ENSMUSG00000049414	0.341286	0.343935	0.30394	0.83454	0.494895	0.486652	0	0	1.019624
ENSMUSG00000049420	0.093014	0.093827	0.075257	0.356969	0.320681	0.249806	0.288721	0.693163	1.152243
ENSMUSG00000049421	19.677047	22.09007	18.725297	22.923344	20.561729	17.10757	25.481853	19.235078	23.598267
ENSMUSG00000049422	0	0.055271	0.22157	0.105276	0.077745	0.081162	0.103979	0.27142	0.581293
ENSMUSG00000049427	0	0	0	0	0	0	0	0	0
ENSMUSG00000049436	0	0.020987	0.018705	0	0	0.041229	0	0	0
ENSMUSG00000049439	44.576978	40.038303	41.207713	39.522556	40.777053	39.312666	40.298232	32.971906	40.132568
ENSMUSG00000049456	0	0	0	0	0	0	0	0	0
ENSMUSG00000049460	0.053113	0.114863	0	0.072847	0.214868	0.166177	0.054352	0	0.054227
ENSMUSG00000049470	34.122799	30.35217	30.738324	27.844715	30.670726	29.167214	31.98297	31.363711	31.960305
ENSMUSG00000049476	0	0	0.061116	0	0	0	0	0	0
ENSMUSG00000049477	0.219308	0.892974	0.988465	0.563603	0	2.194586	0.874206	0	0.43081
ENSMUSG00000049482	36.607047	36.121183	32.679739	45.473313	45.034811	43.986122	37.457063	39.40134	36.110121
ENSMUSG00000049488	1.14816	1.351878	1.321538	2.62253	2.391236	2.205812	2.721127	2.97047	3.082142
ENSMUSG00000049489	29.475171	34.56118	34.138854	38.041722	34.509936	34.390984	37.966196	35.578816	38.221474
ENSMUSG00000049491	0	0	0	0	0	0.022259	0	0	0
ENSMUSG00000049493	2.260204	2.426649	1.751482	2.191645	1.198308	1.34023	1.423753	1.941859	2.012931
ENSMUSG00000049498	0	0	0	0	0	0	0	0	0
ENSMUSG00000049502	2.929768	3.115948	3.001789	3.483991	3.261441	3.08646	3.534423	3.519976	3.429062
ENSMUSG00000049504	4.439643	4.303843	4.403993	5.888218	4.923431	5.464238	5.485265	5.979157	6.223537
ENSMUSG00000049506	0	0	0	0	0	0	0	0	0
ENSMUSG00000049511	0.149312	0.086244	0.167768	0.404798	0.228301	0.240328	0.367263	0.284127	0.345366
ENSMUSG00000049515	0.018387	0.026436	0.030142	0.051554	0.083016	0.020068	0.050664	0.056533	0.069694
ENSMUSG00000049516	11.003179	10.628141	11.098355	11.305405	11.21965	11.209593	11.606851	12.043719	11.559085
ENSMUSG00000049517	2445.326189	2388.05361	2452.235723	2149.945504	2148.131157	2124.841469	2072.783497	2035.730262	2042.41793
ENSMUSG00000049521	12.563555	12.987147	12.998651	24.184745	25.711095	24.107023	30.737433	31.376022	30.69565
ENSMUSG00000049526	0.883763	0.793512	0.617535	0.439959	0.57732	0.59996	0.290456	0.539663	0.398883
ENSMUSG00000049528	0	0	0	0	0	0	0	0	0
ENSMUSG00000049530	0	0	0	0	0	0	0	0	0
ENSMUSG00000049532	3.73483	3.319659	3.58906	4.445251	4.495208	4.448412	4.77397	4.583667	4.361569
ENSMUSG00000049536	0.619911	0.49106	0.71742	0.970491	0.781196	0.86068	1.125892	0.570942	0.921271
ENSMUSG00000049537	0	0	0	0	0	0	0	0	0
ENSMUSG00000049538	0	0.007418	0	0.009427	0	0	0.006949	0	0.020857
ENSMUSG00000049539	0.799034	0.72852	0.707425	0.839816	0.371354	0.317998	1.130277	0.746069	0.375701
ENSMUSG00000049548	0	0	0	0	0	0	0	0	0.034933
ENSMUSG00000049550	10.070192	9.770166	8.898927	14.725787	14.61652	14.400667	14.856804	16.683069	14.698893
ENSMUSG00000049551	0.787879	0.984515	0.968326	0.690018	0.844395	0.534615	0.55762	0.568715	0.685018
ENSMUSG00000049553	9.216905	8.289112	8.932847	14.035552	14.575882	14.234116	12.500697	13.785082	13.546796
ENSMUSG00000049555	0	0	0.012164	0	0	0.203791	0.038398	0	0
ENSMUSG00000049556	0.437494	0.427772	0.6259	1.16525	0.961284	0.847353	0.95492	1.191224	1.064793
ENSMUSG00000049560	0	0	0.065144	0	0	0	0	0	0
ENSMUSG00000049561	0	0	0	0	0	0	0	0	0
ENSMUSG00000049562	2.105107	1.986992	2.107795	3.953176	4.272541	3.564524	5.102379	6.399486	5.433156
ENSMUSG00000049565	0.053755	0	0.026348	0.018776	0.055495	0.014562	0.069325	0.041247	0.055462
ENSMUSG00000049571	0	0.038223	0	0	0	0	0	0	0
ENSMUSG00000049573	0	0	0	0	0	0	0	0	0
ENSMUSG00000049576	0.099297	0.036316	0.070341	0.114341	0.085046	0.259676	0.041904	0.210481	0.133482
ENSMUSG00000049577	6.515474	6.586317	6.318026	6.528427	6.745078	6.677417	7.436547	7.292372	7.688621
ENSMUSG00000049580	5.749156	5.817566	5.578742	13.388266	12.935514	13.517355	18.538849	18.577344	19.941846
ENSMUSG00000049583	0	0	0	0	0	0	0	0	0
ENSMUSG00000049588	0.557324	0.296234	0.733308	0.488971	0.388842	0.492505	0.468508	0.580234	0.473527
ENSMUSG00000049593	0	0	0.12613	0.179687	0.330948	0	0	0	0.067041
ENSMUSG00000049598	0.147927	0.080949	0.098976	0.169261	0.050609	0.132119	0.076133	0	0.101447
ENSMUSG00000049600	3.751927	2.815969	2.402187	4.89826	4.536967	5.310344	4.444284	5.852651	4.517717
ENSMUSG00000049604	0	0	0.015788	0.022501	0	0	0.099766	0	0.033251
ENSMUSG00000049605	0	0	0	0	0	0	0	0	0
ENSMUSG00000049606	9.289597	10.710196	12.02554	15.746669	13.17416	11.493995	14.941925	11.661203	13.444017
ENSMUSG00000049608	0	0.010075	0.017964	0	0.009462	0	0.009443	0.028096	0.028337
ENSMUSG00000049612	0	0	0	0.022256	0	0.017239	0	0	0
ENSMUSG00000049618	0	0	0	0	0	0	0	0	0
ENSMUSG00000049620	0	0	0	0	0	0	0	0	0
ENSMUSG00000049624	9.352323	9.092402	7.672762	7.834401	8.315914	8.835873	9.770775	10.082175	8.499042
ENSMUSG00000049625	0	0	0	0	0	0	0	0	0
ENSMUSG00000049630	0.013834	0.01521	0	0	0	0.014984	0.071356	0	0.114171
ENSMUSG00000049641	0	0	0.021864	0	0.023013	0.024056	0	0.068591	0
ENSMUSG00000049643	18.12028	17.482086	16.545527	18.682495	15.267872	19.394089	15.840732	16.809997	16.043599
ENSMUSG00000049648	0	0	0	0	0	0	0	0	0
ENSMUSG00000049649	0.06968	0.061289	0.095607	0.344103	0.189131	0.148596	0.19903	0.171071	0.129389
ENSMUSG00000049653	0	0	0	0	0	0	0	0	0
ENSMUSG00000049657	5.042576	4.924554	4.840005	5.561048	6.974619	7.12977	6.046607	6.625157	6.653091
ENSMUSG00000049658	2.547469	2.347519	3.06758	3.739687	3.329471	3.302684	3.820334	4.623215	3.921961
ENSMUSG00000049659	22.761639	21.478925	22.133653	19.733948	18.848226	19.730501	20.823826	21.220179	20.923329
ENSMUSG00000049670	0.822753	0.889015	0.930954	0.806258	1.119463	0.697962	0.751779	0.745322	1.30422
ENSMUSG00000049672	6.119986	6.22315	5.822746	7.890465	7.645713	7.657267	7.526732	7.029354	8.449997
ENSMUSG00000049674	0	0	0	0	0	0	0	0	0
ENSMUSG00000049676	0.060456	0.303314	0.156528	0.099487	0.046808	0.119029	0.065786	0.233444	0.443791
ENSMUSG00000049680	14.558367	15.125368	13.50708	18.313191	21.443345	20.832115	23.047638	21.634629	18.435611
ENSMUSG00000049685	0	0	0	0	0	0	0	0	0
ENSMUSG00000049686	18.722857	18.877028	19.701075	14.853994	17.790925	14.719528	16.860929	16.527591	16.764239
ENSMUSG00000049687	0.286046	0.077998	0.037312	0.159533	0.065494	0.055013	0.013087	0.077869	0.294926
ENSMUSG00000049690	0.156956	0.039326	0	0.092292	0.196219	0.275675	0.037079	0	0.012946
ENSMUSG00000049691	0.106895	0.117155	0.083525	0.148788	0.13188	0.137918	0.110105	0.130986	0.286149
ENSMUSG00000049692	0	0	0	0	0	0	0	0	0
ENSMUSG00000049694	0.096856	0.07044	0.046131	0.134129	0.033006	0.050106	0.19908	0.493232	0.06629
ENSMUSG00000049699	0	0	0	0.047392	0.034983	0.072745	0.035189	0	0
ENSMUSG00000049708	0	0	0	0	0	0	0	0	0
ENSMUSG00000049709	0	0	0	0	0	0.008148	0	0	0
ENSMUSG00000049717	3.09295	2.656643	3.073655	3.84896	4.116947	4.615095	5.107412	4.658459	4.41396
ENSMUSG00000049719	0.064636	0.035255	0.094224	0.044754	0.033039	0.137525	0.033213	0.098745	0
ENSMUSG00000049721	0	0.025415	0	0.032275	0.019868	0.024908	0.04779	0	0.059658
ENSMUSG00000049723	0	0.019108	0	0	0	0	0	0	0
ENSMUSG00000049728	3.114442	2.791039	2.765159	4.08123	3.644126	4.10472	2.762243	2.86196	3.950355
ENSMUSG00000049734	2.729319	4.134081	4.260603	7.024093	6.194473	6.961859	8.067143	5.088998	7.46139
ENSMUSG00000049737	0	0	0	0	0	0	0	0	0
ENSMUSG00000049739	3.303653	3.325994	3.388573	5.239945	4.983797	4.762218	5.602386	5.863533	5.539408
ENSMUSG00000049740	0	0	0	0	0	0	0	0	0
ENSMUSG00000049741	0	0	0	0	0	0	0	0	0
ENSMUSG00000049744	0	0	0	0	0	0	0	0	0
ENSMUSG00000049751	750.075739	714.244233	703.79248	802.430303	743.718257	722.238035	752.730535	731.431352	718.234639
ENSMUSG00000049755	14.421994	13.270819	13.221376	12.697128	11.572887	11.551082	12.365932	10.090237	13.73715
ENSMUSG00000049758	0	0	0	0	0	0	0	0	0
ENSMUSG00000049760	299.358751	361.363503	337.991667	389.003899	425.023272	459.589137	357.981582	358.954244	365.663443
ENSMUSG00000049761	0	0	0	0	0	0	0	0	0
ENSMUSG00000049764	6.902517	7.78787	6.421071	6.959048	8.002029	6.927565	8.722685	9.907768	8.26151
ENSMUSG00000049775	647.040019	608.108436	624.291303	659.613049	671.358202	649.685538	808.890872	786.260289	795.570423
ENSMUSG00000049791	0.941001	0.831985	0.926083	0.995165	0.929813	0.845207	1.257713	1.257638	1.27876
ENSMUSG00000049792	12.979494	14.019494	13.061625	16.392073	17.106205	17.104595	18.587943	18.195856	18.290357
ENSMUSG00000049796	0	0	0	0	0	0	0	0	0
ENSMUSG00000049797	0	0	0	0	0	0	0	0	0
ENSMUSG00000049799	0	0	0	0	0	0	0	0	0
ENSMUSG00000049800	22.472351	21.549902	21.224615	24.223056	25.719087	25.392713	26.731988	27.518562	27.675329
ENSMUSG00000049804	3.998819	3.833171	3.67741	7.206441	7.446656	7.611211	8.893068	8.753782	8.438185
ENSMUSG00000049806	0	0	0	0	0	0	0	0	0
ENSMUSG00000049807	21.223563	21.334543	20.071768	26.640051	25.958554	27.465698	31.231851	29.748069	30.613717
ENSMUSG00000049809	0	0	0	0	0	0	0	0	0
ENSMUSG00000049811	6.269209	7.036855	7.327939	8.688108	8.060674	7.903339	9.539828	8.924937	8.992876
ENSMUSG00000049815	0	0	0	0	0	0	0	0	0
ENSMUSG00000049823	30.676457	32.360391	32.299967	25.630389	26.880769	25.986935	24.437404	26.485082	26.383056
ENSMUSG00000049832	16.7622	28.835643	26.243391	23.742936	23.68933	21.732084	26.194475	21.6162	19.091244
ENSMUSG00000049843	0	0	0	0	0	0	0	0	0
ENSMUSG00000049848	0.010196	0	0	0	0	0.011083	0.021052	0.031317	0
ENSMUSG00000049858	11.265641	11.055846	10.530419	12.473858	11.713602	12.549956	16.714026	16.660139	15.074492
ENSMUSG00000049864	0	0	0	0	0	0	0	0	0
ENSMUSG00000049866	30.158752	30.237209	29.515348	46.777664	47.573928	47.490965	66.361824	64.901296	64.478452
ENSMUSG00000049871	0.442078	0.428664	0.529826	0.792285	0.649628	0.644805	0.757848	0.89651	0.872775
ENSMUSG00000049872	1.123311	1.246047	1.160363	2.313672	2.061422	1.979116	3.456054	2.913426	2.860806
ENSMUSG00000049878	8.763298	8.667714	8.423153	9.305861	9.595598	9.061351	9.877893	9.942913	10.151893
ENSMUSG00000049881	142.912881	151.025871	148.809422	138.385344	127.034947	136.309591	125.858109	128.837946	123.00668
ENSMUSG00000049882	42.543697	39.367664	40.617973	37.891157	36.35538	35.132457	31.862475	29.021398	31.750598
ENSMUSG00000049891	1.10406	0.972578	0.480247	0.544361	0.2003	0.812169	1.32974	0.911759	1.226907
ENSMUSG00000049892	1.220256	0.958201	1.101064	1.280888	1.277141	1.26047	1.114226	1.339567	1.161029
ENSMUSG00000049894	0	0	0	0	0	0	0	0	0
ENSMUSG00000049897	0.032863	0	0	0	0.016937	0.053258	0	0	0
ENSMUSG00000049902	0	0	0	0	0	0	0	0	0
ENSMUSG00000049904	2.708436	2.575198	2.827929	2.180138	2.244429	2.319166	2.299195	2.036719	1.760085
ENSMUSG00000049907	2.695621	2.16181	2.241194	1.737056	1.38661	1.537554	1.264286	1.356172	1.408865
ENSMUSG00000049908	0	0	0	0	0	0	0	0	0
ENSMUSG00000049916	1.147868	2.301943	1.368446	1.934677	1.53524	2.373388	1.698888	2.602393	1.539184
ENSMUSG00000049922	2.896348	2.874502	3.288115	4.588329	4.706407	4.872374	5.119466	5.671847	5.209035
ENSMUSG00000049926	0	0	0	0	0	0	0	0	0
ENSMUSG00000049928	0	0.00759	0	0	0.00713	0	0	0	0
ENSMUSG00000049929	3.467009	3.110051	3.524742	7.636127	7.170691	7.007093	9.697608	9.60185	9.388096
ENSMUSG00000049932	44.930732	42.76838	41.885542	75.15278	73.229866	79.428202	86.498375	93.067815	90.276755
ENSMUSG00000049939	0	0	0	0	0	0	0	0	0
ENSMUSG00000049940	89.087784	92.578796	88.390338	90.97566	87.933301	90.750684	84.55283	83.251418	84.314793
ENSMUSG00000049946	0	0	0	0	0	0	0	0	0
ENSMUSG00000049950	2.259887	2.458321	2.453865	3.980461	4.842961	4.695302	6.158163	5.943073	5.390572
ENSMUSG00000049957	15.737637	11.787675	12.755088	18.037332	16.474366	11.538569	13.221284	8.305799	15.381177
ENSMUSG00000049960	67.828533	68.379088	72.210187	63.843627	66.90945	62.675573	67.872809	65.264177	69.02152
ENSMUSG00000049969	14.317402	12.23421	11.202569	11.62955	12.664361	10.440299	11.820823	14.722207	11.546697
ENSMUSG00000049971	0	0	0	0	0	0	0	0	0
ENSMUSG00000049972	0	0	0	0	0	0	0	0	0.028575
ENSMUSG00000049985	0.99197	0.4657	0.579719	0.326407	0.858785	0.817247	0.861447	0.851749	0.921667
ENSMUSG00000049988	0.341909	0.083357	0.260022	0.66172	0.547488	0.511766	0.880871	0.582227	0.782768
ENSMUSG00000049999	0	0	0	0	0	0	0	0	0
ENSMUSG00000050002	24.527935	23.001504	27.146964	25.760207	25.772095	27.818604	26.105543	25.066752	27.982004
ENSMUSG00000050010	0	0	0	0	0	0	0	0	0
ENSMUSG00000050014	8.458846	7.874191	7.987306	13.868143	14.812957	13.839936	22.45318	22.123964	22.075051
ENSMUSG00000050015	0	0	0	0	0	0	0	0	0
ENSMUSG00000050017	78.875303	79.44564	77.228073	83.329811	84.918797	83.16985	82.644219	78.043441	83.822329
ENSMUSG00000050022	0.612931	0.271415	0.371932	0.624881	0.432697	0.428391	0.766047	0.843626	1.315873
ENSMUSG00000050023	0	0	0	0	0	0	0	0	0
ENSMUSG00000050028	0	0	0	0	0	0	0	0	0
ENSMUSG00000050029	14.97674	13.759907	14.451951	18.845385	18.391495	18.646331	19.839645	21.895181	19.466726
ENSMUSG00000050030	0	0	0	0	0	0	0	0	0
ENSMUSG00000050035	0.363534	0.144089	0.298859	0.983213	0.744058	0.864605	1.451801	1.380849	1.095639
ENSMUSG00000050043	151.049767	174.192196	164.29179	109.92211	121.668355	116.828933	101.390768	92.03639	90.366259
ENSMUSG00000050050	0	0	0	0	0	0	0	0	0
ENSMUSG00000050052	0.057111	0.047087	0.027982	0.039879	0.014733	0.015458	0.205429	0.607179	0.073639
ENSMUSG00000050058	0	0	0	0	0	0.157759	0	0	0
ENSMUSG00000050063	0.036603	0	0.035503	0	0.037337	0	0.034565	0	0
ENSMUSG00000050064	0.573453	0.61462	0.51413	1.57092	2.240507	2.018457	2.439196	2.752704	2.426703
ENSMUSG00000050066	0	0	0	0	0	0	0	0	0
ENSMUSG00000050069	5.241967	4.944655	4.729553	6.206706	6.392192	6.614016	8.630969	7.592316	8.229934
ENSMUSG00000050071	0	0.05369	0	0	0	0.066356	0	0	0
ENSMUSG00000050074	0	0	0	0	0	0	0	0	0
ENSMUSG00000050075	0	0	0	0	0	0	0	0	0
ENSMUSG00000050079	18.312972	18.228096	17.272216	20.912356	18.367934	20.525454	21.533729	23.13419	21.328964
ENSMUSG00000050085	0	0	0	0	0	0	0	0	0
ENSMUSG00000050087	0	0	0.063445	0	0	0	0	0.200949	0
ENSMUSG00000050088	22.802833	21.898201	22.531942	28.976739	28.815671	27.772613	32.52036	32.986045	32.381884
ENSMUSG00000050089	0	0	0	0.0342	0	0.01327	0	0	0
ENSMUSG00000050092	0.283912	0.183913	0.327458	0.69975	0.401223	0.826213	0.870978	1.207481	0.984589
ENSMUSG00000050097	0	0	0	0	0	0	0.019301	0	0
ENSMUSG00000050100	2.637279	2.701494	3.09116	2.692445	2.706502	2.620504	3.435965	3.186645	3.55981
ENSMUSG00000050102	0	0	0	0	0	0	0	0	0
ENSMUSG00000050103	0	0	0	0.067802	0	0	0.101079	0	0.01743
ENSMUSG00000050105	0	0.089429	0	0	0	0	0.032721	0.097284	0
ENSMUSG00000050106	0.238374	0.049708	0.029539	0	0.040922	0	0.040894	0.138777	0.042054
ENSMUSG00000050107	8.766573	8.815313	8.682915	13.360246	13.0914	13.74753	17.876393	18.752346	18.898985
ENSMUSG00000050108	0	0.028249	0.037773	0.017945	0.01326	0	0	0	0.053002
ENSMUSG00000050114	0	0.013223	0	0	0	0.013039	0.012402	0.036895	0
ENSMUSG00000050121	0	0	0	0	0	0	0	0	0
ENSMUSG00000050122	0	0.033873	0.154331	0.043002	0	0.018001	0.063804	0.094851	0
ENSMUSG00000050128	0	0	0	0	0	0	0	0	0
ENSMUSG00000050132	0.475281	0.402806	0.620083	0.767787	0.84669	0.752412	0.951684	0.709304	1.050995
ENSMUSG00000050134	0	0	0	0	0	0	0	0	0
ENSMUSG00000050138	0.018279	0	0.017879	0.02548	0.05647	0.039426	0.075361	0.056039	0.094178
ENSMUSG00000050141	0	0	0	0	0	0	0	0	0
ENSMUSG00000050144	15.383903	14.503648	14.462343	14.955844	14.902437	14.662917	15.665414	14.848743	15.671713
ENSMUSG00000050147	0.024943	0	0	0	0.064534	0	0	0	0
ENSMUSG00000050148	20.133074	18.931052	19.745117	26.061988	24.423557	23.856481	23.642865	23.993241	24.494898
ENSMUSG00000050150	0	0	0.031883	0	0	0	0.03372	0	0
ENSMUSG00000050157	0	0	0.031099	0	0	0	0	0	0
ENSMUSG00000050158	0	0	0	0	0	0	0	0	0
ENSMUSG00000050164	0.227705	0.500214	0.42993	0.794267	0.821554	0.720581	0.939161	0.598639	0.687509
ENSMUSG00000050174	2.182227	1.455466	1.969688	2.718054	3.227409	3.912369	4.833249	4.619366	4.220447
ENSMUSG00000050179	0	0	0	0	0	0	0	0	0
ENSMUSG00000050188	22.715965	20.938848	25.001059	28.443503	26.542415	27.919528	30.343252	29.318442	32.187317
ENSMUSG00000050189	0	0	0	0	0	0	0	0	0
ENSMUSG00000050190	0	0	0	0	0	0	0	0	0
ENSMUSG00000050192	8.420662	8.280678	9.217324	10.056215	10.746341	10.057629	11.143394	11.100386	10.617973
ENSMUSG00000050195	0	0	0	0.047442	0.021467	0.045114	0.03214	0	0.053578
ENSMUSG00000050197	0	0	0	0	0	0	0	0	0
ENSMUSG00000050198	0	0	0	0	0	0	0	0	0
ENSMUSG00000050199	6.940701	6.67729	6.740751	8.088768	8.178081	8.091207	8.975696	9.824701	9.54373
ENSMUSG00000050201	0	0	0.015678	0	0	0.017307	0.015617	0	0.01651
ENSMUSG00000050211	0	0	0	0	0	0.008302	0.007869	0	0.015743
ENSMUSG00000050212	35.017052	37.302079	39.449394	36.8251	37.454631	36.94923	40.161393	40.112805	40.064038
ENSMUSG00000050213	22.162215	21.724955	20.334246	18.738613	20.903119	20.139783	20.389563	19.539402	20.03805
ENSMUSG00000050215	0	0	0	0	0	0	0	0	0
ENSMUSG00000050217	0.023445	0	0	0	0.024078	0	0.048277	0	0
ENSMUSG00000050222	1.093899	0.895722	1.41871	1.768902	2.11445	2.007946	2.093097	1.486162	1.373262
ENSMUSG00000050224	0	0	0	0	0	0	0	0	0
ENSMUSG00000050229	3.261737	3.552774	3.193666	6.206241	5.733989	5.628462	6.96422	6.594609	6.724289
ENSMUSG00000050232	0	0	0	0	0	0	0	0	0
ENSMUSG00000050234	1.967456	1.868404	1.302163	2.068637	2.696347	1.99692	3.647391	3.147148	2.948083
ENSMUSG00000050239	0	0	0	0	0	0	0	0	0
ENSMUSG00000050240	0.929281	0.839253	0.876665	0.76151	0.902804	0.94407	1.086081	0.995425	0.862679
ENSMUSG00000050241	0	0	0	0	0	0	0	0	0
ENSMUSG00000050243	0.568088	0.796958	0.382035	0.706688	1.103669	1.477096	0.81323	1.283309	1.3389
ENSMUSG00000050244	3.117003	4.378305	6.00064	11.36823	5.634947	9.707502	9.253586	5.810539	6.137759
ENSMUSG00000050248	19.48322	19.423941	19.150079	20.153594	19.097061	19.344028	17.613529	17.168585	17.629932
ENSMUSG00000050251	0	0	0	0	0	0	0	0	0
ENSMUSG00000050266	0	0	0	0	0.018048	0	0	0	0
ENSMUSG00000050270	0.325609	0.382045	0.340451	0.323442	0.597208	0.299529	0.45499	0.213649	0.335075
ENSMUSG00000050271	2.076835	1.952649	2.189255	3.941963	3.912422	3.854329	4.153052	3.586655	4.217971
ENSMUSG00000050272	0.00376	0	0	0	0	0.008227	0.007774	0	0.003889
ENSMUSG00000050276	0	0	0	0	0	0	0	0	0
ENSMUSG00000050281	0	0	0	0	0	0	0	0	0
ENSMUSG00000050288	39.446566	38.425756	37.81105	44.893841	47.230098	47.208532	49.578428	50.865731	51.196463
ENSMUSG00000050295	7.863573	7.778046	7.724962	10.523494	10.275853	10.208825	10.691529	10.295424	11.102937
ENSMUSG00000050296	0.010797	0	0	0.070129	0.012532	0.003929	0	0	0
ENSMUSG00000050299	46.671925	61.50969	54.393175	58.555617	51.911225	69.112994	44.507167	50.270983	46.306374
ENSMUSG00000050304	0.085328	0.062158	0.106576	0.236755	0.145678	0.060744	0.087762	0.173971	0.146148
ENSMUSG00000050310	14.118176	15.065745	14.336545	9.92739	10.348112	9.510879	8.658607	7.502411	8.288732
ENSMUSG00000050312	0.556276	0.681016	0.685255	0.811903	0.864585	0.940073	1.017499	0.896411	0.957718
ENSMUSG00000050315	0.217108	0.177054	0.193047	0.398061	0.422246	0.388111	0.548365	0.416004	0.569014
