	D1	D2	D3	D4	D5	D6	D7	D8	D9
ENSMUSG00000019865	0.165326	0.196156	0.069128	0.062879	0	0.099105	0.330697	0	0.119497
ENSMUSG00000019866	0.225589	0.127258	0.355206	0.414873	0.421054	0.361509	0.512933	0.493364	0.582683
ENSMUSG00000019867	0	0	0	0	0	0	0	0	0
ENSMUSG00000019868	37.657457	35.741176	35.048886	41.466083	36.836397	36.798847	39.441252	40.088207	40.420724
ENSMUSG00000019872	2.777616	2.967357	3.310374	2.820378	2.538133	2.439771	2.256099	2.161412	2.217614
ENSMUSG00000019873	7.69469	6.825653	7.048155	10.76965	11.29414	11.448941	12.316992	13.168858	12.409367
ENSMUSG00000019874	5.922703	6.458858	6.277745	6.313085	6.040101	5.53873	7.853952	7.833408	6.715743
ENSMUSG00000019876	0	0	0	0	0	0	0	0	0
ENSMUSG00000019877	117.716652	114.50823	121.347981	114.446796	106.795948	107.51027	108.495045	107.287914	105.048519
ENSMUSG00000019878	17.007686	15.331729	17.218484	15.72625	15.474806	14.398935	15.201341	13.695707	15.037802
ENSMUSG00000019880	0	0.012304	0	0.015633	0.011553	0	0.10384	0.102979	0.023079
ENSMUSG00000019883	15.413321	13.30622	15.590425	15.971535	16.984659	15.511013	19.40727	16.205912	16.430835
ENSMUSG00000019888	0	0	0	0	0	0	0.013865	0	0.013866
ENSMUSG00000019889	20.071054	18.579786	18.716192	21.93501	20.493419	20.596425	20.337504	22.244443	20.808613
ENSMUSG00000019890	0.031155	0.136012	0.060587	0.1295	0.063737	0.165904	0.128102	0	0.159967
ENSMUSG00000019891	8.8664	9.144383	9.355852	9.904963	9.754977	8.599677	9.67638	10.136427	10.717359
ENSMUSG00000019892	0	0	0	0	0	0	0	0	0
ENSMUSG00000019893	0	0	0	0	0	0	0.00538	0	0
ENSMUSG00000019894	3.738093	3.742304	3.409399	2.243668	2.107541	2.823025	2.15224	1.97822	2.524969
ENSMUSG00000019897	21.990687	19.911446	19.983604	23.321929	20.489933	22.011059	21.72735	22.611597	21.861627
ENSMUSG00000019899	0.030374	0.038963	0.00994	0	0.051453	0.121296	0.014097	0	0.052277
ENSMUSG00000019900	0	0	0	0	0	0	0	0	0
ENSMUSG00000019905	0	0	0	0	0	0	0	0	0
ENSMUSG00000019906	0	0	0	0	0	0	0	0	0
ENSMUSG00000019907	28.055858	26.150294	26.957406	30.722113	30.038965	28.117614	35.978777	34.234927	34.530803
ENSMUSG00000019909	0	0	0	0	0	0	0	0	0
ENSMUSG00000019913	0.418774	0.420404	0.44908	0.489236	0.303621	0.348992	0.291468	0.398194	0.355432
ENSMUSG00000019916	246.815007	237.247651	235.669408	203.388242	193.676964	192.609057	182.077123	182.808967	178.016375
ENSMUSG00000019917	34.174716	32.021163	31.637286	42.860662	46.59006	46.093852	55.133431	55.217257	54.448725
ENSMUSG00000019920	50.893118	47.343173	52.418844	43.612336	40.262299	39.306564	39.947357	38.643562	38.777838
ENSMUSG00000019923	55.99513	55.548463	57.966288	91.253871	91.426757	92.319098	98.851305	97.510125	101.188531
ENSMUSG00000019927	14.614574	15.075622	15.93553	24.333411	24.993965	23.62629	24.608725	27.714173	24.88183
ENSMUSG00000019929	10.26571	9.502311	9.337581	7.023944	7.773467	6.854601	7.185958	7.017773	6.582724
ENSMUSG00000019932	0	0	0	0	0	0	0	0	0
ENSMUSG00000019933	0.172448	0	0	0	0	0	0.17288	0	0
ENSMUSG00000019935	0	0	0	0	0	0	0	0	0
ENSMUSG00000019936	0	0.023354	0	0	0	0	0	0	0
ENSMUSG00000019942	503.156694	500.285037	520.309606	526.100325	509.496206	508.037389	599.91914	612.303862	621.081183
ENSMUSG00000019943	24.711536	24.138002	21.80051	34.121025	32.563683	39.009634	36.489132	38.640359	39.07691
ENSMUSG00000019944	13.499272	13.856774	12.172231	6.160045	8.883499	8.668664	7.674096	6.231642	6.592343
ENSMUSG00000019945	0	0	0	0.08519	0.081933	0.042481	0	0.122707	0.082442
ENSMUSG00000019947	9.140545	8.847379	8.71981	14.417838	14.223603	13.369706	18.468087	19.205441	19.210919
ENSMUSG00000019948	8.924578	8.178449	9.491369	12.333177	11.866673	11.915427	15.146229	13.381543	12.867045
ENSMUSG00000019951	9.890025	7.292028	7.848045	10.668677	11.361124	11.708118	11.007913	12.640882	11.121089
ENSMUSG00000019952	12.374601	12.823449	11.983975	11.53593	12.448562	12.726631	12.591019	11.588257	12.533185
ENSMUSG00000019960	2.861565	3.433033	3.426095	5.283715	5.823359	4.355406	6.055245	7.120925	6.384217
ENSMUSG00000019961	88.313178	85.703272	85.852123	103.986302	105.544964	102.443363	104.293563	100.076148	104.841903
ENSMUSG00000019966	31.497459	37.908667	36.444505	28.408517	26.836342	28.586802	30.774363	31.4936	31.599508
ENSMUSG00000019969	39.896029	40.650123	41.515278	40.910417	38.340497	38.774933	36.336071	35.818726	36.113831
ENSMUSG00000019970	28.410154	34.565578	32.99887	71.491097	77.13632	79.979494	100.391793	92.272117	110.216655
ENSMUSG00000019971	3.043538	1.780326	2.235058	2.786929	2.6431	2.581502	2.745648	3.652667	2.312974
ENSMUSG00000019975	33.212487	29.164871	32.81332	38.333496	36.406159	36.046194	36.143758	40.144864	41.134026
ENSMUSG00000019977	64.177042	61.775217	61.342802	60.065544	59.122515	61.785748	57.008943	52.528961	54.171106
ENSMUSG00000019978	56.057306	56.662531	52.267061	67.54977	64.011476	67.340728	64.692339	62.112456	62.841529
ENSMUSG00000019979	18.000881	17.235196	17.681981	13.166499	12.508106	11.148794	9.142728	7.516774	8.457688
ENSMUSG00000019982	0.053305	0.082979	0.074473	0.043151	0.115975	0.097482	0.104239	0.103374	0.208512
ENSMUSG00000019984	5.976407	5.332516	5.046597	6.086985	6.244062	6.433793	7.059802	7.566962	7.371815
ENSMUSG00000019986	7.881423	8.005991	7.438829	6.717784	6.842087	7.029895	6.3895	6.930105	6.475906
ENSMUSG00000019987	0	0	0.024838	0	0	0	0	0	0
ENSMUSG00000019988	22.68297	22.706351	22.356391	21.328592	21.314448	22.124078	22.819038	21.403656	22.994916
ENSMUSG00000019989	8.823166	8.939392	8.743224	10.132446	12.96688	13.410404	14.838978	11.18502	12.352108
ENSMUSG00000019990	0	0	0.026889	0	0	0	0	0	0
ENSMUSG00000019992	18.268782	15.425134	16.323277	12.951156	14.179294	13.376375	16.258614	17.273466	16.299984
ENSMUSG00000019996	0.026605	0	0	0	0	0.009653	0	0	0
ENSMUSG00000019997	43.174527	41.870025	43.845354	53.205515	52.000454	50.320604	110.1827	112.322425	108.192921
ENSMUSG00000019998	93.624078	97.611386	101.292009	91.12978	94.763232	91.634855	96.104977	95.910607	95.085612
ENSMUSG00000020000	0	0	0	0	0.0346	0	0	0	0
ENSMUSG00000020003	11.913442	12.69915	11.66234	10.744331	12.032304	12.284073	11.933254	13.268349	13.30668
ENSMUSG00000020007	0	0	0	0	0	0	0	0	0
ENSMUSG00000020009	36.015308	33.638682	34.125941	33.523045	34.324916	37.968827	35.028062	33.993495	32.88623
ENSMUSG00000020010	3.059642	2.935713	2.793401	3.476276	3.147699	3.553723	3.919665	3.886013	3.31705
ENSMUSG00000020014	0	0	0.019882	0.028334	0.086747	0.018588	0.238948	0.062346	0.029325
ENSMUSG00000020015	6.537953	7.09882	6.732265	7.550502	7.787434	7.053676	8.001861	6.896945	7.979372
ENSMUSG00000020017	0.05986	0.032893	0.097833	0.154029	0	0.107589	0.030869	0.154407	0.362981
ENSMUSG00000020018	171.729828	166.952905	168.115998	211.101649	209.403403	202.840809	212.278882	197.482627	210.456321
ENSMUSG00000020019	1.018866	1.122429	1.340345	2.140437	1.556967	1.474575	2.494986	2.211266	2.326782
ENSMUSG00000020020	1.931773	2.081192	1.798367	1.55817	1.721882	1.481247	2.126013	1.732609	1.846224
ENSMUSG00000020021	2.005561	2.329143	1.83349	1.458884	1.447943	1.360752	1.751633	1.447923	1.596012
ENSMUSG00000020022	129.309121	195.441822	167.809784	282.608049	239.093841	253.718544	194.537451	194.782712	247.479135
ENSMUSG00000020023	1.317017	1.284091	1.197357	1.073818	1.337543	1.362635	1.445752	1.131131	1.340439
ENSMUSG00000020024	13.359869	12.035277	13.135007	11.492155	11.123654	10.840162	11.196613	12.437218	11.881688
ENSMUSG00000020027	3.909148	2.834943	3.040853	2.752928	3.474804	3.213626	3.430707	3.809794	3.885674
ENSMUSG00000020029	35.012586	33.372068	34.397164	37.742212	36.496405	35.573711	37.614089	38.157919	37.820391
ENSMUSG00000020032	8.716841	9.179872	8.792743	9.857728	10.547609	10.173986	12.422884	11.45497	12.106205
ENSMUSG00000020033	0	0	0	0	0	0	0	0	0
ENSMUSG00000020034	2.32674	2.094163	2.394389	3.429201	3.925938	3.021836	3.614493	3.728218	3.522403
ENSMUSG00000020037	0	0	0	0.029341	0	0	0	0	0.010827
ENSMUSG00000020038	11.526977	10.367662	11.130141	8.267418	8.598366	8.502532	7.745657	7.464795	8.54468
ENSMUSG00000020042	0.327829	0.222102	0.401539	0.48365	0.618068	0.4898	0.570209	0.743546	0.440015
ENSMUSG00000020044	42.398254	44.155003	43.525207	70.525961	71.093846	68.845166	95.431582	95.528222	96.554076
ENSMUSG00000020048	410.806434	381.383278	389.004541	439.659947	418.693104	403.814929	405.733287	418.484902	403.426578
ENSMUSG00000020051	0	0	0	0	0	0	0	0	0
ENSMUSG00000020052	0	0	0	0	0	0	0	0	0
ENSMUSG00000020053	0	0	0	0.160506	0	0.015369	0.056675	0	0.01939
ENSMUSG00000020056	66.483134	61.518817	63.214267	56.643049	58.825174	57.427397	61.662156	58.68111	60.197393
ENSMUSG00000020057	14.545373	13.968498	13.197224	14.759934	15.03781	15.949011	16.81352	17.747918	15.765229
ENSMUSG00000020059	0	0	0	0	0	0.047597	0.092864	0	0.071507
ENSMUSG00000020061	0	0	0	0	0	0	0	0	0
ENSMUSG00000020062	0.006266	0	0	0	0.006493	0.013675	0	0	0
ENSMUSG00000020063	5.188459	5.164915	4.904196	5.190134	5.126471	5.50884	5.012248	5.182996	4.902756
ENSMUSG00000020064	17.443017	17.17487	16.245046	19.26168	21.365135	20.32168	21.51173	21.143925	21.778712
ENSMUSG00000020067	0	0.007028	0.006266	0.008932	0.006602	0	0.063028	0.019589	0
ENSMUSG00000020069	15.929392	16.812277	16.750139	27.585695	26.501542	27.478619	27.095161	29.693579	27.427227
ENSMUSG00000020070	5.759964	5.268573	5.874328	6.289277	6.326394	5.539194	7.551484	6.998335	7.293743
ENSMUSG00000020072	0.649805	0.260376	0.125927	0.689964	0.530323	0.518477	0.593999	0.147938	0.540872
ENSMUSG00000020074	16.082609	14.44189	14.77645	18.356451	19.821887	17.593137	14.851116	16.021309	15.203183
ENSMUSG00000020075	22.903025	20.644912	21.085163	41.142859	39.241898	39.529707	37.085612	37.565079	35.685435
ENSMUSG00000020076	105.710897	97.831624	102.153005	73.992566	69.005177	67.821343	58.249314	62.986083	60.183472
ENSMUSG00000020077	1.290481	1.170337	1.170974	1.281757	1.156502	0.982798	1.608698	1.371833	1.332258
ENSMUSG00000020078	38.56627	37.794241	37.126424	37.405143	39.59958	39.081376	40.039392	40.690418	40.211671
ENSMUSG00000020079	12.235447	11.395209	12.1006	11.435418	11.752858	12.989596	11.835078	12.819137	12.98103
ENSMUSG00000020080	0	0	0	0	0.010047	0	0	0	0
ENSMUSG00000020081	0	0.017264	0	0	0	0.016989	0.048614	0	0.032406
ENSMUSG00000020083	0.182807	0.039812	0.12822	0.05053	0.037295	0	0.112624	0.223194	0.085163
ENSMUSG00000020085	33.598814	37.833883	34.457918	33.108281	35.6227	29.915161	33.554132	36.565739	33.15807
ENSMUSG00000020086	10.336491	10.021448	9.686048	12.592898	11.499004	12.230001	11.772629	11.907452	12.260752
ENSMUSG00000020087	8.512586	8.6485	8.002499	13.970003	14.291065	13.530503	14.903475	17.824417	16.277438
ENSMUSG00000020088	186.096606	194.688194	188.349265	158.264984	146.010336	141.052545	147.423428	136.67228	133.5985
ENSMUSG00000020089	59.182064	58.772761	57.30046	79.71637	77.272345	79.100895	76.051479	74.061157	78.316766
ENSMUSG00000020090	0	0	0	0.013752	0	0	0	0	0.010148
ENSMUSG00000020091	24.164512	23.170079	23.047007	25.753316	27.035716	24.938826	27.122958	26.183554	26.461221
ENSMUSG00000020092	9.465574	10.159322	9.757441	8.297184	8.178967	8.116056	7.525044	7.486972	7.082831
ENSMUSG00000020096	0	0	0	0	0	0	0	0	0
ENSMUSG00000020097	43.387828	46.025844	45.964189	40.478091	44.280457	38.830611	34.6237	39.043339	35.146238
ENSMUSG00000020098	0	0	0	0	0	0	0.057561	0	0
ENSMUSG00000020099	15.385435	14.461592	14.355534	23.720412	24.48036	23.924155	24.317202	24.997258	24.827944
ENSMUSG00000020100	3.388314	3.325004	3.422794	4.483223	4.848699	3.943163	4.076738	4.687771	4.150717
ENSMUSG00000020101	0.520723	0.450636	0.44945	0.753253	0.451886	1.002034	1.46214	2.568243	1.001129
ENSMUSG00000020102	0	0	0	0.022146	0	0	0	0	0
ENSMUSG00000020105	11.292629	10.469818	9.925243	7.505634	7.397521	7.025196	5.845972	6.078775	6.624145
ENSMUSG00000020107	55.716711	58.109032	53.496354	42.9072	50.319168	45.151746	43.02622	56.169321	46.709119
ENSMUSG00000020108	259.355923	253.938817	250.299495	209.343984	213.271757	209.600293	228.614317	233.762803	232.175166
ENSMUSG00000020109	32.670017	32.185882	33.768213	34.071092	32.644645	31.865345	33.757217	29.728745	32.093995
ENSMUSG00000020111	59.982823	59.374565	58.929749	63.692685	64.661493	63.471307	67.81935	67.520009	66.171212
ENSMUSG00000020114	59.145644	53.737543	57.249934	49.746709	52.779205	49.136966	49.282656	51.970154	53.655269
ENSMUSG00000020115	13.900868	13.368377	12.607353	16.115013	16.565748	14.345908	17.235	18.947346	16.617662
ENSMUSG00000020116	31.034379	34.157647	32.773877	44.906548	43.829689	41.714622	38.37202	40.431861	39.369585
ENSMUSG00000020120	0.139387	0.153597	0.135935	0.158578	0.15327	0.170708	0.134952	0.294456	0.206991
ENSMUSG00000020121	0	0.047825	0.012625	0.017995	0.087738	0.046918	0.078516	0	0.022107
ENSMUSG00000020122	13.85462	14.53682	14.280975	10.562539	11.109971	11.491409	11.444717	8.580802	10.642764
ENSMUSG00000020123	0	0	0	0	0	0	0	0	0
ENSMUSG00000020124	37.975489	37.036149	34.549208	34.912089	35.55643	35.95476	37.500601	37.388052	32.5149
ENSMUSG00000020125	0	0	0	0.115588	0	0	0	0	0.042928
ENSMUSG00000020128	7.696946	7.789578	6.475034	9.271269	8.612535	9.816947	9.737349	10.688874	11.417841
ENSMUSG00000020130	97.639799	104.598877	93.497518	64.522553	71.70464	74.647134	70.138298	76.023734	69.619314
ENSMUSG00000020131	3.855351	3.25997	3.611631	2.691586	2.996904	2.427857	1.571363	1.719936	1.810169
ENSMUSG00000020132	40.309101	45.39115	47.64856	44.84379	45.943575	44.722394	45.29315	48.87698	45.167393
ENSMUSG00000020133	12.662441	13.896226	12.864989	23.634083	22.384277	22.074176	24.694939	26.700416	25.997724
ENSMUSG00000020134	9.284375	9.134105	10.014105	9.946297	10.224068	9.881496	10.771605	11.676774	11.875237
ENSMUSG00000020135	0.021701	0.02796	0.095103	0.071072	0.14037	0.04353	0.092446	0.111272	0.086053
ENSMUSG00000020137	0.711828	0.760407	0.820008	1.509692	1.296251	1.303336	1.711017	1.73992	1.724927
ENSMUSG00000020140	0	0	0	0	0	0	0	0	0
ENSMUSG00000020142	12.244504	12.455251	11.325096	16.770594	17.081576	17.545311	17.241369	17.524615	17.50566
ENSMUSG00000020143	0	0	0	0	0	0	0	0	0
ENSMUSG00000020149	211.116085	216.120295	205.868181	231.471793	231.726085	243.524523	230.21719	230.038713	231.717289
ENSMUSG00000020150	22.094483	20.63654	20.228768	20.091356	21.311348	21.37981	20.791715	17.445604	19.619931
ENSMUSG00000020151	0	0	0	0	0	0	0	0	0.016905
ENSMUSG00000020152	126.464628	122.378357	118.403245	142.130408	140.531386	133.058485	151.079117	154.718913	151.457253
ENSMUSG00000020153	147.492649	143.065173	141.53475	120.305899	123.026368	117.062187	121.442046	122.193276	120.599104
ENSMUSG00000020154	0	0	0.004638	0	0	0	0	0	0.004873
ENSMUSG00000020155	0	0	0	0	0	0	0	0	0
ENSMUSG00000020156	19.712395	21.281232	19.610893	23.241665	21.204581	20.456329	21.925697	20.836141	22.288938
ENSMUSG00000020159	0	0.023047	0	0	0	0	0	0	0
ENSMUSG00000020160	0.870623	1.060107	1.182156	1.609057	1.5205	1.667136	1.667538	2.087575	1.933989
ENSMUSG00000020163	430.155472	409.163792	421.874029	517.898375	486.865123	470.329947	539.588738	547.317361	538.170756
ENSMUSG00000020164	0	0	0	0.072729	0	0.387136	0.054263	0.161222	0
ENSMUSG00000020166	43.157288	42.220704	41.825495	40.218373	37.988317	38.118586	38.632799	39.308694	38.738323
ENSMUSG00000020167	50.63409	51.411665	50.473671	62.363129	63.425917	61.071034	59.770135	59.303422	60.63407
ENSMUSG00000020168	0	0	0	0	0	0	0	0	0
ENSMUSG00000020169	0	0.014097	0	0	0	0	0	0	0
ENSMUSG00000020170	8.9002	8.570293	8.419222	14.212011	12.553337	12.768756	14.193281	15.071949	14.357956
ENSMUSG00000020171	68.68028	68.474507	66.899051	59.82597	54.664085	55.149392	53.183664	51.036629	53.567911
ENSMUSG00000020173	0	0	0	0.101584	0.014091	0.010738	0.014083	0	0
ENSMUSG00000020175	1.004197	1.675401	1.098912	1.117981	1.407936	1.28607	1.145667	2.100669	1.929226
ENSMUSG00000020176	0.042369	0.029184	0.019516	0.039582	0.1451	0.0077	0.041008	0	0.051087
ENSMUSG00000020177	0	0	0	0	0	0.041626	0	0	0
ENSMUSG00000020178	0.552615	0.915941	0.68705	0.700056	0.612235	0.679114	0.361552	0.620525	0.584063
ENSMUSG00000020180	123.790857	140.696113	150.870032	219.205174	227.410418	232.389783	229.556124	223.610688	203.359168
ENSMUSG00000020181	0.978275	0.976358	0.961304	1.155857	0.748008	1.353832	1.50463	1.655542	2.057504
ENSMUSG00000020182	0	0	0	0	0	0	0	0	0
ENSMUSG00000020183	0.494209	0.583901	0.346307	0.518302	0.662927	0.394726	0.487739	0.706471	0.682681
ENSMUSG00000020184	80.144651	84.306366	78.606215	82.039362	78.102665	80.989926	114.443438	112.080135	111.643031
ENSMUSG00000020185	35.003144	33.01377	34.56969	24.773286	24.494302	27.82603	25.724822	23.848366	20.820639
ENSMUSG00000020186	173.730479	166.074797	174.76253	128.909233	127.939017	136.909077	142.003551	137.618211	136.803733
ENSMUSG00000020189	14.219308	14.118813	13.742462	12.228249	12.060293	11.346251	12.196876	11.889185	12.742302
ENSMUSG00000020190	51.628315	54.698868	51.838781	51.361265	50.224027	48.128731	48.95499	51.630299	51.887541
ENSMUSG00000020191	0	0.279125	0	0	0	0.734049	0.275199	0	0
ENSMUSG00000020193	0.015901	0	0	0	0	0.008662	0	0	0
ENSMUSG00000020196	5.850396	5.623763	5.948195	9.411829	9.590796	9.082626	9.033903	13.900737	8.64709
ENSMUSG00000020198	7.643414	8.634641	7.584326	9.716831	9.771761	11.117221	9.194384	7.506753	8.595433
ENSMUSG00000020205	26.846928	25.764176	26.879747	56.817076	52.900481	52.632105	86.166902	89.840269	85.676213
ENSMUSG00000020211	38.000935	39.314507	38.298317	46.377842	42.694145	41.576746	37.665853	43.991445	39.96994
ENSMUSG00000020212	12.974771	13.613135	16.221155	16.511861	14.153998	18.798024	19.686761	16.576832	16.399537
ENSMUSG00000020213	0	0	0	0	0	0	0	0	0
ENSMUSG00000020214	0	0	0	0	0	0	0	0	0
ENSMUSG00000020216	0.613143	0.510671	0.421322	0.39887	0.265739	0.458776	0.49147	0	0.554853
ENSMUSG00000020218	0	0	0	0	0.025815	0.02695	0.033644	0.077	0
ENSMUSG00000020219	154.954935	168.789731	164.76698	163.291709	173.391398	178.463433	166.371347	167.105831	159.381619
ENSMUSG00000020220	3.1815	3.041859	2.148498	2.904498	4.634271	4.560017	3.780679	6.42111	3.225958
ENSMUSG00000020224	27.843115	28.795064	28.895196	38.487881	38.327766	40.652141	40.29515	38.825501	39.398218
ENSMUSG00000020225	47.657868	45.785576	46.92903	57.963739	56.316533	57.79225	63.277246	70.985534	65.334265
ENSMUSG00000020226	0	0	0	0	0	0	0	0	0.011088
ENSMUSG00000020227	1.271313	1.270411	1.136032	2.151805	1.403652	1.571554	1.794267	2.280488	1.677785
ENSMUSG00000020228	6.46249	6.459425	6.220655	9.859781	9.570465	9.912692	12.142942	12.121753	13.47503
ENSMUSG00000020229	0	0	0	0.024337	0	0	0.017991	0	0
ENSMUSG00000020230	32.164774	31.021609	31.681258	35.181535	36.395252	33.564463	36.036203	35.72445	37.627156
ENSMUSG00000020231	13.693047	13.537822	12.983279	14.050741	14.631534	14.458411	16.451678	16.158937	16.554331
ENSMUSG00000020232	65.551722	65.226306	63.009713	64.226507	58.569007	62.885701	60.829666	60.402145	63.809174
ENSMUSG00000020234	0.060996	0.32869	0.312558	0.202712	0.455191	0.278961	0.336029	0.087838	0.105268
ENSMUSG00000020235	29.239715	30.371619	30.745628	35.560103	39.132064	35.966611	42.624443	44.641688	41.239772
ENSMUSG00000020238	28.496322	34.768292	28.704509	41.073686	42.65758	36.681104	40.259378	40.042881	39.45523
ENSMUSG00000020241	102.562322	102.238731	100.164772	117.440683	114.611026	114.926119	107.560968	110.898966	111.691652
ENSMUSG00000020246	37.906579	29.690767	31.468097	28.049882	24.113528	27.464311	27.980719	33.969826	26.619185
ENSMUSG00000020248	28.895115	27.835954	28.550283	26.990483	29.25618	26.806663	28.891645	29.365285	29.861573
ENSMUSG00000020250	62.415492	61.498513	61.718905	119.25574	118.7389	117.186938	158.139088	160.920297	156.838658
ENSMUSG00000020251	0.811811	0.990851	1.12483	0.739607	0.836724	1.127522	1.561789	2.311044	1.739363
ENSMUSG00000020253	42.684683	46.343499	44.778677	41.127325	40.04196	39.80373	41.975911	44.195976	40.327421
ENSMUSG00000020255	0.577936	0.574372	0.566393	0.673681	0.669508	0.671909	0.574443	0.603816	0.604838
ENSMUSG00000020256	19.98798	19.075103	18.823308	20.843177	21.384339	20.979205	20.569404	19.899798	20.946546
ENSMUSG00000020257	16.882046	17.569782	17.223832	26.845709	28.819514	27.9668	27.617742	28.91721	27.952488
ENSMUSG00000020258	0.099531	0.06399	0.05705	0.185858	0.372634	0.198728	0.179895	0.17842	0.141014
ENSMUSG00000020260	39.742656	39.333596	39.506716	42.860168	45.218075	43.022894	45.635401	46.036233	46.665929
ENSMUSG00000020261	2.110531	1.58915	1.154791	1.54857	1.486791	1.531034	2.204127	4.380383	2.50563
ENSMUSG00000020262	5.236428	4.092887	4.845961	4.656531	5.443623	4.815235	5.18989	6.424693	5.155127
ENSMUSG00000020263	16.667261	14.314831	17.677065	16.544218	12.595788	12.912109	13.949313	15.02514	13.081924
ENSMUSG00000020264	0	0	0.040323	0	0	0	0.036212	0	0
ENSMUSG00000020265	152.039847	154.441089	166.033502	137.148075	134.592185	143.413767	99.66714	99.512035	102.351081
ENSMUSG00000020267	869.32331	806.36102	827.351298	803.053042	835.953802	799.037848	836.798384	855.563253	837.878222
ENSMUSG00000020268	0.329119	1.15792	0.547653	1.170726	3.761333	1.20562	2.194634	1.386878	0.919891
ENSMUSG00000020270	0	0	0	0	0	0	0	0	0
ENSMUSG00000020271	59.169345	54.482153	57.328027	68.190101	63.949125	64.015715	72.453346	66.855531	71.218736
ENSMUSG00000020272	14.552652	14.168998	14.408742	17.707093	17.569112	16.884899	19.826833	20.03401	20.73454
ENSMUSG00000020273	4.222333	4.288049	4.508372	4.192162	4.922567	4.804925	6.639018	6.55217	6.597067
ENSMUSG00000020275	3.022923	2.64443	2.819082	6.380671	6.275629	6.097547	8.195339	8.169945	8.131378
ENSMUSG00000020277	155.271319	155.411617	153.67744	164.014099	166.187838	164.057956	158.969756	159.64345	153.697935
ENSMUSG00000020279	0.049071	0	0.023631	0	0.059795	0.022415	0.049876	0.074162	0.049847
ENSMUSG00000020280	8.686314	7.570188	7.725999	9.480282	11.563537	9.993298	11.295051	12.336328	10.4171
ENSMUSG00000020282	17.097519	17.22336	18.189042	23.647709	22.731532	23.779859	24.751076	26.861662	24.377635
ENSMUSG00000020283	17.004951	15.60706	17.199551	15.690075	15.859632	18.089396	16.507851	17.221305	16.848109
ENSMUSG00000020284	13.349637	13.465103	13.157003	10.61687	10.723544	11.106832	10.587274	10.351869	10.913634
ENSMUSG00000020286	0	0.082757	0	0	0	0	0	0	0.041951
ENSMUSG00000020287	20.455352	20.671974	23.304916	24.768168	23.263574	23.628838	24.839588	25.704422	26.019497
ENSMUSG00000020288	43.276457	44.642873	44.406504	41.437045	42.49041	48.075947	39.450552	40.990988	39.929149
ENSMUSG00000020289	11.384701	11.493631	10.309286	14.604084	14.209197	15.594705	14.919113	14.867827	17.834054
ENSMUSG00000020290	58.422229	58.123991	55.142366	75.108881	74.12087	77.875027	77.8494	79.415992	78.788353
ENSMUSG00000020295	0	0	0	0	0	0.084489	0	0	0
ENSMUSG00000020297	0.031724	0.052276	0	0	0.032709	0	0.032713	0.097311	0.03271
ENSMUSG00000020299	0	0	0	0	0	0	0	0	0
ENSMUSG00000020300	4.39795	3.862824	4.290999	3.937112	4.517796	3.636541	5.244297	4.33359	3.876237
ENSMUSG00000020303	6.793761	7.375349	7.624819	9.081134	10.512639	10.219535	10.267486	9.836109	9.526091
ENSMUSG00000020305	12.686831	11.760235	13.126348	12.241895	12.630616	10.791866	12.40462	11.737153	12.128677
ENSMUSG00000020307	75.172522	71.842803	75.391865	96.979896	92.38838	94.499814	105.268579	106.48107	105.85805
ENSMUSG00000020308	48.433055	45.622534	47.765393	41.569585	46.729599	38.52649	47.101912	52.62605	47.584611
ENSMUSG00000020309	8.31612	7.367594	7.86306	9.093659	9.024447	8.460582	11.360436	10.016283	10.118629
ENSMUSG00000020310	0	0.048014	0.025666	0	0	0	0	0	0
ENSMUSG00000020311	44.171061	46.111071	43.11352	38.158149	41.198937	36.556529	39.677686	42.094953	38.063159
ENSMUSG00000020312	2.713864	2.890809	3.389664	2.778354	2.734153	2.432134	3.778509	3.599483	2.829567
ENSMUSG00000020315	52.167348	49.636369	45.840134	51.310628	50.740526	50.513999	54.615371	54.467381	55.007643
ENSMUSG00000020317	0	0	0	0	0	0	0	0	0.031181
ENSMUSG00000020319	4.812001	5.288697	3.822646	6.352759	6.727096	5.540978	7.236531	5.999753	7.25869
ENSMUSG00000020321	137.94325	135.095407	133.341832	151.197748	160.376311	155.085604	168.233756	186.811309	174.174513
ENSMUSG00000020323	0.01295	0	0.012697	0	0.026745	0.028077	0.013362	0.079501	0.026725
ENSMUSG00000020325	2.712693	2.764039	2.522896	2.013014	1.844421	2.718349	2.660284	2.877186	2.708404
ENSMUSG00000020326	139.919626	133.127244	139.233731	150.725025	141.407804	135.324855	175.014278	175.318073	173.426933
ENSMUSG00000020327	1.133926	0.987268	1.123302	0.70844	0.54222	0.662523	0.632651	0.925728	0.864461
ENSMUSG00000020328	75.196506	75.31664	78.488791	85.683492	83.136686	82.231007	92.361378	96.122606	94.234329
ENSMUSG00000020329	6.680691	8.230044	8.489503	8.105107	9.035973	9.943967	8.952594	10.026069	7.283117
ENSMUSG00000020330	47.951154	46.444608	44.786931	43.79137	42.489532	40.971087	53.475894	52.284417	54.453712
ENSMUSG00000020331	10.721435	11.436634	10.026493	10.16427	10.02674	9.999103	12.267746	11.93473	12.247842
ENSMUSG00000020332	0	0.028875	0.077186	0.073327	0.027074	0.028249	0.108669	0.403926	0.054295
ENSMUSG00000020333	2.773573	2.811649	2.745319	3.458302	4.142149	4.906602	4.884829	4.32127	4.426025
