UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
2	15
13	1280
75	1997
4	235
3	1325
7	0
38	75
5	1059
1	343
0	0
0	1234
1890	1792
0	1241
8	689
16	503
0	232
3	1022
0	639
13	169
962	7051
0	6974
0	19
1	0
28	223
0	215
0	93
0	65
0	40
0	8
0	0
0	0
0	0
0	0
0	0
0	1714
46	2761
35	424
2	1881
2	354
1	75
14	2292
0	717
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	80
0	174
21	9
1	4
0	5
25	2084
4	172
0	22
2	908
1	1685
9	353
0	672
81	15
0	127
0	2
0	49
2	109
4	4
0	146
1	0
0	1
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
0	0
0	0
0	0
0	0
13	0
416	1613
17	219
5	9
0	1068
0	1
6	346
35	0
2	63
6	1490
3	1411
5	194
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	1
0	0
0	0
0	0
0	0
0	0
1	6
0	4
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1817	0
0	39
5	36
0	3
0	3
0	34
0	0
0	0
0	1450
2	0
0	0
0	0
2	0
0	0
309	285
15	285
0	24
4	30
0	86
1891	0
7	26
0	26
1	1
0	0
0	0
0	0
0	0
0	0
0	66
1	68
1	71
0	1
0	57
0	58
0	0
0	0
0	66
0	0
0	4
0	58
0	351
0	0
0	12
0	0
0	0
0	0
0	0
0	0
0	0
49	771
1	513
0	241
0	130
2	492
5	568
3	400
2	172
0	182
0	200
0	167
1	109
1	411
0	8
3	329
0	192
0	387
0	262
2	46
0	149
0	420
6	191
0	0
61	93
0	93
0	0
0	0
0	1
0	2
0	2
0	0
0	0
0	0
0	2
0	0
170	3989
0	1436
29	2537
0	1178
25	2816
10	816
1	1101
1	0
0	6
73	417
5	36
0	31
0	150
0	10
9	179
8	179
0	47
0	163
0	34
0	27
3	340
0	37
0	0
24	7
0	34
0	18
1	13
0	13
0	0
0	6
3	69
0	4
1	9
0	3
0	40
1301	2679
0	153
0	171
6	89
0	3
0	0
12	2263
0	0
1	59
0	254
