UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
3	2
0	0
0	0
0	0
4	19
4	1131
60	1860
4	161
1	1232
3	0
28	49
3	950
0	280
0	0
1	1035
1670	1492
0	1039
7	557
8	391
0	198
1	851
2	562
8	94
975	6786
1	6726
3	16
1	0
17	140
1	137
0	59
0	31
0	26
0	2
0	0
0	0
0	0
0	0
0	0
0	1564
34	2517
14	353
3	1643
2	296
0	66
24	2078
0	652
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	60
0	141
18	2
0	0
0	2
21	1761
0	156
0	10
0	882
1	1379
10	327
0	519
72	10
1	45
0	1
0	13
1	37
3	6
0	35
0	0
0	1
0	0
0	4
0	2
0	2
0	2
0	0
0	0
0	2
0	1
0	1
0	2
0	0
0	0
0	0
0	1
0	0
0	0
3	40
0	0
0	0
0	0
0	0
9	0
416	1736
18	253
5	8
0	1136
2	0
0	429
23	0
1	63
6	1589
1	1485
2	163
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	10
0	14
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
772	0
2	25
1	24
0	0
0	1
0	20
0	0
0	0
1	1164
0	0
0	0
0	0
0	0
0	0
285	200
9	200
0	17
0	20
0	71
1211	0
7	15
0	14
1	2
0	2
0	1
0	0
0	1
0	1
2	35
0	32
0	35
0	0
0	27
1	27
1	0
0	0
0	35
0	0
0	5
0	32
0	422
0	1
0	4
0	0
0	0
0	0
0	0
0	0
0	0
66	922
1	569
1	274
0	86
2	560
19	648
3	514
1	222
0	215
0	166
0	192
0	81
0	521
0	14
1	425
0	234
2	508
0	252
6	36
0	105
0	528
2	217
0	0
42	73
0	73
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
164	3227
0	1189
38	2060
0	958
20	2307
2	686
6	908
0	0
0	7
51	288
9	35
0	34
0	150
0	12
17	233
13	224
0	49
0	157
0	36
0	27
1	204
0	30
0	0
29	3
0	15
0	8
0	8
0	11
0	1
0	8
0	44
0	1
0	6
0	5
0	23
1019	2981
0	117
0	140
1	37
0	3
0	0
26	2684
0	0
0	85
0	321
0	0
0	0
