## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT D9.sorted.bam --OUTPUT D9.markdup.sorted.bam --METRICS_FILE D9.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE Mus_musculus.fasta --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Feb 21 12:06:17 CST 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	42567204	7487690	0	0	11966311	2691643	0.281116	71837585

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
141.0	0	15	0	10
142.0	0	9	0	8
143.0	0	9	0	5
144.0	0	12	0	6
145.0	0	12	0	9
146.0	0	12	0	5
147.0	0	15	0	7
148.0	0	7	0	11
149.0	0	2	0	6
150.0	0	5	0	7
151.0	0	4	0	10
152.0	0	12	0	6
153.0	0	14	0	5
154.0	0	8	0	6
155.0	0	12	0	4
156.0	0	3	0	5
157.0	0	6	0	4
158.0	0	3	0	6
159.0	0	3	0	5
160.0	0	2	0	5
161.0	0	6	0	6
162.0	0	8	0	4
163.0	0	3	0	7
164.0	0	5	0	13
165.0	0	4	0	5
166.0	0	9	0	8
167.0	0	6	0	3
168.0	0	7	0	6
169.0	0	6	0	3
170.0	0	4	0	5
171.0	0	7	0	7
172.0	0	4	0	4
173.0	0	3	0	2
174.0	0	5	0	5
175.0	0	10	0	5
176.0	0	4	0	1
177.0	0	5	0	5
178.0	0	3	0	1
179.0	0	6	0	1
180.0	0	4	0	4
181.0	0	2	0	4
182.0	0	5	0	4
183.0	0	7	0	6
184.0	0	4	0	3
185.0	0	4	0	2
186.0	0	4	0	3
187.0	0	5	0	0
188.0	0	4	0	1
189.0	0	1	0	1
190.0	0	1	0	4
191.0	0	1	0	1
192.0	0	2	0	4
194.0	0	2	0	3
195.0	0	8	0	1
196.0	0	3	0	2
197.0	0	3	0	1
198.0	0	0	0	2
199.0	0	3	0	2
200.0	0	2	0	10
201.0	0	0	0	1
202.0	0	1	0	3
203.0	0	3	0	2
204.0	0	1	0	0
205.0	0	0	0	1
206.0	0	1	0	2
207.0	0	6	0	2
208.0	0	4	0	0
209.0	0	3	0	2
210.0	0	1	0	0
211.0	0	4	0	1
212.0	0	0	0	3
213.0	0	2	0	2
214.0	0	0	0	5
215.0	0	3	0	3
216.0	0	2	0	3
217.0	0	3	0	0
218.0	0	6	0	2
219.0	0	1	0	2
220.0	0	2	0	0
221.0	0	4	0	1
222.0	0	0	0	3
223.0	0	2	0	3
224.0	0	0	0	2
225.0	0	2	0	4
226.0	0	0	0	2
227.0	0	1	0	1
228.0	0	1	0	2
229.0	0	2	0	0
230.0	0	2	0	2
231.0	0	1	0	2
232.0	0	4	0	2
233.0	0	2	0	2
234.0	0	0	0	1
235.0	0	3	0	0
236.0	0	2	0	2
237.0	0	0	0	1
238.0	0	3	0	3
239.0	0	3	0	3
240.0	0	2	0	1
241.0	0	1	0	2
242.0	0	2	0	0
243.0	0	1	0	0
244.0	0	1	0	1
245.0	0	5	0	0
246.0	0	0	0	1
247.0	0	0	0	2
248.0	0	2	0	1
249.0	0	2	0	0
250.0	0	0	0	1
253.0	0	0	0	2
254.0	0	3	0	0
257.0	0	3	0	2
258.0	0	2	0	1
259.0	0	2	0	1
260.0	0	0	0	1
261.0	0	1	0	0
263.0	0	0	0	1
264.0	0	1	0	0
265.0	0	1	0	0
267.0	0	1	0	1
270.0	0	1	0	0
271.0	0	0	0	1
272.0	0	2	0	0
273.0	0	2	0	0
275.0	0	0	0	1
276.0	0	1	0	2
279.0	0	0	0	1
280.0	0	0	0	1
281.0	0	1	0	1
283.0	0	0	0	1
284.0	0	0	0	1
286.0	0	0	0	1
287.0	0	0	0	2
288.0	0	3	0	0
289.0	0	2	0	0
290.0	0	1	0	0
291.0	0	0	0	1
292.0	0	0	0	1
293.0	0	1	0	2
294.0	0	0	0	1
295.0	0	0	0	5
296.0	0	2	0	0
298.0	0	1	0	1
299.0	0	1	0	2
300.0	0	0	0	1
302.0	0	0	0	1
303.0	0	2	0	1
307.0	0	1	0	0
308.0	0	2	0	1
310.0	0	1	0	1
311.0	0	1	0	0
312.0	0	2	0	0
313.0	0	1	0	0
315.0	0	1	0	1
316.0	0	0	0	3
317.0	0	3	0	0
318.0	0	1	0	0
319.0	0	4	0	0
320.0	0	1	0	1
322.0	0	1	0	0
323.0	0	0	0	1
327.0	0	1	0	1
329.0	0	1	0	0
330.0	0	0	0	2
332.0	0	0	0	1
333.0	0	0	0	1
334.0	0	0	0	1
338.0	0	0	0	1
339.0	0	1	0	0
341.0	0	1	0	0
342.0	0	0	0	2
344.0	0	1	0	1
346.0	0	1	0	1
348.0	0	1	0	0
349.0	0	1	0	0
350.0	0	0	0	1
351.0	0	0	0	1
352.0	0	1	0	0
353.0	0	0	0	1
355.0	0	1	0	0
356.0	0	1	0	1
357.0	0	1	0	0
359.0	0	1	0	0
360.0	0	1	0	0
361.0	0	1	0	0
362.0	0	1	0	0
363.0	0	0	0	1
366.0	0	0	0	1
369.0	0	0	0	1
370.0	0	0	0	1
378.0	0	1	0	0
379.0	0	0	0	2
380.0	0	0	0	1
381.0	0	0	0	1
387.0	0	0	0	1
388.0	0	2	0	0
389.0	0	0	0	1
390.0	0	1	0	0
392.0	0	1	0	1
395.0	0	1	0	0
396.0	0	1	0	0
397.0	0	1	0	0
399.0	0	1	0	0
400.0	0	1	0	0
404.0	0	0	0	1
409.0	0	1	0	0
411.0	0	0	0	1
412.0	0	1	0	0
413.0	0	1	0	1
418.0	0	0	0	1
419.0	0	0	0	2
421.0	0	1	0	0
425.0	0	2	0	0
435.0	0	1	0	0
438.0	0	1	0	0
440.0	0	0	0	1
443.0	0	0	0	1
453.0	0	2	0	0
460.0	0	0	0	1
463.0	0	0	0	2
464.0	0	0	0	1
473.0	0	1	0	0
476.0	0	1	0	0
477.0	0	1	0	0
478.0	0	0	0	1
483.0	0	1	0	0
493.0	0	1	0	0
500.0	0	1	0	0
504.0	0	0	0	1
512.0	0	0	0	1
529.0	0	1	0	0
531.0	0	1	0	0
535.0	0	0	0	1
536.0	0	0	0	1
547.0	0	1	0	0
556.0	0	1	0	0
558.0	0	0	0	1
565.0	0	0	0	1
578.0	0	1	0	0
580.0	0	0	0	1
596.0	0	1	0	0
602.0	0	0	0	1
613.0	0	1	0	0
618.0	0	1	0	0

