## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT D7.sorted.bam --OUTPUT D7.markdup.sorted.bam --METRICS_FILE D7.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE Mus_musculus.fasta --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Feb 21 12:33:43 CST 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	43128777	7433362	0	0	11941032	2676408	0.276869	74240844

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.048879	24930668	0	26639879
2.0	1.635599	4386628	2113999	3159818
3.0	1.963797	1000113	206298	670458
4.0	2.147383	346673	28553	265325
5.0	2.250077	164565	6413	136018
6.0	2.307522	93709	2376	80621
7.0	2.339655	60313	1112	52769
8.0	2.35763	41143	639	36222
9.0	2.367685	29764	374	26356
10.0	2.373309	21969	246	19768
11.0	2.376455	16870	175	14834
12.0	2.378215	13145	112	11902
13.0	2.379199	10698	86	9541
14.0	2.37975	8743	57	7919
15.0	2.380058	7066	48	6326
16.0	2.38023	6059	49	5417
17.0	2.380327	5168	25	4668
18.0	2.380381	4373	29	3840
19.0	2.380411	3656	23	3314
20.0	2.380428	3232	18	2876
21.0	2.380437	2776	9	2449
22.0	2.380443	2441	12	2119
23.0	2.380445	2103	9	2029
24.0	2.380447	1948	7	1807
25.0	2.380448	1713	8	1520
26.0	2.380449	1608	7	1406
27.0	2.380449	1417	4	1316
28.0	2.380449	1287	4	1171
29.0	2.380449	1184	1	1005
30.0	2.380449	1040	3	950
31.0	2.380449	934	2	863
32.0	2.380449	895	2	825
33.0	2.380449	776	1	680
34.0	2.380449	692	0	648
35.0	2.380449	703	2	645
36.0	2.380449	645	1	549
37.0	2.380449	558	0	521
38.0	2.380449	535	0	492
39.0	2.380449	464	0	481
40.0	2.380449	495	0	410
41.0	2.380449	451	0	378
42.0	2.380449	393	2	356
43.0	2.380449	395	1	325
44.0	2.380449	375	0	329
45.0	2.380449	336	1	297
46.0	2.380449	302	1	251
47.0	2.380449	308	2	278
48.0	2.380449	271	0	260
49.0	2.380449	251	0	243
50.0	2.380449	219	0	242
51.0	2.380449	231	0	207
52.0	2.380449	239	0	200
53.0	2.380449	230	0	178
54.0	2.380449	189	0	175
55.0	2.380449	180	0	191
56.0	2.380449	202	0	158
57.0	2.380449	155	0	146
58.0	2.380449	143	1	135
59.0	2.380449	130	0	120
60.0	2.380449	153	0	125
61.0	2.380449	150	0	116
62.0	2.380449	118	0	103
63.0	2.380449	119	0	97
64.0	2.380449	104	0	90
65.0	2.380449	118	0	83
66.0	2.380449	89	1	82
67.0	2.380449	82	0	76
68.0	2.380449	94	0	85
69.0	2.380449	85	0	82
70.0	2.380449	72	0	80
71.0	2.380449	87	0	89
72.0	2.380449	87	0	78
73.0	2.380449	67	0	63
74.0	2.380449	85	0	55
75.0	2.380449	59	0	65
76.0	2.380449	48	0	63
77.0	2.380449	59	0	54
78.0	2.380449	64	0	50
