## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT D1.sorted.bam --OUTPUT D1.markdup.sorted.bam --METRICS_FILE D1.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE Mus_musculus.fasta --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Feb 21 16:21:43 CST 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	41691858	7236298	0	0	11982444	2322767	0.287405	66482591

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.042498	23773552	0	25223619
2.0	1.599331	4094644	1833983	3060741
3.0	1.896755	953532	175259	671915
4.0	2.055618	339509	25311	268642
5.0	2.140473	165024	6087	140643
6.0	2.185797	96050	2231	84253
7.0	2.210005	62388	993	55753
8.0	2.222936	43308	624	39118
9.0	2.229843	31533	405	28531
10.0	2.233532	23781	259	21561
11.0	2.235503	18654	161	16648
12.0	2.236555	14293	134	13118
13.0	2.237117	11697	85	10618
14.0	2.237417	9451	81	8566
15.0	2.237578	8132	51	7402
16.0	2.237664	6584	36	6001
17.0	2.237709	5657	33	5166
18.0	2.237734	4783	22	4322
19.0	2.237747	4114	21	3793
20.0	2.237754	3655	14	3291
21.0	2.237758	3183	18	2943
22.0	2.237759	2797	11	2554
23.0	2.237761	2448	11	2249
24.0	2.237761	2182	6	1988
25.0	2.237761	2038	9	1904
26.0	2.237762	1777	4	1600
27.0	2.237762	1653	5	1576
28.0	2.237762	1521	5	1308
29.0	2.237762	1285	4	1215
30.0	2.237762	1156	2	994
31.0	2.237762	1093	1	991
32.0	2.237762	959	5	941
33.0	2.237762	960	5	873
34.0	2.237762	891	4	785
35.0	2.237762	811	3	727
36.0	2.237762	745	2	731
37.0	2.237762	680	2	643
38.0	2.237762	656	2	643
39.0	2.237762	607	0	566
40.0	2.237762	575	0	490
41.0	2.237762	531	1	468
42.0	2.237762	487	1	452
43.0	2.237762	477	1	406
44.0	2.237762	423	0	399
45.0	2.237762	413	1	365
46.0	2.237762	371	0	338
47.0	2.237762	339	1	308
48.0	2.237762	346	1	318
49.0	2.237762	306	1	302
50.0	2.237762	295	0	257
51.0	2.237762	286	0	242
52.0	2.237762	275	0	229
53.0	2.237762	264	0	249
54.0	2.237762	244	0	206
55.0	2.237762	213	0	182
56.0	2.237762	200	0	190
57.0	2.237762	206	0	185
58.0	2.237762	160	1	161
59.0	2.237762	178	0	162
60.0	2.237762	179	0	143
61.0	2.237762	159	0	147
62.0	2.237762	154	0	148
63.0	2.237762	134	0	128
64.0	2.237762	133	0	112
65.0	2.237762	123	0	126
66.0	2.237762	113	0	95
67.0	2.237762	126	0	116
68.0	2.237762	128	0	110
69.0	2.237762	112	0	97
70.0	2.237762	93	0	93
71.0	2.237762	97	0	72
72.0	2.237762	95	0	99
73.0	2.237762	93	0	100
74.0	2.237762	85	0	87
75.0	2.237762	90	0	80
76.0	2.237762	90	0	83
77.0	2.237762	72	0	70
78.0	2.237762	79	0	85
79.0	2.237762	84	0	82
80.0	2.237762	81	0	81
81.0	2.237762	94	0	72
82.0	2.237762	60	0	64
83.0	2.237762	72	0	55
84.0	2.237762	73	0	64
85.0	2.237762	72	0	65
86.0	2.237762	72	0	56
87.0	2.237762	57	0	58
88.0	2.237762	53	0	53
89.0	2.237762	73	0	47
90.0	2.237762	39	0	44
91.0	2.237762	57	0	45
92.0	2.237762	60	0	33
93.0	2.237762	35	0	36
94.0	2.237762	52	0	39
95.0	2.237762	41	1	36
96.0	2.237762	30	0	37
97.0	2.237762	33	0	42
98.0	2.237762	34	0	32
99.0	2.237762	39	0	30
100.0	2.237762	38	0	37
101.0	0	39	0	28
102.0	0	35	0	30
103.0	0	34	0	32
104.0	0	34	0	31
105.0	0	18	0	33
106.0	0	28	0	36
107.0	0	42	0	33
108.0	0	40	0	23
109.0	0	28	0	30
110.0	0	41	0	33
111.0	0	26	0	28
112.0	0	33	0	22
113.0	0	26	0	18
114.0	0	20	0	15
115.0	0	29	0	16
116.0	0	16	0	21
117.0	0	20	0	21
118.0	0	17	0	22
119.0	0	27	0	22
120.0	0	19	0	20
121.0	0	17	0	22
122.0	0	23	0	20
123.0	0	19	0	21
124.0	0	21	0	16
125.0	0	19	0	11
126.0	0	15	0	13
127.0	0	22	0	11
128.0	0	15	0	11
129.0	0	16	0	16
130.0	0	14	0	13
131.0	0	13	0	12
132.0	0	16	0	20
133.0	0	17	0	16
134.0	0	15	0	16
135.0	0	15	0	15
136.0	0	16	0	19
137.0	0	9	0	15
138.0	0	11	0	11
139.0	0	20	0	4
140.0	0	15	0	11
141.0	0	15	0	12
142.0	0	7	0	8
143.0	0	18	0	8
144.0	0	9	0	15
145.0	0	5	0	10
146.0	0	9	0	13
147.0	0	11	0	15
148.0	0	12	0	5
149.0	0	11	0	13
150.0	0	22	0	8
151.0	0	10	0	11
152.0	0	10	0	8
153.0	0	7	0	12
154.0	0	3	0	7
155.0	0	13	0	4
156.0	0	12	0	10
157.0	0	7	0	12
158.0	0	4	0	9
159.0	0	6	0	10
160.0	0	9	0	6
161.0	0	12	0	7
162.0	0	5	0	7
163.0	0	15	0	13
164.0	0	5	0	7
165.0	0	10	0	13
166.0	0	13	0	5
167.0	0	9	0	4
168.0	0	6	0	7
169.0	0	11	0	4
170.0	0	9	0	8
171.0	0	5	0	9
172.0	0	8	0	8
173.0	0	7	0	4
174.0	0	14	0	2
175.0	0	6	0	5
176.0	0	6	0	6
177.0	0	0	0	6
178.0	0	5	0	7
179.0	0	4	0	4
180.0	0	8	0	5
181.0	0	7	0	3
182.0	0	4	0	6
183.0	0	4	0	2
184.0	0	8	0	6
185.0	0	4	0	4
186.0	0	6	0	6
187.0	0	7	0	5
188.0	0	3	0	4
189.0	0	2	0	5
190.0	0	3	0	3
191.0	0	6	0	2
192.0	0	2	0	4
193.0	0	4	0	8
194.0	0	4	0	5
195.0	0	6	0	6
196.0	0	2	0	5
197.0	0	6	0	4
198.0	0	2	0	7
199.0	0	6	0	6
