## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Mock_2.sorted.bam --OUTPUT Mock_2.markdup.sorted.bam --METRICS_FILE Mock_2.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE GRCh38.primary_assembly.genome.fa --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 02 22:29:58 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	7745	25805318	6942457	0	4992	6190212	1920975	0.239942	58586402

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
77.0	2.9868	22	0	23
78.0	2.9868	20	0	16
79.0	2.9868	29	0	16
80.0	2.9868	22	0	22
81.0	2.9868	22	0	25
82.0	2.9868	31	0	17
83.0	2.9868	21	0	20
84.0	2.9868	17	0	20
85.0	2.9868	19	0	24
86.0	2.9868	22	0	24
87.0	2.9868	16	0	16
88.0	2.9868	19	0	23
89.0	2.9868	24	0	11
90.0	2.9868	21	0	11
91.0	2.9868	17	0	15
92.0	2.9868	19	0	10
93.0	2.9868	15	0	12
94.0	2.9868	13	0	14
95.0	2.9868	24	0	10
96.0	2.9868	19	0	21
97.0	2.9868	14	0	10
98.0	2.9868	8	0	11
99.0	2.9868	11	0	15
100.0	2.9868	10	0	4
101.0	0	9	0	13
102.0	0	9	0	7
103.0	0	7	0	13
104.0	0	10	0	8
105.0	0	16	0	9
106.0	0	14	0	10
107.0	0	14	0	6
108.0	0	11	0	12
109.0	0	6	0	11
110.0	0	6	0	7
111.0	0	12	0	11
112.0	0	15	0	9
113.0	0	12	0	8
114.0	0	2	0	9
115.0	0	10	0	6
116.0	0	7	0	4
117.0	0	11	0	5
118.0	0	6	0	7
119.0	0	10	0	6
120.0	0	7	0	4
121.0	0	3	0	9
122.0	0	13	0	6
123.0	0	8	0	4
124.0	0	5	0	10
125.0	0	5	0	6
126.0	0	8	0	7
127.0	0	5	0	6
128.0	0	5	0	1
129.0	0	6	0	4
130.0	0	9	0	2
131.0	0	6	0	8
132.0	0	2	0	5
133.0	0	6	0	3
134.0	0	5	0	5
135.0	0	1	0	2
136.0	0	7	0	2
137.0	0	5	0	2
138.0	0	4	0	5
139.0	0	2	0	5
140.0	0	6	0	3
141.0	0	2	0	3
142.0	0	4	0	5
143.0	0	6	0	2
144.0	0	1	0	3
145.0	0	2	0	4
146.0	0	6	0	3
147.0	0	2	0	1
148.0	0	3	0	2
149.0	0	3	0	2
150.0	0	3	0	3
151.0	0	5	0	1
152.0	0	4	0	3
153.0	0	5	0	0
154.0	0	2	0	0
155.0	0	4	0	3
156.0	0	1	0	2
157.0	0	1	0	1
158.0	0	4	0	2
159.0	0	2	0	5
160.0	0	2	0	5
161.0	0	4	0	1
162.0	0	1	0	3
163.0	0	3	0	5
164.0	0	1	0	1
165.0	0	0	0	1
166.0	0	3	0	0
167.0	0	1	0	3
168.0	0	2	0	2
169.0	0	3	0	3
170.0	0	0	0	3
171.0	0	3	0	1
172.0	0	2	0	1
173.0	0	1	0	3
174.0	0	1	0	0
175.0	0	3	0	1
177.0	0	2	0	3
178.0	0	1	0	2
179.0	0	4	0	1
180.0	0	4	0	0
181.0	0	2	0	1
182.0	0	0	0	1
183.0	0	3	0	4
184.0	0	5	0	0
185.0	0	2	0	2
186.0	0	0	0	1
187.0	0	2	0	2
188.0	0	0	0	1
189.0	0	1	0	2
190.0	0	1	0	1
192.0	0	1	0	0
193.0	0	2	0	1
194.0	0	1	0	0
195.0	0	4	0	0
196.0	0	1	0	0
197.0	0	3	0	1
198.0	0	0	0	1
199.0	0	1	0	1
200.0	0	2	0	0
203.0	0	0	0	1
204.0	0	1	0	0
206.0	0	2	0	2
207.0	0	2	0	1
209.0	0	0	0	2
213.0	0	1	0	0
214.0	0	1	0	2
215.0	0	0	0	1
216.0	0	0	0	1
217.0	0	1	0	0
219.0	0	1	0	2
220.0	0	1	0	1
222.0	0	0	0	2
223.0	0	1	0	2
224.0	0	0	0	1
225.0	0	1	0	0
226.0	0	0	0	2
227.0	0	2	0	0
228.0	0	2	0	0
230.0	0	1	0	0
231.0	0	1	0	0
232.0	0	1	0	1
234.0	0	0	0	1
235.0	0	2	0	0
237.0	0	2	0	0
238.0	0	2	0	2
244.0	0	0	0	1
248.0	0	0	0	1
249.0	0	1	0	1
250.0	0	1	0	1
251.0	0	0	0	1
252.0	0	0	0	1
254.0	0	2	0	1
255.0	0	0	0	1
256.0	0	1	0	2
257.0	0	2	0	0
260.0	0	1	0	0
263.0	0	1	0	0
264.0	0	0	0	1
265.0	0	1	0	1
268.0	0	1	0	0
273.0	0	1	0	1
274.0	0	1	0	0
275.0	0	0	0	1
277.0	0	1	0	0
281.0	0	1	0	0
284.0	0	1	0	0
290.0	0	1	0	0
291.0	0	1	0	0
297.0	0	0	0	1
298.0	0	1	0	0
300.0	0	0	0	1
305.0	0	0	0	1
306.0	0	0	0	2
318.0	0	1	0	0
319.0	0	1	0	0
321.0	0	1	0	0
322.0	0	1	0	0
326.0	0	1	0	0
385.0	0	0	0	1
399.0	0	0	0	1
416.0	0	1	0	0
423.0	0	1	0	0
445.0	0	0	0	1
457.0	0	1	0	0

