UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
4	21
15	1335
99	2089
2	192
6	1377
11	0
49	71
4	1141
1	383
0	0
1	1233
2009	1784
1	1237
4	658
25	478
0	211
8	970
0	628
8	122
954	7045
4	6972
1	12
3	0
29	264
10	254
0	108
2	66
0	59
0	6
0	0
0	0
0	0
0	0
0	0
1	1681
31	2729
38	395
1	1818
0	344
1	69
13	2272
0	689
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	90
0	195
22	5
0	2
0	3
36	2293
0	190
0	28
3	1025
0	1817
7	379
0	673
76	11
0	106
0	1
0	41
1	102
10	3
0	147
0	0
0	1
2	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	37
0	0
0	0
0	0
0	0
5	0
351	1297
9	152
3	10
0	875
1	0
0	314
46	2
0	60
13	1214
0	1167
0	113
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	2
0	0
0	0
0	0
0	0
0	0
1	9
0	5
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
1661	2
3	42
4	40
0	2
0	5
0	41
1	1
0	1
5	1328
0	3
0	2
1	0
1	2
0	0
551	413
25	411
0	34
1	46
0	141
2271	2
3	33
0	33
0	0
0	0
0	0
0	0
0	0
0	0
1	71
0	68
0	77
0	1
0	59
0	65
0	0
0	0
0	71
0	0
0	3
0	65
0	307
0	1
2	6
0	0
0	0
0	0
0	0
0	0
0	0
65	738
0	456
0	186
0	168
6	556
20	510
2	468
0	144
0	158
2	242
0	167
0	144
0	483
0	6
2	360
0	186
1	427
0	293
1	29
0	166
0	484
5	179
0	0
61	108
0	108
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
237	3852
0	1413
29	2324
0	1154
26	2698
9	816
6	919
2	2
0	5
111	395
8	34
0	29
0	92
1	2
11	118
2	123
0	37
0	102
0	29
0	19
0	329
0	21
0	0
38	0
0	22
0	16
1	8
0	10
0	3
0	8
1	73
2	0
0	14
0	3
0	28
1444	2447
0	187
0	186
5	68
0	3
0	0
4	2003
0	0
0	60
0	245
0	0
