Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
C1_C_CKDL260002520-1A_23757VLT4_L4_1	(1, 38.26256917696609)	(2, 38.67019625266254)	(3, 39.01506984421912)	(4, 39.012691156989995)	(5, 39.09685229981729)	(6, 38.95991753229228)	(7, 38.94870724276661)	(8, 39.134804850823514)	(9, 39.03214137441637)	(10, 39.03233946090985)	(15, 39.278151324126235)	(20, 39.41848034866358)	(25, 39.40029272866294)	(30, 39.315168583338256)	(35, 39.19927002357837)	(40, 39.20914187093391)	(45, 38.98215876963776)	(50, 38.81820606066064)	(55, 38.75624725024055)	(60, 38.74483149912711)	(65, 38.761686502170875)	(70, 38.680755206145434)	(75, 38.65612827493884)	(80, 38.59717267777304)	(85, 38.5395084882744)	(90, 38.58010617152978)	(95, 38.53903634187369)	(100, 38.413814756405635)	(105, 38.43366731125147)	(110, 38.321924058578134)	(115, 38.240281554313114)	(120, 38.1339528724457)	(125, 38.04296884332641)	(130, 38.00278989698643)	(135, 37.823144227279464)	(140, 37.781183566944755)	(145, 37.692004236848376)	(150, 37.557060434803624)
C1_C_CKDL260002520-1A_23757VLT4_L4_2	(1, 38.16448846483494)	(2, 38.36841376957591)	(3, 38.81841061571422)	(4, 38.937588864110616)	(5, 39.052231020120296)	(6, 39.14410726603822)	(7, 39.10587164242034)	(8, 39.103595013395214)	(9, 39.16783556452355)	(10, 39.16696214514999)	(15, 39.227101781243185)	(20, 39.225440028040566)	(25, 39.25908559416868)	(30, 39.25373094819704)	(35, 39.2218418476243)	(40, 39.184145705427326)	(45, 39.17167006963031)	(50, 39.19246424446384)	(55, 39.204555679373826)	(60, 39.16634689501659)	(65, 39.152301048424334)	(70, 39.107419189860806)	(75, 39.08805089388219)	(80, 38.995799664482924)	(85, 38.97857062543227)	(90, 38.92341472246032)	(95, 38.88815832110804)	(100, 38.81467258923974)	(105, 38.77206685672107)	(110, 38.72576844783187)	(115, 38.64908675014599)	(120, 38.55927003293614)	(125, 38.45852122692209)	(130, 38.43867070154313)	(135, 38.32054427260032)	(140, 38.227049553176606)	(145, 38.10642352288953)	(150, 38.12070175221069)
C1_D_CKDL260002520-1A_2372W3LT4_L5_1	(1, 38.49397492031297)	(2, 38.81229530371752)	(3, 39.080244721159644)	(4, 39.05733838534212)	(5, 38.94562087868076)	(6, 39.069695352988205)	(7, 39.18576409617759)	(8, 39.02528825619549)	(9, 39.07429445432713)	(10, 39.12805209997415)	(15, 39.1466712813855)	(20, 39.30952208943991)	(25, 39.2750241441485)	(30, 39.203846438681424)	(35, 39.024489043317395)	(40, 39.062084391922625)	(45, 38.97719281010684)	(50, 38.868586611370645)	(55, 38.822960140617944)	(60, 38.83149787425697)	(65, 38.845915142575166)	(70, 38.7744354652226)	(75, 38.76258389997143)	(80, 38.710884741351556)	(85, 38.671645928140364)	(90, 38.70862010334754)	(95, 38.64774329669266)	(100, 38.52877393066738)	(105, 38.565186480485934)	(110, 38.41018119824499)	(115, 38.31445399462859)	(120, 38.2260820281387)	(125, 38.12630344396064)	(130, 38.08023444383822)	(135, 37.92138786157658)	(140, 37.853839561944284)	(145, 37.75661912397926)	(150, 37.62699368700417)
C1_D_CKDL260002520-1A_2372W3LT4_L5_2	(1, 38.1665243459165)	(2, 38.3227245179105)	(3, 38.761934917350686)	(4, 38.82994055778651)	(5, 38.945193160744864)	(6, 38.97710122103647)	(7, 38.97230715286457)	(8, 39.01137004251486)	(9, 39.082939495292834)	(10, 39.0558796102477)	(15, 39.115068215720974)	(20, 39.12222364962798)	(25, 39.17721245792721)	(30, 39.16313041165206)	(35, 39.15958926987188)	(40, 39.143949302577944)	(45, 39.151887324284246)	(50, 39.17187490081629)	(55, 39.18217942691842)	(60, 39.164546263815815)	(65, 39.15145839725172)	(70, 39.12334931859847)	(75, 39.10227083462429)	(80, 39.065025821770085)	(85, 39.05092533677119)	(90, 39.017532808081604)	(95, 38.98391871243299)	(100, 38.966509836756835)	(105, 38.94131891284076)	(110, 38.90124884569055)	(115, 38.85644123563631)	(120, 38.80090652020476)	(125, 38.723001098766574)	(130, 38.7095220894399)	(135, 38.643762648284365)	(140, 38.59623185032593)	(145, 38.524715597800046)	(150, 38.517724601035894)
C1_D_CKDL260002520-1A_23757VLT4_L4_1	(1, 38.18781215067023)	(2, 38.66112207302065)	(3, 38.925150129641644)	(4, 38.98001874638858)	(5, 38.85800637449426)	(6, 38.856091284328464)	(7, 38.93211192950257)	(8, 38.89138045250627)	(9, 38.886573347699475)	(10, 38.90711196053216)	(15, 39.166680003750635)	(20, 39.34863051730171)	(25, 39.332575545497455)	(30, 39.21233404949638)	(35, 39.10980161708194)	(40, 39.10383701812591)	(45, 38.93534295656974)	(50, 38.79367912487968)	(55, 38.7370413698968)	(60, 38.730136280851454)	(65, 38.74045014576575)	(70, 38.67009358638588)	(75, 38.63689081430344)	(80, 38.57742031684714)	(85, 38.52194382469881)	(90, 38.555058641984715)	(95, 38.47697370507014)	(100, 38.348982945796266)	(105, 38.344867891218584)	(110, 38.22028508411897)	(115, 38.1172227790624)	(120, 38.00391962454868)	(125, 37.89556024046018)	(130, 37.840900311841786)	(135, 37.646780487733324)	(140, 37.575928684738976)	(145, 37.44654029610358)	(150, 37.30673092839306)
C1_D_CKDL260002520-1A_23757VLT4_L4_2	(1, 38.06895261126451)	(2, 38.375143793962586)	(3, 38.81759060951941)	(4, 38.929625669125)	(5, 39.04395866767722)	(6, 39.12963662539279)	(7, 39.09211704994986)	(8, 39.10035693060666)	(9, 39.149276045705804)	(10, 39.14857504766992)	(15, 39.210490688469974)	(20, 39.208489572984256)	(25, 39.230969690630424)	(30, 39.21625977841258)	(35, 39.179092281676056)	(40, 39.1606424457549)	(45, 39.14501250041326)	(50, 39.16570594528163)	(55, 39.175576933253765)	(60, 39.14048117536043)	(65, 39.1231256121998)	(70, 39.07581417989289)	(75, 39.046390812441665)	(80, 38.95323858136304)	(85, 38.93249864852011)	(90, 38.87340633976368)	(95, 38.83345652646593)	(100, 38.75861629220716)	(105, 38.717513622274154)	(110, 38.67080425437182)	(115, 38.58288767501115)	(120, 38.48918308329686)	(125, 38.39888856505276)	(130, 38.364917285819914)	(135, 38.242987599332785)	(140, 38.14902599230669)	(145, 38.03139739127992)	(150, 38.04131945960663)
C2_A_CKDL260002520-1A_2372W3LT4_L5_1	(1, 38.49574665293512)	(2, 38.65986199794027)	(3, 39.044438722966014)	(4, 39.060923789907314)	(5, 39.11067559217302)	(6, 39.19903707518023)	(7, 39.24332234809475)	(8, 39.08205458290422)	(9, 39.14970030895984)	(10, 39.1681421215242)	(15, 39.20289680741504)	(20, 39.34670422245108)	(25, 39.311307106076214)	(30, 39.25276704428425)	(35, 39.077770957775485)	(40, 39.12697404737384)	(45, 39.001985581874365)	(50, 38.89664799176107)	(55, 38.85099073120494)	(60, 38.84306673532441)	(65, 38.862314727085476)	(70, 38.78496477857878)	(75, 38.77046446961895)	(80, 38.724027806385166)	(85, 38.684420597322344)	(90, 38.725963748712665)	(95, 38.68055859938208)	(100, 38.562363130793)	(105, 38.597254170957775)	(110, 38.43671040164779)	(115, 38.335638516992795)	(120, 38.23322039134912)	(125, 38.11895839340885)	(130, 38.071904634397534)	(135, 37.904105458290424)	(140, 37.83685932028836)	(145, 37.74968918640577)	(150, 37.61686096807415)
C2_A_CKDL260002520-1A_2372W3LT4_L5_2	(1, 38.33821009268795)	(2, 38.333204943357366)	(3, 38.75979402677652)	(4, 38.82707003089598)	(5, 38.93683213182286)	(6, 38.98922142121524)	(7, 38.97511019567456)	(8, 39.02509268795057)	(9, 39.10406591143151)	(10, 39.0604035015448)	(15, 39.12963522142122)	(20, 39.13639340885685)	(25, 39.19183048403708)	(30, 39.1781553038105)	(35, 39.18665932028837)	(40, 39.161450257466534)	(45, 39.164061174047376)	(50, 39.18782966014418)	(55, 39.19438537590113)	(60, 39.176987641606594)	(65, 39.16156704428424)	(70, 39.14185046343975)	(75, 39.117169104016476)	(80, 39.0758035015448)	(85, 39.05944716786818)	(90, 39.03134582904222)	(95, 39.00058805355304)	(100, 38.9838473738414)	(105, 38.95528692070031)	(110, 38.91944552008239)	(115, 38.87749515962925)	(120, 38.82174315139032)	(125, 38.751993202883625)	(130, 38.73710916580844)	(135, 38.67679608650876)	(140, 38.62438002059732)	(145, 38.56063789907312)	(150, 38.548949536560244)
C2_A_CKDL260002520-1A_23757VLT4_L4_1	(1, 38.14101951324515)	(2, 38.2930481866204)	(3, 38.814522108480084)	(4, 38.94076340987321)	(5, 39.00486662103928)	(6, 38.990947574747054)	(7, 38.92144451267513)	(8, 38.92842059539493)	(9, 38.93967828438952)	(10, 38.93479996923823)	(15, 39.19709762651263)	(20, 39.36553684128354)	(25, 39.34434261970523)	(30, 39.23505973619846)	(35, 39.13171351976155)	(40, 39.13472592456331)	(45, 38.936199854152086)	(50, 38.79509796427383)	(55, 38.745552600896495)	(60, 38.727196269014044)	(65, 38.741305110821614)	(70, 38.66538678874505)	(75, 38.62677279994373)	(80, 38.57867604565881)	(85, 38.517981069141726)	(90, 38.555746427131886)	(95, 38.49877743585146)	(100, 38.37090140889703)	(105, 38.36808090192288)	(110, 38.24447304035705)	(115, 38.14681374092943)	(120, 38.02253354907798)	(125, 37.90401400201806)	(130, 37.84865898369433)	(135, 37.65213566715759)	(140, 37.59575980618536)	(145, 37.482463229824084)	(150, 37.34787513810916)
C2_A_CKDL260002520-1A_23757VLT4_L4_2	(1, 38.24652370685574)	(2, 38.38364223282567)	(3, 38.828098872055364)	(4, 38.93452128146754)	(5, 39.04889348426183)	(6, 39.14985907938045)	(7, 39.09475708825113)	(8, 39.10970410341212)	(9, 39.16631581754248)	(10, 39.15889446199162)	(15, 39.21964123113571)	(20, 39.21659086104759)	(25, 39.24665931372643)	(30, 39.23086918632399)	(35, 39.20447673486171)	(40, 39.17404102677859)	(45, 39.157705102010446)	(50, 39.17486895908877)	(55, 39.18658074753432)	(60, 39.14563526350591)	(65, 39.12834529087848)	(70, 39.08188442924734)	(75, 39.051828752753)	(80, 38.95834701060083)	(85, 38.931826920958855)	(90, 38.87372367037444)	(95, 38.833279603281305)	(100, 38.761325770677146)	(105, 38.716076837967755)	(110, 38.66926549305599)	(115, 38.58181379310078)	(120, 38.486568922027786)	(125, 38.394603518977036)	(130, 38.36448704546675)	(135, 38.245813048016586)	(140, 38.1519711148477)	(145, 38.040052781950415)	(150, 38.05522314460315)
C2_B_CKDL260002520-1A_2372W3LT4_L5_1	(1, 38.33798062527822)	(2, 38.75156797717567)	(3, 38.980832482316494)	(4, 39.05868771496002)	(5, 39.07365991887163)	(6, 39.025305085266766)	(7, 39.07421436061027)	(8, 39.17011342716719)	(9, 39.125213892693324)	(10, 39.11604727441223)	(15, 39.17316297057816)	(20, 39.30068616434473)	(25, 39.26197930008277)	(30, 39.19062663301308)	(35, 39.03818065692808)	(40, 39.07481320322738)	(45, 38.98644270408181)	(50, 38.90080183432552)	(55, 38.84677985475221)	(60, 38.84612090017658)	(65, 38.853826615708115)	(70, 38.79175874156525)	(75, 38.78002119857325)	(80, 38.72655662079715)	(85, 38.681762509947504)	(90, 38.72023552958294)	(95, 38.668047192441385)	(100, 38.54072163950813)	(105, 38.57383513156891)	(110, 38.40795936978076)	(115, 38.33318464731472)	(120, 38.25457482743428)	(125, 38.14801454071845)	(130, 38.09711041359988)	(135, 37.9395867985942)	(140, 37.87276142724916)	(145, 37.77217932034779)	(150, 37.64584379315566)
C2_B_CKDL260002520-1A_2372W3LT4_L5_2	(1, 38.35463437015077)	(2, 38.42064709157169)	(3, 38.82166785638251)	(4, 38.875309809975626)	(5, 38.97251699472085)	(6, 39.025998422061086)	(7, 39.010415990691754)	(8, 39.044321184569895)	(9, 39.114066995233166)	(10, 39.07155440644564)	(15, 39.13167114660145)	(20, 39.131668641936514)	(25, 39.188689160834784)	(30, 39.18928754805826)	(35, 39.174604519098644)	(40, 39.15832260312104)	(45, 39.16004330793375)	(50, 39.18166243719837)	(55, 39.18310603499017)	(60, 39.169909638519925)	(65, 39.15314272833152)	(70, 39.13218095976484)	(75, 39.11306057532154)	(80, 39.06691622237326)	(85, 39.05712844718743)	(90, 39.02489158785511)	(95, 38.99400838607361)	(100, 38.975292846563086)	(105, 38.95316549801278)	(110, 38.916779775058316)	(115, 38.874302934670375)	(120, 38.82552731735585)	(125, 38.75162034744257)	(130, 38.73353097416666)	(135, 38.66621924242993)	(140, 38.61763238577304)	(145, 38.54979581288332)	(150, 38.537137919374835)
C2_B_CKDL260002520-1A_23757VLT4_L4_1	(1, 37.58490667931498)	(2, 38.514821563184874)	(3, 38.789392753820984)	(4, 38.93803879553775)	(5, 38.871132694023935)	(6, 38.785420647858494)	(7, 38.767690727876875)	(8, 38.998692189940584)	(9, 38.90362224556652)	(10, 38.85778969827748)	(15, 39.156352398697464)	(20, 39.326951440747806)	(25, 39.29925900282498)	(30, 39.17906261862591)	(35, 39.101838819389734)	(40, 39.092588110202314)	(45, 38.93180411807364)	(50, 38.807320854999105)	(55, 38.7565035834669)	(60, 38.739519050858014)	(65, 38.746453943544104)	(70, 38.67974055039781)	(75, 38.643044609779196)	(80, 38.588029380055495)	(85, 38.5244653612975)	(90, 38.56310319291833)	(95, 38.491979841917086)	(100, 38.34503157916093)	(105, 38.345764452339026)	(110, 38.2092755756082)	(115, 38.12651552395219)	(120, 38.029732149349584)	(125, 37.912768698214315)	(130, 37.852772230831654)	(135, 37.65857182691641)	(140, 37.59444740581513)	(145, 37.465086275057054)	(150, 37.32370956532013)
C2_B_CKDL260002520-1A_23757VLT4_L4_2	(1, 38.274366982508006)	(2, 38.518757354113944)	(3, 38.9206074942465)	(4, 39.018621769464495)	(5, 39.1127440704839)	(6, 39.20194905171304)	(7, 39.165271549924775)	(8, 39.16405942912597)	(9, 39.20130812547168)	(10, 39.19653494056056)	(15, 39.247902171732775)	(20, 39.2411916650349)	(25, 39.273041713953646)	(30, 39.26377320528505)	(35, 39.22189883467104)	(40, 39.19872131868923)	(45, 39.18322359686084)	(50, 39.20151300704758)	(55, 39.21101405127529)	(60, 39.172184065389565)	(65, 39.155822216258755)	(70, 39.107950792959215)	(75, 39.08105333885617)	(80, 38.986691102876485)	(85, 38.96347901941567)	(90, 38.90375697775039)	(95, 38.86667446104356)	(100, 38.79339731314786)	(105, 38.75065912211902)	(110, 38.704292692690686)	(115, 38.62197358737716)	(120, 38.528459239230735)	(125, 38.440495456401116)	(130, 38.405521470666784)	(135, 38.280442939407)	(140, 38.1849961285276)	(145, 38.06739905678094)	(150, 38.07142885761344)
C2_C_CKDL260002520-1A_2372W3LT4_L5_1	(1, 38.50904454319905)	(2, 38.848031187504986)	(3, 38.98930877464217)	(4, 38.98567118526574)	(5, 38.962169785139245)	(6, 39.06846148073948)	(7, 39.15488102795846)	(8, 38.992322232769986)	(9, 39.06638421948457)	(10, 39.16532569765129)	(15, 39.19143248841367)	(20, 39.332635275088236)	(25, 39.30421157572892)	(30, 39.232256627523476)	(35, 39.081451271905635)	(40, 39.11419291134597)	(45, 39.00883526865634)	(50, 38.91654626730208)	(55, 38.86437246818896)	(60, 38.861474069371475)	(65, 38.87656113210738)	(70, 38.806485724188775)	(75, 38.801818318252145)	(80, 38.7533176030025)	(85, 38.70176507652159)	(90, 38.75058023957588)	(95, 38.71986083302464)	(100, 38.618058356271746)	(105, 38.65201991026326)	(110, 38.53038697328503)	(115, 38.45260807058877)	(120, 38.37208608723306)	(125, 38.28805777263756)	(130, 38.25655796380754)	(135, 38.12440508023779)	(140, 38.09166844337617)	(145, 38.02625067445481)	(150, 37.912251196152305)
C2_C_CKDL260002520-1A_2372W3LT4_L5_2	(1, 38.46054454260351)	(2, 38.44236374226238)	(3, 38.84501892046734)	(4, 38.91576967651182)	(5, 39.0229153837633)	(6, 39.06291100055147)	(7, 39.02693054872333)	(8, 39.067007159643005)	(9, 39.1463802174216)	(10, 39.09224088131144)	(15, 39.1605036882107)	(20, 39.15586629774634)	(25, 39.21340214658271)	(30, 39.19077405376819)	(35, 39.194535754740244)	(40, 39.198044468160376)	(45, 39.19226887193041)	(50, 39.21268248990254)	(55, 39.21629030202474)	(60, 39.19911335247812)	(65, 39.18447747469827)	(70, 39.162007082222146)	(75, 39.14317046763391)	(80, 39.10562802015801)	(85, 39.088056343329356)	(90, 39.05959476730267)	(95, 39.031621776463346)	(100, 39.014077732926616)	(105, 38.99242752514094)	(110, 38.955055879995285)	(115, 38.91530372203767)	(120, 38.86653644080818)	(125, 38.79833247376327)	(130, 38.779901306268584)	(135, 38.71795627984425)	(140, 38.669578485100054)	(145, 38.60317544639081)	(150, 38.59041386810106)
