Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
ch_2C_CKDL260002520-1A_2372W3LT4_L5_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0001746792016461768)	(3, 0.0002620188024692652)	(4, 0.0005240376049385304)	(5, 0.0006987168065847072)	(6, 0.0007860564074077956)	(7, 0.0007860564074077956)	(8, 0.0009607356090539724)	(9, 0.001310094012346326)	(10, 0.0016594524156386796)	(12, 0.0031878954300427263)	(14, 0.005109366648150671)	(16, 0.006332121059673909)	(18, 0.008078913076135678)	(20, 0.010349742697535975)	(22, 0.013537638127578702)	(24, 0.016681863757209883)	(26, 0.01912737258025636)	(28, 0.021703890804537468)	(30, 0.027118946055568947)	(32, 0.03668263234569713)	(34, 0.04978357246916039)	(36, 0.057993494946530694)	(38, 0.06716415303295498)	(40, 0.08218656437452618)	(42, 0.10454550218523681)	(44, 0.13017967502681327)	(46, 0.15528981026345118)	(48, 0.182801784522724)	(50, 0.2179559738540171)	(52, 0.2642022924898424)	(54, 0.31394219515859123)	(56, 0.36695733285820586)	(58, 0.42551853521008665)	(60, 0.49704966828419606)	(62, 0.580415317269834)	(64, 0.6706807947204958)	(66, 0.7555748867205377)	(68, 0.839289894109468)	(70, 0.9276339003420219)	(72, 1.0223973672350728)	(74, 1.1241043323935593)	(76, 1.2351129650397046)	(78, 1.347082333294904)	(80, 1.4692267650459931)	(82, 1.5881833013670394)	(84, 1.7290184076942694)	(86, 1.8790678419083353)	(88, 2.0347070105750786)	(90, 2.1881190194208333)	(92, 2.3601343632419063)	(94, 2.53642934750331)	(96, 2.730410600931389)	(98, 2.9282347967956848)	(100, 3.1317360667134806)	(102, 3.3261540181456755)	(104, 3.534939333913268)	(106, 3.7523276003619355)	(108, 3.9720303662324143)	(110, 4.195095706734582)	(112, 4.421654631269673)	(114, 4.6678212961895476)	(116, 4.906520425239048)	(118, 5.179281998609554)	(120, 5.464402125496525)	(122, 5.758998599072803)	(124, 6.0704516156079364)	(126, 6.3646550609805095)	(128, 6.67038733366173)	(130, 6.978434105764762)	(132, 7.297092639367801)	(134, 7.62199595442969)	(136, 7.969738575106817)	(138, 8.298834191008213)
ch_2C_CKDL260002520-1A_2372W3LT4_L5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.006113772057616188)	(4, 0.007161847267493249)	(5, 0.007249186868316337)	(6, 0.007860564074077956)	(7, 0.008122582876547222)	(8, 0.008297262078193398)	(9, 0.008908639283955017)	(10, 0.00925799768724737)	(12, 0.009476346689305092)	(14, 0.009607356090539724)	(16, 0.009694695691362812)	(18, 0.009694695691362812)	(20, 0.0097820352921859)	(22, 0.010044054094655166)	(24, 0.010480752098770607)	(26, 0.010830110502062961)	(28, 0.011485157508236124)	(30, 0.01227121391564392)	(32, 0.012664242119347817)	(34, 0.012882591121405539)	(36, 0.013188279724286349)	(38, 0.013231949524697893)	(40, 0.013450298526755613)	(42, 0.013799656930047966)	(44, 0.014280024734574953)	(46, 0.014891401940336571)	(48, 0.015764797948567458)	(50, 0.017118561761325327)	(52, 0.01777360876749849)	(54, 0.018384985973260107)	(56, 0.01965141018519489)	(58, 0.02109251359877585)	(60, 0.0214418720020682)	(62, 0.02240260761112217)	(64, 0.02257728681276835)	(66, 0.023101324417706882)	(68, 0.02349435262141078)	(70, 0.023887380825114678)	(72, 0.02423673922840703)	(74, 0.024891786234580195)	(76, 0.025459493639930268)	(78, 0.026813257452688137)	(80, 0.028036011864211376)	(82, 0.029913813281907776)	(84, 0.03187895430042727)	(86, 0.034848500728412266)	(88, 0.037250339751047204)	(90, 0.040394565380678385)	(92, 0.043320442008251844)	(94, 0.0482114596543448)	(96, 0.05318981690126083)	(98, 0.05864854195270386)	(100, 0.06375790860085453)	(102, 0.07214251027987101)	(104, 0.08402069599181104)	(106, 0.09856273952885526)	(108, 0.11179468905355315)	(110, 0.12760315680253215)	(112, 0.14638117097949616)	(114, 0.17144763641572253)	(116, 0.20088108189310333)	(118, 0.23358976240134993)	(120, 0.2703160645474586)	(122, 0.31311246895077194)	(124, 0.36473017303721716)	(126, 0.42010347995905517)	(128, 0.4786210125105244)	(130, 0.54438773193031)	(132, 0.6236920894776743)	(134, 0.7132588501217514)	(136, 0.8093760808275602)	(138, 0.8971960494551756)
ch_2C_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0001746792016461768)	(3, 0.0002620188024692652)	(4, 0.0005240376049385304)	(5, 0.0006113772057616188)	(6, 0.0006987168065847072)	(7, 0.0006987168065847072)	(8, 0.000873396008230884)	(9, 0.0012227544115232375)	(10, 0.0015721128148155912)	(12, 0.002620188024692652)	(14, 0.003973951837450522)	(16, 0.00519670624897376)	(18, 0.007030837866258616)	(20, 0.009170658086424283)	(22, 0.012838921320993995)	(24, 0.016201495952682898)	(26, 0.01973874978601798)	(28, 0.023363343220176146)	(30, 0.029258766275734614)	(32, 0.03912814116874361)	(34, 0.05231642089302995)	(36, 0.06078836217286952)	(38, 0.07030837866258616)	(40, 0.0858548276090959)	(42, 0.10834477482104116)	(44, 0.13402261746302913)	(46, 0.1592637621009017)	(48, 0.18699408536223225)	(50, 0.22245396329640615)	(52, 0.26804523492605825)	(54, 0.3178724771956302)	(56, 0.3711933034981257)	(58, 0.43010386425329883)	(60, 0.502028025531112)	(62, 0.5863107403253924)	(64, 0.6773622741834621)	(66, 0.7621253567822693)	(68, 0.8449669681629688)	(70, 0.9346647382082804)	(72, 1.0310439877165587)	(74, 1.1335806790828644)	(76, 1.2452880285355943)	(78, 1.3578251041961438)	(80, 1.4795328379431174)	(82, 1.598751393066633)	(84, 1.7385820939843977)	(86, 1.8890245564021675)	(88, 2.044489045867265)	(90, 2.1975080265093156)	(92, 2.3700037381349155)	(94, 2.5455126659889116)	(96, 2.739275570414933)	(98, 2.9377548132854017)	(100, 3.145055355839002)	(102, 3.3398663354749005)	(104, 3.548870000244551)	(106, 3.7663019364936297)	(108, 3.987445805777689)	(110, 4.211384542288088)	(112, 4.438773193030999)	(114, 4.685769584158693)	(116, 4.9265211938275355)	(118, 5.198627720191868)	(120, 5.484402894085013)	(122, 5.7810955180810435)	(124, 6.0938586286285235)	(126, 6.391774007036078)	(128, 6.697462609916888)	(130, 7.004068278606339)	(132, 7.320543322188801)	(134, 7.648547193079908)	(136, 8.002054227411358)	(138, 8.330451126506173)
ch_2C_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.1602681675103672)	(2, 0.16210229912765206)	(3, 0.16358707234164457)	(4, 0.16437312874905236)	(5, 0.16620726036633723)	(6, 0.16699331677374502)	(7, 0.1678667127819759)	(8, 0.16882744839102987)	(9, 0.16970084439926075)	(10, 0.17157864581695714)	(12, 0.17345644723465356)	(14, 0.17432984324288445)	(16, 0.17524690905152687)	(18, 0.17598929565852311)	(20, 0.17642599366263856)	(22, 0.17703737086840018)	(24, 0.17791076687663104)	(26, 0.17887150248568504)	(28, 0.17922086088897737)	(30, 0.17961388909268128)	(32, 0.17983223809473903)	(34, 0.18000691729638518)	(36, 0.18074930390338145)	(38, 0.1813170113087315)	(40, 0.18175370931284696)	(42, 0.1821904073169624)	(44, 0.1825834355206663)	(46, 0.1835878409301318)	(48, 0.18411187853507036)	(50, 0.18454857653918577)	(52, 0.18476692554124352)	(54, 0.18520362354535896)	(56, 0.1856403215494744)	(58, 0.1859460101523552)	(60, 0.18660105715852837)	(62, 0.18690674576140917)	(64, 0.18716876456387843)	(66, 0.18747445316675926)	(68, 0.18778014176964006)	(70, 0.18860986797745938)	(72, 0.18887188677992867)	(74, 0.18943959418527873)	(76, 0.190181980792275)	(78, 0.19070601839721352)	(80, 0.19162308420585594)	(82, 0.19319519702067153)	(84, 0.19433061183137168)	(86, 0.1958153850453642)	(88, 0.19904695027581845)	(90, 0.20127411009680723)	(92, 0.20341393031697289)	(94, 0.2059031089404309)	(96, 0.20939669297335445)	(98, 0.21402569181697811)	(100, 0.21804331345484018)	(102, 0.22241029349599462)	(104, 0.22721397154126446)	(106, 0.23446315840958082)	(108, 0.24625400452069773)	(110, 0.2597479728478649)	(112, 0.26931165913799304)	(114, 0.2804911280433484)	(116, 0.2979590482079661)	(118, 0.32197743843431537)	(120, 0.3491837240907074)	(122, 0.3753856043376339)	(124, 0.4049063894158378)	(126, 0.44316113457635053)	(128, 0.49071754722452215)	(130, 0.5428156191154945)	(132, 0.5988439730435056)	(134, 0.6603310520229598)	(136, 0.7355741181320505)	(138, 0.822913718955139)
ch_2C_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 2.9885376630292952e-05)	(2, 4.316776624375649e-05)	(3, 0.00013282389613463534)	(4, 0.00030217436370629544)	(5, 0.0003287391429332225)	(6, 0.00043499825984093075)	(7, 0.0004715248312779555)	(8, 0.0005645015585722002)	(9, 0.0008500729352616662)	(10, 0.0011306634158460833)	(12, 0.0029569919876973193)	(14, 0.004990857897258923)	(16, 0.006232761326117764)	(18, 0.0075742826770775805)	(20, 0.009926925937362309)	(22, 0.012706265963979554)	(24, 0.015694803627008848)	(26, 0.01798103493922626)	(28, 0.02060596718658699)	(30, 0.025796060928047867)	(32, 0.03541583160559883)	(34, 0.04540916949102846)	(36, 0.05230106940171435)	(38, 0.06048302140360789)	(40, 0.07283564374412897)	(42, 0.09143763039778466)	(44, 0.11337515714312137)	(46, 0.13511344804425612)	(48, 0.16018727903707192)	(50, 0.19092272860262655)	(52, 0.22994140839087734)	(54, 0.27322041464764657)	(56, 0.3212047074249853)	(58, 0.37600618667143415)	(60, 0.4387887217768729)	(62, 0.5154546746257844)	(64, 0.5977573415669095)	(66, 0.6711226205968754)	(68, 0.7454641552634308)	(70, 0.8270777982433575)	(72, 0.9147033828220781)	(74, 1.0075871333890285)	(76, 1.1070655903990638)	(78, 1.2112360515400549)	(80, 1.3182638867466423)	(82, 1.4313667549026876)	(84, 1.5576108872825536)	(86, 1.6940675169764712)	(88, 1.8323106280733996)	(90, 1.9747028256258337)	(92, 2.1299540366228022)	(94, 2.290632764075572)	(96, 2.469594700831275)	(98, 2.6490331433143606)	(100, 2.831480047044896)	(102, 3.014327082762536)	(104, 3.2016386616890027)	(106, 3.398503599344952)	(108, 3.6029278769896647)	(110, 3.8113385318171176)	(112, 4.026121413061629)	(114, 4.250851143827925)	(116, 4.47007698439814)	(118, 4.728090723237072)	(120, 4.9920101445578915)	(122, 5.256646814917837)	(124, 5.538945742866286)	(126, 5.81877414634663)	(128, 6.104282431685433)	(130, 6.391457656920725)	(132, 6.688162996703676)	(134, 6.989223299981142)	(136, 7.309161199496744)	(138, 7.623219981309685)
ch_2C_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.007212337560110699)	(4, 0.008012601534321878)	(5, 0.008142104833053146)	(6, 0.00865679743057486)	(7, 0.008846071482566715)	(8, 0.009058589716382131)	(9, 0.00969614441782838)	(10, 0.010109558794547432)	(12, 0.010514671677758072)	(14, 0.01073383110638022)	(16, 0.010923105158372075)	(18, 0.011077512937628587)	(20, 0.011273428184427175)	(22, 0.01155235836630991)	(24, 0.011979055132642425)	(26, 0.012500388924970868)	(28, 0.013255824834236608)	(30, 0.014197214198090835)	(32, 0.014811524717713524)	(34, 0.01511369908141982)	(36, 0.01558190331529441)	(38, 0.016227759510249073)	(40, 0.016858673016888592)	(42, 0.018241701835390485)	(44, 0.019116679251177392)	(46, 0.020343639991721087)	(48, 0.02158222282317656)	(50, 0.023244181823561187)	(52, 0.02418889178481878)	(54, 0.025429134914975934)	(56, 0.02754767605832337)	(58, 0.031211955292937625)	(60, 0.03204044434507741)	(62, 0.03357622064413414)	(64, 0.034074310254639015)	(66, 0.03468197957945497)	(68, 0.03537764473546012)	(70, 0.036000256748591225)	(72, 0.03682708550202933)	(74, 0.037740249787954955)	(76, 0.0387762761778051)	(78, 0.04008293125602958)	(80, 0.041768134438237764)	(82, 0.04401285828291311)	(84, 0.04715082282909387)	(86, 0.05080181967409465)	(88, 0.053690739415022976)	(90, 0.05731185088339347)	(92, 0.06206694636501342)	(94, 0.06760902343123107)	(96, 0.07316936378316724)	(98, 0.07874464682341857)	(100, 0.08531444878597796)	(102, 0.09488275020377676)	(104, 0.10868979420697211)	(106, 0.12424513274303958)	(108, 0.13937211421407286)	(110, 0.15770347217935424)	(112, 0.17905491348299685)	(114, 0.20463347528112424)	(116, 0.23390122079439118)	(118, 0.2670806300488231)	(120, 0.30545179334341754)	(122, 0.3463034428983264)	(124, 0.3944272007666064)	(126, 0.448831868623353)	(128, 0.5082058104942367)	(130, 0.5771414125881125)	(132, 0.6546524574761806)	(134, 0.7404268090025248)	(136, 0.8296811466075964)	(138, 0.9135943032893539)
ch_2C_CKDL260002520-1A_23757VLT4_L4_2 - illumina_universal_adapter	(1, 2.6564779226927068e-05)	(2, 3.3205974033658835e-05)	(3, 0.00013282389613463534)	(4, 0.00027560958447936834)	(5, 0.0003054949611096613)	(6, 0.0004051128832106378)	(7, 0.00043499825984093075)	(8, 0.0005180131949250778)	(9, 0.0008002639742111779)	(10, 0.0010775338573922294)	(12, 0.002457242078490754)	(14, 0.004061090624316475)	(16, 0.005377707494751048)	(18, 0.006823827663916891)	(20, 0.009296012430722792)	(22, 0.012336019353504257)	(24, 0.015704765419218947)	(26, 0.019217957471980053)	(28, 0.02306652986248111)	(30, 0.028960590253455556)	(32, 0.038920722164851526)	(34, 0.04931419203738674)	(36, 0.05645347645462339)	(38, 0.06487451146955928)	(40, 0.07743467114779073)	(42, 0.09616782139887936)	(44, 0.11830956488452307)	(46, 0.14008438235709486)	(48, 0.16525119007720487)	(50, 0.19618919608436483)	(52, 0.23539216902850246)	(54, 0.2789550863632595)	(56, 0.32726479768612804)	(58, 0.38270549193272485)	(60, 0.4460990169603829)	(62, 0.5231484988093833)	(64, 0.6060571747766226)	(66, 0.6795220717286894)	(68, 0.7540777849277619)	(70, 0.835993602271395)	(72, 0.9242301767723349)	(74, 1.017691711287471)	(76, 1.117517170726158)	(78, 1.2219831650360486)	(80, 1.3289811148660058)	(82, 1.4422300893077993)	(84, 1.5687265870903209)	(86, 1.7056979093817601)	(88, 1.8443594157515129)	(90, 1.9865324538753248)	(92, 2.1420742171450877)	(94, 2.3031896031564005)	(96, 2.4823607375485155)	(98, 2.6634843832138086)	(100, 2.8484698836592175)	(102, 3.032469166675826)	(104, 3.2206075743557303)	(106, 3.418423863167744)	(108, 3.6235238823840414)	(110, 3.8329705636013447)	(112, 4.049378877274805)	(114, 4.275906711535022)	(116, 4.495773427404087)	(118, 4.75430019854184)	(120, 5.019469824785025)	(122, 5.285531031431015)	(124, 5.569299323730453)	(126, 5.850162093301947)	(128, 6.13553257384851)	(130, 6.422656329824049)	(132, 6.719964358035711)	(134, 7.0229987564694785)	(136, 7.348513599324033)	(138, 7.663915562786636)
ch_2C_CKDL260002520-1A_23757VLT4_L4_2 - polyg	(1, 0.1375889534084654)	(2, 0.13976394470767003)	(3, 0.14061069704552834)	(4, 0.14170317359123571)	(5, 0.1425897730979344)	(6, 0.14347969320203646)	(7, 0.1444393458516092)	(8, 0.1455617077739469)	(9, 0.1469796028651841)	(10, 0.14895369802148511)	(12, 0.1512432499311059)	(14, 0.15234070737291833)	(16, 0.15327047464586077)	(18, 0.15402425025642483)	(20, 0.15476972437348047)	(22, 0.15564968268537244)	(24, 0.15634202724397422)	(26, 0.15708418076362649)	(28, 0.15747601125722366)	(30, 0.15779146801054345)	(32, 0.1581268483482834)	(34, 0.15844064480290146)	(36, 0.15883413559520032)	(38, 0.15927909564725135)	(40, 0.15980541033568485)	(42, 0.16016237455654667)	(44, 0.16052099907611017)	(46, 0.16092279136191745)	(48, 0.16138269410228362)	(50, 0.16183097475173802)	(52, 0.16229585838820926)	(54, 0.16286202024548313)	(56, 0.1633219229858493)	(58, 0.1637154137781482)	(60, 0.1640923015834302)	(62, 0.1644841320770274)	(64, 0.16493573332388511)	(66, 0.1653358653109907)	(68, 0.16570279132406265)	(70, 0.16614111018130695)	(72, 0.16652962007750075)	(74, 0.16705427446723256)	(76, 0.16769016886997712)	(78, 0.1684057576104025)	(80, 0.1692591511430675)	(82, 0.17018891841600997)	(84, 0.17132622302666278)	(86, 0.1726245766113788)	(88, 0.1757808044432781)	(90, 0.1779225897684491)	(92, 0.1800826383793386)	(94, 0.18242199925000988)	(96, 0.18563633753646805)	(98, 0.18965758099194413)	(100, 0.19363897727857982)	(102, 0.19804707033154803)	(104, 0.20305619151452547)	(106, 0.21036980729543883)	(108, 0.2216050486097273)	(110, 0.23261947019669194)	(112, 0.24103552431552278)	(114, 0.2508379278502589)	(116, 0.2653389767107577)	(118, 0.2860877295856894)	(120, 0.30948299859110373)	(122, 0.33301441209005606)	(124, 0.3600855824209964)	(126, 0.3943607888185391)	(128, 0.4362252205814745)	(130, 0.4821075752024826)	(132, 0.533643246902721)	(134, 0.5921538334487296)	(136, 0.6601978551398017)	(138, 0.7397626895218516)
ch_2D_CKDL260002520-1A_2372W3LT4_L5_1 - illumina_universal_adapter	(1, 0.0002349527451291359)	(2, 0.0004699054902582718)	(3, 0.0009398109805165436)	(4, 0.0009398109805165436)	(5, 0.0009398109805165436)	(6, 0.0011747637256456795)	(7, 0.0014097164707748155)	(8, 0.0015271928433393833)	(9, 0.0017621455884685193)	(10, 0.0018796219610330873)	(12, 0.0032893384318079025)	(14, 0.004699054902582718)	(16, 0.0058738186282283975)	(18, 0.007929655148108335)	(20, 0.010455397158246548)	(22, 0.012746186423255621)	(24, 0.015036975688264698)	(26, 0.016446692159039513)	(28, 0.019148648728024575)	(30, 0.024493823679712416)	(32, 0.0333632898083373)	(34, 0.041116730397598784)	(36, 0.04640316716300434)	(38, 0.05421534593854811)	(40, 0.06472948128307694)	(42, 0.07941402785364793)	(44, 0.09703548373833312)	(46, 0.11389334320134864)	(48, 0.13615511580233425)	(50, 0.16264603781564432)	(52, 0.19348358561384343)	(54, 0.2327794322366914)	(56, 0.2715466351829988)	(58, 0.31618765675753463)	(60, 0.36452918406785434)	(62, 0.4317256691747872)	(64, 0.5027988745763508)	(66, 0.5661773775749352)	(68, 0.6234471092001621)	(70, 0.6860032775907945)	(72, 0.7557842428941479)	(74, 0.8363730344734415)	(76, 0.9240104084066092)	(78, 1.0146434298401734)	(80, 1.1106216262254254)	(82, 1.21000663741505)	(84, 1.3162640163997015)	(86, 1.4370884655823597)	(88, 1.5590289403043813)	(90, 1.682261655124613)	(92, 1.820590083819392)	(94, 1.9623840655048252)	(96, 2.1271446780266317)	(98, 2.2890271194206067)	(100, 2.4523780154716386)	(102, 2.616786198875751)	(104, 2.7832502187997443)	(106, 2.9649274289708485)	(108, 3.1525959341427456)	(110, 3.340029486569514)	(112, 3.5408553454686427)	(114, 3.7530176743202524)	(116, 3.9640052394462164)	(118, 4.208238618007954)	(120, 4.465218182992945)	(122, 4.71890840954613)	(124, 4.999089558112624)	(126, 5.273220673492044)	(128, 5.550817341862118)	(130, 5.8349926870958075)	(132, 6.130152073164284)	(134, 6.437587740165759)	(136, 6.766169154228856)	(138, 7.076659206917009)
ch_2D_CKDL260002520-1A_2372W3LT4_L5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0016446692159039513)	(4, 0.0019970983335976552)	(5, 0.0022320510787267912)	(6, 0.002467003823855927)	(7, 0.002467003823855927)	(8, 0.002584480196420495)	(9, 0.0036417675495016063)	(10, 0.0038767202946307427)	(12, 0.004229149412324446)	(14, 0.004229149412324446)	(16, 0.004405363971171299)	(18, 0.004640316716300434)	(20, 0.004699054902582718)	(22, 0.004934007647711854)	(24, 0.00516896039284099)	(26, 0.005638865883099262)	(28, 0.006050033187075249)	(30, 0.0063437241184866695)	(32, 0.006931105981309509)	(34, 0.007107320540156361)	(36, 0.0073422732852854965)	(38, 0.007401011471567781)	(40, 0.007694702402979201)	(42, 0.008634513383495744)	(44, 0.008986942501189449)	(46, 0.009515586177730004)	(48, 0.010396658971964264)	(50, 0.011395208138763092)	(52, 0.012158804560432782)	(54, 0.01286366279582019)	(56, 0.014155902894030438)	(58, 0.015389404805958401)	(60, 0.015683095737369823)	(62, 0.016329215786474945)	(64, 0.01656416853160408)	(66, 0.01668164490416865)	(68, 0.01715155039442692)	(70, 0.017503979512120623)	(72, 0.017973885002378898)	(74, 0.019031172355460008)	(76, 0.019324863286871427)	(78, 0.020029721522258834)	(80, 0.021028270689057663)	(82, 0.022496725346114764)	(84, 0.0245525618659947)	(86, 0.02684335113100378)	(88, 0.028311805788060876)	(90, 0.03148366784730421)	(92, 0.03418562441628928)	(94, 0.03741622466181489)	(96, 0.040000704858235384)	(98, 0.042350232309526746)	(100, 0.045698308927616935)	(102, 0.05145465118328076)	(104, 0.061616357410115896)	(106, 0.07066203809758762)	(108, 0.07788683501030855)	(110, 0.08851844672740194)	(112, 0.09920879663077764)	(114, 0.1165365615840514)	(116, 0.13545025756694684)	(118, 0.15835815021703759)	(120, 0.18766850517189732)	(122, 0.21692012194047472)	(124, 0.2506358408665057)	(126, 0.29087149846987026)	(128, 0.33451397087760726)	(130, 0.3815632580897167)	(132, 0.43413393481236084)	(134, 0.5020940163409634)	(136, 0.5764565601743349)	(138, 0.6417146851339525)
ch_2D_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0002349527451291359)	(2, 0.0003524291176937039)	(3, 0.0004699054902582718)	(4, 0.0004699054902582718)	(5, 0.0004699054902582718)	(6, 0.0007048582353874077)	(7, 0.0009398109805165436)	(8, 0.0010572873530811115)	(9, 0.0012922400982102475)	(10, 0.0014097164707748155)	(12, 0.002055836519879939)	(14, 0.002819432941549631)	(16, 0.0039941966671953105)	(18, 0.005991295000792965)	(20, 0.008634513383495745)	(22, 0.011042779021069388)	(24, 0.013979688335183586)	(26, 0.015683095737369823)	(28, 0.018796219610330872)	(30, 0.024141394562018713)	(32, 0.03342202799461958)	(34, 0.041880326819268475)	(36, 0.04699054902582718)	(38, 0.05492020417393552)	(40, 0.06578676863615805)	(42, 0.0802363624615999)	(44, 0.0979165565325674)	(46, 0.11506810692699432)	(48, 0.13756483227310906)	(50, 0.16470187433552425)	(52, 0.19624428036911076)	(54, 0.23483526875657135)	(56, 0.2742485917519839)	(58, 0.3190070896990843)	(60, 0.36793599887222683)	(62, 0.43665967682249907)	(64, 0.507791620410345)	(66, 0.5719337198305992)	(68, 0.6289097605244145)	(70, 0.6914071907287647)	(72, 0.7617755378949409)	(74, 0.8429517113370573)	(76, 0.9319400635547175)	(78, 1.0223968704294348)	(80, 1.1197260450991795)	(82, 1.2194047472202154)	(84, 1.3251334825283263)	(86, 1.448307459162276)	(88, 1.5693668610900633)	(90, 1.693598125077094)	(92, 1.8334537466152119)	(94, 1.9749540373692342)	(96, 2.1410068899892507)	(98, 2.3037116659911776)	(100, 2.469705780424912)	(102, 2.6356411566723645)	(104, 2.804924609537907)	(106, 2.9880115361797857)	(108, 3.176913543263611)	(110, 3.3658155503474365)	(112, 3.568109863903622)	(114, 3.7837377457458867)	(116, 3.9963112419014726)	(118, 4.240897049580903)	(120, 4.500402356576034)	(122, 4.758204256168979)	(124, 5.039501430274836)	(126, 5.31633450222324)	(128, 5.5947535052012665)	(130, 5.878341468572133)	(132, 6.173970760130869)	(134, 6.482816143603118)	(136, 6.817506329039572)	(138, 7.134868749522752)
ch_2D_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.12123561648663413)	(2, 0.12558224227152315)	(3, 0.12663952962460426)	(4, 0.1275793406051208)	(5, 0.12851915158563734)	(6, 0.12910653344846018)	(7, 0.1301638208015413)	(8, 0.1308686790369287)	(9, 0.13204344276257438)	(10, 0.1335118974196315)	(12, 0.13545025756694684)	(14, 0.13639006854746338)	(16, 0.1375060940868268)	(18, 0.1381522141359319)	(20, 0.13844590506734333)	(22, 0.13868085781247247)	(24, 0.1389158105576016)	(26, 0.13944445423414215)	(28, 0.1399730979106827)	(30, 0.14032552702837642)	(32, 0.14061921795978785)	(34, 0.14091290889119928)	(36, 0.14144155256773983)	(38, 0.14202893443056266)	(40, 0.1423226253619741)	(42, 0.14255757810710323)	(44, 0.14285126903851464)	(46, 0.1433211745287729)	(48, 0.14402603276416032)	(50, 0.14461341462698316)	(52, 0.14496584374467686)	(54, 0.14537701104865286)	(56, 0.1454944874212174)	(58, 0.14602313109775797)	(60, 0.1462580838428871)	(62, 0.14684546570570994)	(64, 0.14708041845083908)	(66, 0.14713915663712135)	(68, 0.14749158575481508)	(70, 0.14784401487250876)	(72, 0.1481964439902025)	(74, 0.14860761129417846)	(76, 0.14901877859815443)	(78, 0.15095713874546982)	(80, 0.1521319024711155)	(82, 0.15330666619676117)	(84, 0.15448142992240685)	(86, 0.1554212409029234)	(88, 0.15782950654049704)	(90, 0.15941543757011872)	(92, 0.16176496502141008)	(94, 0.1641732306589837)	(96, 0.16775626002220304)	(98, 0.17092812208144637)	(100, 0.17368881683671372)	(102, 0.17738932257249762)	(104, 0.1815597337985398)	(106, 0.18837336340728472)	(108, 0.19806516414386155)	(110, 0.20705210664505103)	(112, 0.2136895216949491)	(114, 0.22308763150011454)	(116, 0.2349527451291359)	(118, 0.25051836449394116)	(120, 0.2682572967511909)	(122, 0.28752342185178004)	(124, 0.31131238729610505)	(126, 0.3395654548978837)	(128, 0.37375107931417295)	(130, 0.41445664240779573)	(132, 0.4566893983447579)	(134, 0.5027401363900685)	(136, 0.5548996458087367)	(138, 0.6268539240045345)
