UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
19	1
0	0
0	0
0	0
15	10
14	1236
99	1928
3	153
6	1253
9	0
43	50
4	1057
1	342
0	0
1	1144
1899	1641
1	1148
3	604
25	423
0	159
9	875
0	577
7	112
927	6488
4	6399
23	4
3	0
29	244
10	234
0	97
2	59
0	51
0	6
0	0
0	0
0	0
0	0
0	0
1	1579
27	2565
36	361
1	1697
0	319
1	53
13	2117
0	647
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	85
0	185
22	3
0	2
0	1
33	2130
0	183
0	28
2	945
0	1671
7	347
0	611
67	9
0	102
0	1
0	39
1	96
8	2
0	138
0	0
1	0
2	0
8	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	14
0	0
0	0
0	0
0	0
3	0
321	1191
9	142
3	9
0	808
2	0
0	294
44	2
0	54
13	1112
0	1065
64	66
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	2
0	0
0	0
0	0
0	0
0	0
5	8
1	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
1548	2
3	40
4	38
0	2
0	5
0	39
1	1
0	1
20	799
0	2
0	2
1	0
1	1
0	0
517	374
23	372
0	33
1	40
0	126
2095	2
3	31
0	31
0	0
0	0
0	0
0	0
0	0
0	0
1	66
0	63
0	71
0	0
0	55
0	61
6	0
0	0
0	66
0	0
0	2
0	61
0	352
0	1
2	6
0	0
0	0
0	0
0	0
0	0
0	0
85	708
1	469
0	172
0	142
6	466
26	509
2	380
0	140
0	153
2	191
0	115
0	121
0	396
0	4
2	284
0	130
1	343
0	233
1	16
0	133
0	394
5	149
0	0
57	101
0	101
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
225	3585
0	1302
27	2127
0	1065
26	2511
9	760
6	825
1	2
0	3
106	357
8	30
0	25
0	81
0	1
11	107
2	112
0	35
0	92
0	27
0	17
0	296
0	19
0	0
37	0
0	19
0	13
1	5
0	8
0	0
0	6
1	65
2	0
0	12
0	1
0	27
1335	2250
0	163
0	168
4	64
0	3
0	0
4	1852
0	0
0	54
0	221
0	0
