UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
0	0
0	0
0	0
0	0
31	2
0	0
0	0
0	0
32	15
4	1129
57	1811
5	160
3	1207
7	0
39	58
1	1003
0	303
0	0
1	1130
1587	1566
0	1137
6	632
18	462
0	277
5	840
0	608
13	158
847	5988
2	5924
42	14
2	0
14	187
1	179
1	58
0	28
0	30
0	8
0	0
0	0
0	0
0	0
0	0
1	1521
22	2445
28	337
4	1612
5	342
0	70
17	2072
0	652
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	58
0	151
22	3
1	2
0	1
38	1809
0	135
0	20
1	829
2	1464
5	313
0	573
64	10
0	83
0	3
0	32
5	94
4	7
0	103
0	0
5	0
0	0
11	2
0	1
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
13	18
0	0
0	0
0	0
0	0
5	0
324	1232
11	217
3	8
0	768
0	0
0	314
19	0
5	75
7	1097
0	1047
157	139
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1
0	0
0	0
0	0
0	0
0	0
18	5
1	0
0	0
0	0
0	0
0	0
0	0
1	8
0	0
0	0
0	0
18	0
0	0
0	0
0	0
0	0
1556	0
1	35
6	33
0	2
0	3
0	29
0	0
0	0
20	1242
0	0
2	0
0	0
0	0
0	0
246	252
11	252
0	22
0	21
0	79
1510	2
7	12
0	11
1	0
0	0
0	2
1	0
0	2
0	2
1	48
0	46
0	50
0	2
2	38
0	42
4	1
0	0
0	48
0	2
0	6
0	42
0	402
0	1
1	4
0	0
0	0
0	0
0	0
0	0
0	0
20	777
0	532
0	298
0	97
0	395
3	581
1	312
0	245
0	253
0	127
0	97
1	75
0	319
1	6
1	278
0	99
0	300
0	160
2	27
0	98
0	326
4	199
0	0
56	76
0	76
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
128	3572
0	1331
19	2263
0	1068
14	2497
8	754
9	957
0	0
0	10
55	301
3	30
0	28
0	112
0	16
13	151
8	185
0	60
0	133
0	33
0	24
1	257
0	22
0	0
30	1
2	12
0	10
2	9
0	11
0	0
0	2
0	57
2	0
0	12
0	7
0	27
1093	2104
0	117
0	158
7	64
1	4
0	0
6	1761
0	0
0	52
0	215
0	1
