UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	1
0	0
0	0
0	0
15	9
13	1169
74	1846
4	191
3	1212
7	0
36	46
3	967
1	299
0	0
0	1137
1759	1637
0	1144
7	621
16	455
0	187
3	911
0	585
11	142
898	6394
1	6312
33	8
1	0
27	200
0	195
0	83
0	55
0	37
0	5
0	0
0	0
0	0
0	0
0	0
0	1606
43	2573
30	387
1	1734
2	317
1	55
14	2120
0	668
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	72
0	156
21	8
0	4
0	4
23	1889
4	160
0	19
2	822
1	1516
9	331
0	588
73	14
0	117
0	1
0	43
2	99
4	3
0	136
1	0
4	0
0	0
9	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	9
0	0
0	0
0	0
0	0
10	0
382	1455
17	202
5	8
0	965
2	0
6	320
32	0
2	54
6	1343
3	1261
112	107
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
13	2
1	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
1630	0
0	36
5	34
0	2
0	3
0	31
0	0
0	0
15	857
2	0
0	0
0	0
2	0
0	0
277	265
15	265
0	23
3	28
0	79
1718	0
4	26
0	26
1	1
0	0
0	0
0	0
0	0
0	0
0	60
1	61
1	64
0	0
0	53
0	53
5	0
0	0
0	60
0	0
0	4
0	55
0	397
0	0
0	12
0	0
0	0
0	0
0	0
0	0
0	0
60	756
1	542
0	238
0	103
2	388
9	589
3	305
0	188
0	198
0	139
0	115
2	83
1	315
0	2
3	249
0	128
0	294
0	191
1	25
0	107
0	318
6	147
0	0
58	82
0	82
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	1
0	0
161	3654
0	1288
28	2271
0	1062
23	2572
10	732
1	971
1	0
0	5
70	358
5	33
0	28
0	131
0	7
9	159
6	158
0	43
0	143
0	31
0	24
3	286
0	30
0	0
23	7
0	30
0	17
1	9
0	8
0	0
0	2
3	61
0	4
1	7
0	2
0	38
1200	2413
0	138
0	154
5	72
1	3
0	0
11	2046
0	0
1	48
0	229
0	2
0	2
