Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
D7_1 - polya	(1, 0.0005966716535061794)	(2, 0.0018287878477499867)	(3, 0.003353854745520294)	(4, 0.0054712851982155085)	(5, 0.007698572164733159)	(6, 0.009555362653261415)	(7, 0.011929124971542316)	(8, 0.015394990280175684)	(9, 0.02145217688544419)	(10, 0.028849182149488305)	(12, 0.03499468477567289)	(14, 0.04203519488211674)	(16, 0.04836486872265071)	(18, 0.05416356941304289)	(20, 0.06021321684579417)	(22, 0.0665945878693034)	(24, 0.07409821857323401)	(26, 0.08138213624951973)	(28, 0.08807907549410714)	(30, 0.09518528410391539)	(32, 0.1013738677159127)	(34, 0.1072522682300584)	(36, 0.11319852129685916)	(38, 0.1206504548178145)	(40, 0.12747879106913068)	(42, 0.13366522063183736)	(44, 0.1396879424484557)	(46, 0.14614470519713718)	(48, 0.15146412992036284)	(50, 0.15690095032992818)	(52, 0.16252840410171482)	(54, 0.16872991200945592)	(56, 0.17424966331671077)	(58, 0.18022068795035381)	(60, 0.18535809550852073)	(62, 0.19054612322501763)	(64, 0.1960109462753612)	(66, 0.20168902020547777)	(68, 0.20765681376518488)	(70, 0.2145271539776685)	(72, 0.22144596029919142)	(74, 0.22783379347057253)	(76, 0.23286242153956235)	(78, 0.23812476395658616)	(80, 0.24434350425865237)	(82, 0.25065056058163465)	(84, 0.25670559313761254)	(86, 0.2629092550946443)	(88, 0.2696966644094384)	(90, 0.27614157988702137)	(92, 0.2820716775841424)	(94, 0.28738894825807737)	(96, 0.29207508248985614)	(98, 0.297168332037565)	(100, 0.30177045834700883)	(102, 0.30663107057132905)	(104, 0.31145829503164435)	(106, 0.3159387175561673)	(108, 0.32060438831968496)	(110, 0.32578810793760055)	(112, 0.33239242306269057)	(114, 0.3380554186477727)	(116, 0.3436020955711605)	(118, 0.3486791897491896)	(120, 0.3533954806710372)	(122, 0.35745909465782205)	(124, 0.36180488910168024)	(126, 0.36667734859709894)	(128, 0.37133117208951805)	(130, 0.3767173723407534)	(132, 0.38130765137909883)	(134, 0.38694802944662926)	(136, 0.3920585113886632)	(138, 0.39641723012826524)
D7_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005540214775515861)	(4, 0.0062639753371695655)	(5, 0.0064944586112676205)	(6, 0.00670124734316868)	(7, 0.006931730617266734)	(8, 0.007209602975758782)	(9, 0.007528402270772914)	(10, 0.008008755262584748)	(12, 0.008535420314145257)	(14, 0.009061008341060446)	(16, 0.00967706643818235)	(18, 0.010212347686905402)	(20, 0.010666852087229605)	(22, 0.011139665906524213)	(24, 0.011649098563759633)	(26, 0.012279157981270671)	(28, 0.013489733682608118)	(30, 0.014427822148680106)	(32, 0.015036341073284784)	(34, 0.015606087110658015)	(36, 0.01616075480299679)	(38, 0.016761734555084243)	(40, 0.017330403567812153)	(42, 0.018001389921845273)	(44, 0.018608831821804638)	(46, 0.01919904132743891)	(48, 0.02009835690627945)	(50, 0.021012750830154442)	(52, 0.021665427765217155)	(54, 0.022283639911629696)	(56, 0.022873849417263968)	(58, 0.02356206816562218)	(60, 0.024355835329221556)	(62, 0.025424243777377023)	(64, 0.026305249937247158)	(66, 0.02708393875581208)	(68, 0.028018796147948118)	(70, 0.03420737975994542)	(72, 0.05510488895305084)	(74, 0.05803978111154243)	(76, 0.06023475733870054)	(78, 0.062343571594233205)	(80, 0.0647464135779377)	(82, 0.06767592061320268)	(84, 0.07084345009508297)	(86, 0.07443101918863726)	(88, 0.07814136909175783)	(90, 0.08176771107254358)	(92, 0.08517218597639381)	(94, 0.08824709133877674)	(96, 0.0910850512791897)	(98, 0.09338449889694367)	(100, 0.09527467714947678)	(102, 0.09714223788445822)	(104, 0.09925536023857215)	(106, 0.1014578756382475)	(108, 0.10360653980565693)	(110, 0.10636910802089763)	(112, 0.11027655343411139)	(114, 0.11578768854420367)	(116, 0.12202689231453091)	(118, 0.1287690665942217)	(120, 0.1373572611159875)	(122, 0.1488911180426981)	(124, 0.16424518138635175)	(126, 0.1821388688436652)	(128, 0.20122051448476444)	(130, 0.223561236702596)	(132, 0.25257520362281793)	(134, 0.2908785081089078)	(136, 0.33609846486722994)	(138, 0.38210034151805283)
D7_1_val_1 - polya	(1, 0.0005973331898008528)	(2, 0.0018308154445520722)	(3, 0.0033575732004329523)	(4, 0.005477351271098072)	(5, 0.0077071076546868155)	(6, 0.00956595678684687)	(7, 0.011940194483492136)	(8, 0.015407745996848712)	(9, 0.021465178957681186)	(10, 0.02886822892369681)	(12, 0.03502054513489476)	(14, 0.042067782912039844)	(16, 0.04840016165518137)	(18, 0.0542031349900337)	(20, 0.06025194220083295)	(22, 0.06662637147538646)	(24, 0.07413077400429247)	(26, 0.0814162981261054)	(28, 0.08810772371437994)	(30, 0.09521318530424928)	(32, 0.10139784807807184)	(34, 0.10726335810066503)	(36, 0.11320110877978652)	(38, 0.12064944393347657)	(40, 0.12745839536595382)	(42, 0.13363551060849727)	(44, 0.13964118906913042)	(46, 0.146086780781458)	(48, 0.1513937734893999)	(50, 0.15681290094777367)	(52, 0.16243257709442)	(54, 0.168620474524505)	(56, 0.17413017235822764)	(58, 0.18008086166239898)	(60, 0.1851980878696099)	(62, 0.19035305173321615)	(64, 0.19580021287919797)	(66, 0.20145007915096053)	(68, 0.20738028229880293)	(70, 0.214230206043938)	(72, 0.22113296250802655)	(74, 0.22749121850126774)	(76, 0.23249846639555505)	(78, 0.2377364531032311)	(80, 0.2439200376582995)	(82, 0.2501866450574377)	(84, 0.25620957501813724)	(86, 0.26237914272940166)	(88, 0.2691352614429254)	(90, 0.27554095906134934)	(92, 0.28143234633404224)	(94, 0.2867361043857216)	(96, 0.29138969652864666)	(98, 0.29644438604811674)	(100, 0.30100201672192217)	(102, 0.30581087236544524)	(104, 0.3105765992588022)	(106, 0.31500053080709267)	(108, 0.31960991598109745)	(110, 0.32475948875093297)	(112, 0.33132260630746324)	(114, 0.3369487517666345)	(116, 0.3424455109753073)	(118, 0.34746569749464445)	(120, 0.35211821141881533)	(122, 0.35612702874675684)	(124, 0.36042373048205717)	(126, 0.3652293514693178)	(128, 0.3698247197995186)	(130, 0.3751511204450352)	(132, 0.3796720916811994)	(134, 0.3852518737339421)	(136, 0.39019119384671774)	(138, 0.3928619417007551)
D7_2 - illumina_universal_adapter	(1, 0.00012708890814752558)	(2, 0.00021109683048233064)	(3, 0.00048681513968374204)	(4, 0.001283813377219072)	(5, 0.0017598582704496338)	(6, 0.0023866866140247176)	(7, 0.0029618177746245367)	(8, 0.0036748080898250618)	(9, 0.004394260552897495)	(10, 0.00604533933417001)	(12, 0.008530035190918666)	(14, 0.011320606046937638)	(16, 0.014189799702064826)	(18, 0.017280860434127524)	(20, 0.019857103385728214)	(22, 0.022076851179728636)	(24, 0.023836709450178274)	(26, 0.02535423717543135)	(28, 0.026557273704251573)	(30, 0.027701073877579308)	(32, 0.029012889895576644)	(34, 0.030536879768701633)	(36, 0.03194347395548695)	(38, 0.03388858046493129)	(40, 0.03675454304612252)	(42, 0.04132328159156154)	(44, 0.04674286960680178)	(46, 0.05233908966387418)	(48, 0.05967147344919921)	(50, 0.06984397122422785)	(52, 0.08363311775823437)	(54, 0.100274225553043)	(56, 0.1175647792089784)	(58, 0.13768898470674545)	(60, 0.1642559516328049)	(62, 0.1995802059499451)	(64, 0.2432158594550044)	(66, 0.2864907097038822)	(68, 0.33089966690427985)	(70, 0.3820421821872057)	(72, 0.4474811226120829)	(74, 0.5296624111484286)	(76, 0.6144317899074735)	(78, 0.6930718214100136)	(80, 0.777074358621592)	(82, 0.8783588332919432)	(84, 1.0038839016544672)	(86, 1.1396859391826153)	(88, 1.267248738174081)	(90, 1.394220250635267)	(92, 1.5413321239638995)	(94, 1.7190745782053765)	(96, 1.9153537036174222)	(98, 2.1058772093248876)	(100, 2.293347350162877)	(102, 2.500311637081123)	(104, 2.742937287030493)	(106, 3.0131692326886546)	(108, 3.2837253627650567)	(110, 3.549060077360957)	(112, 3.8327709864552735)	(114, 4.156992023533936)	(116, 4.520362906469909)	(118, 4.893297768256305)	(120, 5.261109223804924)	(122, 5.6459172052813065)	(124, 6.0767895308379405)	(126, 6.5568721894638)	(128, 7.059731765288844)	(130, 7.562857366201282)	(132, 8.08142534647829)	(134, 8.647967235531699)	(136, 9.275782133681894)	(138, 9.942237445032163)
D7_2 - polya	(1, 0.0008142306318604181)	(2, 0.0027162561554920296)	(3, 0.00369204048415015)	(4, 0.005098634670935475)	(5, 0.006369523752410731)	(6, 0.007487475334250829)	(7, 0.00849557040226849)	(8, 0.010623771101416884)	(9, 0.013042768454801143)	(10, 0.01670357522423707)	(12, 0.019189348105631047)	(14, 0.02246673410133376)	(16, 0.02614800433903073)	(18, 0.029452315950866392)	(20, 0.032889101594076174)	(22, 0.036041552730921994)	(24, 0.03922631460712736)	(26, 0.042129973050904726)	(28, 0.04501316802642105)	(30, 0.048522114320867143)	(32, 0.051813501636958983)	(34, 0.054904562369021685)	(36, 0.058177640266143124)	(38, 0.06227571904157817)	(40, 0.06610561868032902)	(42, 0.06954671242212007)	(44, 0.07307719920947253)	(46, 0.07638581891988946)	(48, 0.07999169743241416)	(50, 0.0837785160853523)	(52, 0.08746517144627586)	(54, 0.09100212038150023)	(56, 0.09419549845486813)	(58, 0.09749873304205847)	(60, 0.10131786243435616)	(62, 0.10484296409848201)	(64, 0.10841006972377527)	(66, 0.11388997111915333)	(68, 0.12096063791566608)	(70, 0.1253322809510119)	(72, 0.12899416474509315)	(74, 0.13262912292304144)	(76, 0.1363879389352013)	(78, 0.1398021070608594)	(80, 0.14339829235157625)	(82, 0.14722065281780988)	(84, 0.15047434427131562)	(86, 0.15387666512587522)	(88, 0.157218672600297)	(90, 0.16087947936973293)	(92, 0.16419994635124835)	(94, 0.1675570321707046)	(96, 0.17129646173924876)	(98, 0.1753223798634475)	(100, 0.17932998856867582)	(102, 0.1831803516756877)	(104, 0.18668498987155252)	(106, 0.19011639039153572)	(108, 0.19341854795408076)	(110, 0.19652253298188727)	(112, 0.19978484063255553)	(114, 0.20302668481496275)	(116, 0.20661856200709833)	(118, 0.21025567423433728)	(120, 0.2139660241374578)	(122, 0.2180490245678584)	(124, 0.22225480580782525)	(126, 0.22655536521658007)	(128, 0.23036264733777925)	(130, 0.23421301044479115)	(132, 0.23822385022395542)	(134, 0.24183188278577078)	(136, 0.24551315302346774)	(138, 0.24890147255763823)
D7_2 - polyg	(1, 0.07398728503476625)	(2, 0.07813167586994996)	(3, 0.07951026741595701)	(4, 0.08016940649889165)	(5, 0.0805614434697874)	(6, 0.08088885896196407)	(7, 0.08141875508746053)	(8, 0.08214466969840488)	(9, 0.08290935719658067)	(10, 0.08408116001068666)	(12, 0.08644522910715971)	(14, 0.0883871045426681)	(16, 0.08920995137169105)	(18, 0.08987232152856162)	(20, 0.09047653235458503)	(22, 0.09104197029337699)	(24, 0.09161925550326744)	(26, 0.09219115558993131)	(28, 0.09275767055336859)	(30, 0.09336726650261859)	(32, 0.09395316790967159)	(34, 0.09452183692239949)	(36, 0.09512389369913227)	(38, 0.09570117890902272)	(40, 0.09631292890756335)	(42, 0.09691713973358676)	(44, 0.09745996015482702)	(46, 0.09804693858652536)	(48, 0.09870392362016933)	(50, 0.09929628717509426)	(52, 0.09986711023711278)	(54, 0.10041854685551561)	(56, 0.10098183074501693)	(58, 0.10157311727529653)	(60, 0.1021342471155072)	(62, 0.10263721762487073)	(64, 0.10318111507075631)	(66, 0.10373793681238573)	(68, 0.10425813971607434)	(70, 0.1048009601373146)	(72, 0.10529746849880621)	(74, 0.10581551735320419)	(76, 0.10639172553844932)	(78, 0.10739335845859507)	(80, 0.1093567743870098)	(82, 0.11154744251558665)	(84, 0.11428954726256631)	(86, 0.11753139144497354)	(88, 0.12110819029207465)	(90, 0.12490901026540192)	(92, 0.12861828314387716)	(94, 0.13245033683191865)	(96, 0.13579342133098576)	(98, 0.13870569597192567)	(100, 0.14116669728647735)	(102, 0.14344029631274366)	(104, 0.14535847720605505)	(106, 0.14725296355716944)	(108, 0.14933054409798788)	(110, 0.15157075536024933)	(112, 0.1537323438234026)	(114, 0.15652937682729348)	(116, 0.16034742919494582)	(118, 0.1659533424738261)	(120, 0.17235625399024168)	(122, 0.17911781471354818)	(124, 0.18790633581934316)	(126, 0.1997773014600383)	(128, 0.21523799024357837)	(130, 0.23349140393242807)	(132, 0.2525418158588131)	(134, 0.2749687000482701)	(136, 0.30436393369293463)	(138, 0.3431766708362599)
D7_2_val_2 - polya	(1, 0.0008108205031231793)	(2, 0.002704172635416135)	(3, 0.003678882389170595)	(4, 0.0050848796445863206)	(5, 0.0063528648994704414)	(6, 0.0074634302162482)	(7, 0.008466173657610643)	(8, 0.010585951728275762)	(9, 0.013003318175087156)	(10, 0.016653088657895616)	(12, 0.019122209604906362)	(14, 0.02238705599248214)	(16, 0.026050843319094595)	(18, 0.029337254081753437)	(20, 0.032755207532418965)	(22, 0.03587125973192161)	(24, 0.03900564165024486)	(26, 0.041875859973800576)	(28, 0.044730983234798155)	(30, 0.04820069118566304)	(32, 0.05145799004195974)	(34, 0.05452660061627965)	(36, 0.057760178659984986)	(38, 0.061829376238159026)	(40, 0.06562686269028647)	(42, 0.0690264864221314)	(44, 0.07250913299804612)	(46, 0.07577829226063851)	(48, 0.07935043099314794)	(50, 0.08308861541379696)	(52, 0.08671897795903066)	(54, 0.09021887603501183)	(56, 0.09337697876592646)	(58, 0.09663643405973146)	(60, 0.10042313832431737)	(62, 0.10390147202521548)	(64, 0.10742509091378802)	(66, 0.11284314015340767)	(68, 0.119856953149174)	(70, 0.12415688954073681)	(72, 0.12776676592964162)	(74, 0.13133674822464275)	(76, 0.13504258608266717)	(78, 0.13838829887680443)	(80, 0.1419108395466228)	(82, 0.14568029231114227)	(84, 0.1488890713235021)	(86, 0.15221753261757293)	(88, 0.15549208297393607)	(90, 0.1590847078627744)	(92, 0.16234092850031695)	(94, 0.1656316521379924)	(96, 0.16931053452716302)	(98, 0.17327622310493834)	(100, 0.17720525224507247)	(102, 0.18098872185339593)	(104, 0.1844401000854402)	(106, 0.18781169012967713)	(108, 0.19104958104839911)	(110, 0.19408261040383196)	(112, 0.19724179135350073)	(114, 0.20040636339694026)	(116, 0.2039396862543002)	(118, 0.20750535567428469)	(120, 0.21112924890699347)	(122, 0.21513375335991833)	(124, 0.21926548762583326)	(126, 0.2234834793920804)	(128, 0.22722166381272946)	(130, 0.23097602151469077)	(132, 0.23491044174859566)	(134, 0.23845346857474295)	(136, 0.24199110430711948)	(138, 0.24416263687798395)
D8_1 - illumina_universal_adapter	(1, 0.00015992764617402854)	(2, 0.0002622813397254068)	(3, 0.0006013279496143473)	(4, 0.0015353054032706738)	(5, 0.002098250717803254)	(6, 0.0028850947369794748)	(7, 0.0035887763801452)	(8, 0.00448437119871976)	(9, 0.005411951546529126)	(10, 0.0075102022643323794)	(12, 0.010436878189317102)	(14, 0.01395528640514573)	(16, 0.017777557148705013)	(18, 0.021670196056580868)	(20, 0.02500308820284762)	(22, 0.027648291470566053)	(24, 0.02967617402405273)	(26, 0.0315089448492071)	(28, 0.03287792550045679)	(30, 0.03405179442337415)	(32, 0.035420775074623836)	(34, 0.03698486745420584)	(36, 0.03827708283529199)	(38, 0.04001709562566542)	(40, 0.042524761117674184)	(42, 0.04671486544743374)	(44, 0.05198608066532971)	(46, 0.057525974328798066)	(48, 0.06469393143031801)	(50, 0.07488771959745061)	(52, 0.0894059513171289)	(54, 0.10541470869914916)	(56, 0.12216233180649344)	(58, 0.1421692803428644)	(60, 0.16916186846411693)	(62, 0.2049440800190941)	(64, 0.24946153960809664)	(66, 0.2940845514435741)	(68, 0.33875234301998025)	(70, 0.3912917733410721)	(72, 0.45829825853506656)	(74, 0.5430727052189956)	(76, 0.6307994162512972)	(78, 0.7109807409371083)	(80, 0.7981573008665712)	(82, 0.9032585513792193)	(84, 1.0333085146950158)	(86, 1.1726310829359825)	(88, 1.303493478694343)	(90, 1.435561728904856)	(92, 1.5878096495096075)	(94, 1.7696601774211718)	(96, 1.9720742020777928)	(98, 2.1677616699363345)	(100, 2.3610470245493413)	(102, 2.574141017417464)	(104, 2.8220448617518255)	(106, 3.098124758789128)	(108, 3.3707406230103)	(110, 3.6399820138972006)	(112, 3.9276086869882674)	(114, 4.257625781974222)	(116, 4.625734443725907)	(118, 5.001503639729329)	(120, 5.374029503068339)	(122, 5.766312827815691)	(124, 6.201639079254321)	(126, 6.687400113190391)	(128, 7.194409134197143)	(130, 7.698136439904404)	(132, 8.227215476083172)	(134, 8.801633999952276)	(136, 9.440026780843919)	(138, 10.117173228956448)
D8_1 - polya	(1, 0.0002942668689602125)	(2, 0.0015864822500463631)	(3, 0.00285950631359163)	(4, 0.004823417808608701)	(5, 0.006921668526411955)	(6, 0.008847197386347259)	(7, 0.01098383073923228)	(8, 0.01463018107200013)	(9, 0.02063066635644968)	(10, 0.02807369900938897)	(12, 0.03403900021168023)	(14, 0.04061202646943281)	(16, 0.04677563795297987)	(18, 0.05257461440325014)	(20, 0.05855590837015881)	(22, 0.06442845153766913)	(24, 0.07177872615582749)	(26, 0.07906183116259274)	(28, 0.08566684294958013)	(30, 0.0923710098771954)	(32, 0.09842587056134412)	(34, 0.10401694107158815)	(36, 0.10955363618213301)	(38, 0.1166544236722599)	(40, 0.12331061230602297)	(42, 0.12935907588432471)	(44, 0.13540114235677952)	(46, 0.14208291941393042)	(48, 0.147338141867209)	(50, 0.15257737155587017)	(52, 0.15786138098546007)	(54, 0.1638650648228331)	(56, 0.16952330494447027)	(58, 0.17552698878184328)	(60, 0.1807406300471166)	(62, 0.1860886105351761)	(64, 0.19169247525711408)	(66, 0.1970404557451736)	(68, 0.2032296556521085)	(70, 0.21005216903789256)	(72, 0.21641089224977195)	(74, 0.2224369659576093)	(76, 0.2276570043287296)	(78, 0.2329761978404778)	(80, 0.23901186720708564)	(82, 0.24547934121836334)	(84, 0.2517421078425383)	(86, 0.2579728889374785)	(88, 0.2646674602063233)	(90, 0.27109975013544274)	(92, 0.2769499034324887)	(94, 0.28225950128546645)	(96, 0.2869261900008246)	(98, 0.29156729029279493)	(100, 0.2960292716210503)	(102, 0.30090706482935814)	(104, 0.30564092315610936)	(106, 0.31006772040220654)	(108, 0.31490393242250914)	(110, 0.32049820148567665)	(112, 0.3269464841794135)	(114, 0.3320737645157529)	(116, 0.3372202361696331)	(118, 0.3424658629641412)	(120, 0.34731486919613774)	(122, 0.3514889807612799)	(124, 0.356155669476638)	(126, 0.36098228583817027)	(128, 0.3658600790464781)	(130, 0.37126883204008376)	(132, 0.3760218816843759)	(134, 0.38167692325308955)	(136, 0.38659949620232614)	(138, 0.39097831515457104)
D8_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.008418591294600862)	(4, 0.009998676438800263)	(5, 0.010612798600108534)	(6, 0.010919859680762667)	(7, 0.01104780179770189)	(8, 0.011348465772509064)	(9, 0.011809057393490266)	(10, 0.012419981001875056)	(12, 0.013005316186872)	(14, 0.013433922278618397)	(16, 0.014147199580554564)	(18, 0.014735733318474989)	(20, 0.015314671397624973)	(22, 0.015896808029698437)	(24, 0.016504533085159742)	(26, 0.017137846564008897)	(28, 0.01831811259277323)	(30, 0.01951437138615496)	(32, 0.020374782122571232)	(34, 0.02102728691896127)	(36, 0.021689387374121752)	(38, 0.02225553124157781)	(40, 0.02280568234441647)	(42, 0.023426201611571697)	(44, 0.023982749820257318)	(46, 0.024766395286510055)	(48, 0.025738755375248154)	(50, 0.02678788073414978)	(52, 0.027501158036085945)	(54, 0.028297597714032608)	(56, 0.02898528659258093)	(58, 0.029602607306812682)	(60, 0.03049180501954028)	(62, 0.03178402040062643)	(64, 0.03274038772474712)	(66, 0.033568812931928586)	(68, 0.03463393105544762)	(70, 0.039719630203781726)	(72, 0.05581794706765944)	(74, 0.05845995178245439)	(76, 0.060849270816294376)	(78, 0.0632481855089048)	(80, 0.06595416128216937)	(82, 0.06938620856906402)	(84, 0.07334921564125645)	(86, 0.0777024461701135)	(88, 0.08228917106238465)	(90, 0.08666159290878259)	(92, 0.09106280173149184)	(94, 0.09477632167565278)	(96, 0.09813480224530738)	(98, 0.10085996933611283)	(100, 0.10292943307760477)	(102, 0.10507886064218372)	(104, 0.10741060572340104)	(106, 0.10987349147448108)	(108, 0.111942955215973)	(110, 0.11470970349478371)	(112, 0.11846480462694989)	(114, 0.12373601984484588)	(116, 0.12974929934098933)	(118, 0.13630313428120105)	(120, 0.14505757363276736)	(122, 0.1566683207450018)	(124, 0.17237641415221489)	(126, 0.18952705492791772)	(128, 0.20817781702473293)	(130, 0.2302606264084428)	(132, 0.2593066855065699)	(134, 0.2978556453403577)	(136, 0.3443306193185304)	(138, 0.39062967288591166)
D8_1_val_1 - polya	(1, 0.0002945623910679462)	(2, 0.0015880754996706664)	(3, 0.002862378017551564)	(4, 0.004828261801418075)	(5, 0.006928619720337343)	(6, 0.008856082322760209)	(7, 0.010994861423123121)	(8, 0.014644873660269411)	(9, 0.020644981495718664)	(10, 0.02809548893066552)	(12, 0.034063579114911736)	(14, 0.040636802906895364)	(16, 0.0468002007634801)	(18, 0.052598597396350213)	(20, 0.058582696406197954)	(22, 0.06446113716707566)	(24, 0.0718123898832931)	(26, 0.07909320376686385)	(28, 0.08570164697517083)	(30, 0.09240614313708691)	(32, 0.09846708450982192)	(34, 0.1040605681749926)	(36, 0.1095868147726369)	(38, 0.11668192627923003)	(40, 0.12333839596434155)	(42, 0.12937692498123446)	(44, 0.13539304164228522)	(46, 0.14205271309251705)	(48, 0.14729080082933402)	(50, 0.15252888856615096)	(52, 0.15780859924953186)	(54, 0.1637734876686578)	(56, 0.16942140134087363)	(58, 0.17541190388096195)	(60, 0.18058275455025252)	(62, 0.185910491710438)	(64, 0.19149116831512747)	(66, 0.19683171253579412)	(68, 0.20298870686213827)	(70, 0.20976364185670104)	(72, 0.2161095403251431)	(74, 0.22211925345595324)	(76, 0.22730611295084535)	(78, 0.23259222716446687)	(80, 0.23858272970455519)	(82, 0.24502788289172667)	(84, 0.25124250899023626)	(86, 0.25746033685386616)	(88, 0.26410720124361675)	(90, 0.27049472265862284)	(92, 0.27632833870781626)	(94, 0.2816176546865581)	(96, 0.28622819645979547)	(98, 0.2908355364679126)	(100, 0.2952443670385709)	(102, 0.3001078482563123)	(104, 0.3048240482785197)	(106, 0.30921687002357656)	(108, 0.31400350887843065)	(110, 0.31954576430167647)	(112, 0.3259524963074043)	(114, 0.3310240922579655)	(116, 0.3361533199806921)	(118, 0.3413561883011857)	(120, 0.3461812483374834)	(122, 0.3503179288729159)	(124, 0.35493167241127366)	(126, 0.3596926971451654)	(128, 0.3645017483558616)	(130, 0.36983268728116736)	(132, 0.37454248377313415)	(134, 0.38013916920342516)	(136, 0.3848393604000311)	(138, 0.38734314072410864)
D8_2 - illumina_universal_adapter	(1, 0.00017911896371491196)	(2, 0.0002686784455723679)	(3, 0.0005821366320734638)	(4, 0.0015033198740358681)	(5, 0.0020598680827214875)	(6, 0.0028211236785098633)	(7, 0.003492819792440783)	(8, 0.004394811716862304)	(9, 0.005290406535436864)	(10, 0.007382260147393157)	(12, 0.010360112919153569)	(14, 0.013916903770063962)	(16, 0.017783954254551974)	(18, 0.021679791715351306)	(20, 0.02512783176686336)	(22, 0.027891381492750576)	(24, 0.030139964197957416)	(26, 0.032257406233301554)	(28, 0.03385988124796532)	(30, 0.035244854663832405)	(32, 0.03679615283172048)	(34, 0.0386385193156453)	(36, 0.04024739143615602)	(38, 0.04229446530718359)	(40, 0.04505161792722384)	(42, 0.049440032538239184)	(44, 0.054906359484467475)	(46, 0.060724527252278636)	(48, 0.0681387729289066)	(50, 0.07852767282437148)	(52, 0.09313546402590725)	(54, 0.10916980983131536)	(56, 0.1260229851851345)	(58, 0.14612589030920986)	(60, 0.17320164080647288)	(62, 0.20883352037404646)	(64, 0.2531014928350176)	(66, 0.2975102016246218)	(68, 0.34193490317884345)	(70, 0.39403933030234195)	(72, 0.4607547471802997)	(74, 0.545071800796171)	(76, 0.6321076243970007)	(78, 0.7115276934870234)	(80, 0.7979238065031571)	(82, 0.9023437652431038)	(84, 1.0316708555981937)	(86, 1.169672421481763)	(88, 1.2992841830470425)	(90, 1.430245733946031)	(92, 1.5813485726041767)	(94, 1.761846112629109)	(96, 1.9629039508461739)	(98, 2.1571296800186848)	(100, 2.3484479245837515)	(102, 2.55956201319224)	(104, 2.8054443720789615)	(106, 3.078978220989173)	(108, 3.3493199140817507)	(110, 3.6161336032997298)	(112, 3.9007344453251838)	(114, 4.227744900563067)	(116, 4.592594236885725)	(118, 4.965001753766568)	(120, 5.334844031202779)	(122, 5.724255055424845)	(124, 6.156545880139091)	(126, 6.638414275167285)	(128, 7.1417065776769535)	(130, 7.6418163200277585)	(132, 8.166334219737642)	(134, 8.735567889317785)	(136, 9.368375996805028)	(138, 10.039397216069094)
D8_2 - polya	(1, 0.0009147861361154431)	(2, 0.0027699468317341743)	(3, 0.0038766461432584516)	(4, 0.005232832582814213)	(5, 0.006550636387288209)	(6, 0.007657335698812486)	(7, 0.008552930517387047)	(8, 0.010516842012404116)	(9, 0.012986124869331117)	(10, 0.016955529047370507)	(12, 0.019629519291400263)	(14, 0.02291443314381481)	(16, 0.02662475453505227)	(18, 0.030037610504406037)	(20, 0.03332892146266754)	(22, 0.03627798725811663)	(24, 0.039329406747117095)	(26, 0.04216332463732088)	(28, 0.045064412138917764)	(30, 0.04870116681291517)	(32, 0.052046853170875845)	(34, 0.05522621477681553)	(36, 0.058946131826823435)	(38, 0.06278119678207664)	(40, 0.06668662990164642)	(42, 0.07008349310638279)	(44, 0.07364348251021666)	(46, 0.07683243977492679)	(48, 0.0803700393082963)	(50, 0.0840259852998346)	(52, 0.08755718772735714)	(54, 0.09092526395578218)	(56, 0.09425175899620197)	(58, 0.0974918931076878)	(60, 0.10119581739307829)	(62, 0.10480378509076438)	(64, 0.1081750598721129)	(66, 0.11343667943123843)	(68, 0.12065901193245757)	(70, 0.12469878427481353)	(72, 0.1283099505254231)	(74, 0.13195310230526747)	(76, 0.13548110617986653)	(78, 0.13906988256001174)	(80, 0.14286336632725968)	(82, 0.14654170218926232)	(84, 0.14968907826596722)	(86, 0.1530667501531627)	(88, 0.15651479020467476)	(90, 0.16014514777282524)	(92, 0.1634364587310867)	(94, 0.16681093206535874)	(96, 0.17031334751656996)	(98, 0.17441069381154856)	(100, 0.17838969364835838)	(102, 0.18245825296702567)	(104, 0.18614298593487527)	(106, 0.18957183466884647)	(108, 0.19283755720372014)	(110, 0.1959337564336493)	(112, 0.1993114283208448)	(114, 0.20256435664402456)	(116, 0.20629706790572636)	(118, 0.20981867467447846)	(120, 0.21377848319374743)	(122, 0.2180005730527418)	(124, 0.2222066701471187)	(126, 0.2267038355575324)	(128, 0.23033099457275935)	(130, 0.23399973477599156)	(132, 0.23781880696662738)	(134, 0.24136920071169082)	(136, 0.24500915393861172)	(138, 0.24841561280211852)
