Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
D1_1	(0.0, 0.000880686325872075)	(1.0, 0.00048335869042079186)	(2.0, 8.150310470795552e-05)	(3.0, 6.339130366174319e-05)	(4.0, 9.621894305800305e-05)	(5.0, 0.0001414984456735339)	(6.0, 0.00015508229645819316)	(7.0, 0.00017093012237362896)	(8.0, 0.00017206210993901723)	(9.0, 0.00017432608506979378)	(10.0, 0.00021507763742377155)	(11.0, 0.00026941304056240855)	(12.0, 0.00032035248100488077)	(13.0, 0.00046071893911302643)	(14.0, 0.0007901273206410133)	(15.0, 0.0013414052649851013)	(16.0, 0.002269635068603484)	(17.0, 0.0036042484081962554)	(18.0, 0.005896523228107505)	(19.0, 0.00942153250672658)	(20.0, 0.016062903552859567)	(21.0, 0.026923192255194645)	(22.0, 0.04049459117663463)	(23.0, 0.05697067019086092)	(24.0, 0.0799907693205968)	(25.0, 0.11097326898527379)	(26.0, 0.149962316699942)	(27.0, 0.19723072146786003)	(28.0, 0.24608390882732167)	(29.0, 0.310006114657232)	(30.0, 0.3804655486772595)	(31.0, 0.4560891099705883)	(32.0, 0.5345132085006878)	(33.0, 0.6131591765936033)	(34.0, 0.7152859627553677)	(35.0, 0.8222395438959479)	(36.0, 0.9456929757896273)	(37.0, 1.1026056961410533)	(38.0, 1.28806261494131)	(39.0, 1.4912611748538969)	(40.0, 1.7024526989656907)	(41.0, 1.912078684274552)	(42.0, 2.144414604120233)	(43.0, 2.3985209088234614)	(44.0, 2.6307458938877346)	(45.0, 2.874598655223676)	(46.0, 3.1686516691218913)	(47.0, 3.473288766756486)	(48.0, 3.7880469652132183)	(49.0, 4.0972595565871135)	(50.0, 4.2729587425737225)	(51.0, 4.4009752163434825)	(52.0, 4.566074470767797)	(53.0, 4.667785817493064)	(54.0, 4.670518435475911)	(55.0, 4.5956646257270455)	(56.0, 4.416097438229504)	(57.0, 4.110945286252657)	(58.0, 3.825801014494048)	(59.0, 3.53825579710925)	(60.0, 3.150141408452662)	(61.0, 2.740581515369793)	(62.0, 2.3133479004285173)	(63.0, 1.8889363304877542)	(64.0, 1.5150521575156621)	(65.0, 1.1845049964968946)	(66.0, 0.9399039913802316)	(67.0, 0.7841164666688016)	(68.0, 0.6501695100439728)	(69.0, 0.5457832767016935)	(70.0, 0.4833315227192225)	(71.0, 0.4103715281672522)	(72.0, 0.34369180062805615)	(73.0, 0.30134074984418474)	(74.0, 0.2645228542799312)	(75.0, 0.23934745082569608)	(76.0, 0.22454444943311364)	(77.0, 0.20568214063104887)	(78.0, 0.17224549192461014)	(79.0, 0.1427821195726842)	(80.0, 0.1266546927285975)	(81.0, 0.11464996459765488)	(82.0, 0.09963754550547563)	(83.0, 0.08200797116211869)	(84.0, 0.06352714216958978)	(85.0, 0.04644997775814232)	(86.0, 0.035632704583292)	(87.0, 0.02547651214662843)	(88.0, 0.01616138647104835)	(89.0, 0.00976226076390845)	(90.0, 0.005012440939539265)	(91.0, 0.002379437862446146)	(92.0, 0.0010380325974610448)	(93.0, 0.00041091148623594243)	(94.0, 0.0001618742218505228)	(95.0, 9.169099279644996e-05)	(96.0, 0.00010867080627727405)	(97.0, 0.00021394564985838328)	(98.0, 0.001147835391303707)	(99.0, 0.0019107950103754018)	(100.0, 0.0009497375673607596)
D1_1_val_1	(0.0, 0.0010774171803726415)	(1.0, 0.000646901110391105)	(2.0, 0.0002163850404095682)	(3.0, 0.00021751204582836804)	(4.0, 0.00027386231676835974)	(5.0, 0.0003437366527339495)	(6.0, 0.0004034679399303407)	(7.0, 0.0004947553788531273)	(8.0, 0.0005657567202375169)	(9.0, 0.0006367580616219063)	(10.0, 0.0007235374788694937)	(11.0, 0.0008272219773990784)	(12.0, 0.0009275254596722636)	(13.0, 0.0011247514079622347)	(14.0, 0.0015158222882857772)	(15.0, 0.0021198971927624886)	(16.0, 0.0031127889667251427)	(17.0, 0.004526053761900135)	(18.0, 0.006852192946302993)	(19.0, 0.010362814825864477)	(20.0, 0.01708765615984309)	(21.0, 0.027944099359141893)	(22.0, 0.04141294111921871)	(23.0, 0.057905538417935484)	(24.0, 0.08087954388017012)	(25.0, 0.11176287337154196)	(26.0, 0.15074824481866583)	(27.0, 0.19809148845160932)	(28.0, 0.24725484583591448)	(29.0, 0.31174209589964097)	(30.0, 0.3826273557258941)	(31.0, 0.458677681386507)	(32.0, 0.5376751262172814)	(33.0, 0.616598188690415)	(34.0, 0.7192097780613023)	(35.0, 0.8272287394315913)	(36.0, 0.9516366136020674)	(37.0, 1.1088865526817895)	(38.0, 1.2944299628004814)	(39.0, 1.4973055892548959)	(40.0, 1.708026300429576)	(41.0, 1.9177721519169946)	(42.0, 2.1491463643966005)	(43.0, 2.4020576504294713)	(44.0, 2.6325482906607385)	(45.0, 2.8743044770583284)	(46.0, 3.167440840499003)	(47.0, 3.469731868956588)	(48.0, 3.7799141893566106)	(49.0, 4.084910030819316)	(50.0, 4.257890711534646)	(51.0, 4.38367127830522)	(52.0, 4.546022043910431)	(53.0, 4.646571213364914)	(54.0, 4.650282442209021)	(55.0, 4.576270869351018)	(56.0, 4.398969249860009)	(57.0, 4.097837909978368)	(58.0, 3.816610612798152)	(59.0, 3.532579326135961)	(60.0, 3.147070217554196)	(61.0, 2.73981328540585)	(62.0, 2.3156242238454556)	(63.0, 1.8933589605349526)	(64.0, 1.520018129459969)	(65.0, 1.1893716446653797)	(66.0, 0.9448959941922255)	(67.0, 0.7896408547037791)	(68.0, 0.6559859010720503)	(69.0, 0.5512375094271186)	(70.0, 0.4879020589014055)	(71.0, 0.41440101949811786)	(72.0, 0.34745689762140775)	(73.0, 0.30510516098832874)	(74.0, 0.2684594527906333)	(75.0, 0.24322580146370504)	(76.0, 0.22854430187299962)	(77.0, 0.20965907207017076)	(78.0, 0.17596724507514974)	(79.0, 0.1461962699321333)	(80.0, 0.1299042795979629)	(81.0, 0.11756582427294232)	(82.0, 0.10233209202702497)	(83.0, 0.08467642513610675)	(84.0, 0.06582951351751712)	(85.0, 0.04839135867242729)	(86.0, 0.0374334849854365)	(87.0, 0.02709321026794802)	(88.0, 0.01740434468252584)	(89.0, 0.010637804148051636)	(90.0, 0.005653059180699969)	(91.0, 0.002889641893802775)	(92.0, 0.001489901163653381)	(93.0, 0.0007652366793650875)	(94.0, 0.00041924601579353837)	(95.0, 0.00028964039263155745)	(96.0, 0.00027160830593076006)	(97.0, 0.00035275269608434816)	(98.0, 0.0012025147818594231)	(99.0, 0.0018854800656521228)	(100.0, 0.000946684551791861)
D1_2	(0.0, 0.0011662236715098916)	(1.0, 0.0006193440274911754)	(2.0, 4.9819263637315766e-05)	(3.0, 3.2835423760958113e-05)	(4.0, 4.9819263637315766e-05)	(5.0, 5.774505557961599e-05)	(6.0, 6.0009567563130345e-05)	(7.0, 6.0009567563130345e-05)	(8.0, 7.019987148894494e-05)	(9.0, 8.15224314065167e-05)	(10.0, 9.284499132408846e-05)	(11.0, 0.0001483255349201901)	(12.0, 0.0002253189423596781)	(13.0, 0.00039628959711501176)	(14.0, 0.0006861471310048489)	(15.0, 0.0010133691126226728)	(16.0, 0.0017300871554049655)	(17.0, 0.0030978523934476346)	(18.0, 0.005061184283154579)	(19.0, 0.008206591428256015)	(20.0, 0.013265511199427078)	(21.0, 0.021297735204952487)	(22.0, 0.0333539970051829)	(23.0, 0.04874362044514644)	(24.0, 0.06846978433353998)	(25.0, 0.09504270020408914)	(26.0, 0.1281328815631926)	(27.0, 0.16833815957449821)	(28.0, 0.2133419384788707)	(29.0, 0.2629404121977938)	(30.0, 0.32396787789751386)	(31.0, 0.39522187971478473)	(32.0, 0.4724700447524181)	(33.0, 0.5456624688275773)	(34.0, 0.627357003144841)	(35.0, 0.7321212532941572)	(36.0, 0.8633384001788964)	(37.0, 1.0073987267781372)	(38.0, 1.164558122946017)	(39.0, 1.3461402808560987)	(40.0, 1.5355836921169506)	(41.0, 1.7404937202252058)	(42.0, 1.9547901505051277)	(43.0, 2.1609932149559694)	(44.0, 2.406579539568101)	(45.0, 2.675836807943908)	(46.0, 2.933333333333333)	(47.0, 3.1704537798950967)	(48.0, 3.436874747011552)	(49.0, 3.7152228987451776)	(50.0, 3.90823631314804)	(51.0, 4.047343019783343)	(52.0, 4.216360532952895)	(53.0, 4.364280720228036)	(54.0, 4.435564160701093)	(55.0, 4.435132771168234)	(56.0, 4.2551052007348344)	(57.0, 4.025040973513701)	(58.0, 3.841813647647597)	(59.0, 3.575582899537756)	(60.0, 3.278414388709143)	(61.0, 2.9717360598057616)	(62.0, 2.625742406100595)	(63.0, 2.2398514480138814)	(64.0, 1.8581770112404714)	(65.0, 1.5303322888271809)	(66.0, 1.263289713171251)	(67.0, 1.0792097985433526)	(68.0, 0.9510157751566053)	(69.0, 0.8481752279372843)	(70.0, 0.7478324374357799)	(71.0, 0.658985442018586)	(72.0, 0.6028538512272239)	(73.0, 0.5469192729784277)	(74.0, 0.509260438692584)	(75.0, 0.47827059219819007)	(76.0, 0.4348995264339315)	(77.0, 0.37556025441792135)	(78.0, 0.2990899492466252)	(79.0, 0.2511060725719478)	(80.0, 0.21647941983202984)	(81.0, 0.18585982104694052)	(82.0, 0.15847507763030144)	(83.0, 0.132766073081463)	(84.0, 0.10427398330488541)	(85.0, 0.08004030831330655)	(86.0, 0.05907092734596365)	(87.0, 0.038847703077188725)	(88.0, 0.022865909753536178)	(89.0, 0.013017547137232256)	(90.0, 0.0071694449398064415)	(91.0, 0.0033820486473786857)	(92.0, 0.0016395066760643913)	(93.0, 0.0010937592880374324)	(94.0, 0.0009646821049771143)	(95.0, 0.0009465660091089995)	(96.0, 0.0010043110646886155)	(97.0, 0.0012251009830812648)	(98.0, 0.0018399159866054114)	(99.0, 0.0034363969349830307)	(100.0, 0.02618908108934349)
D1_2_val_2	(0.0, 0.0016201982065757897)	(1.0, 0.000967837454414884)	(2.0, 0.0002535080643112327)	(3.0, 0.0001836525088121375)	(4.0, 0.0002084399639892358)	(5.0, 0.00026477508939173194)	(6.0, 0.0002906892470768802)	(7.0, 0.00030871648720567896)	(8.0, 0.0003402641574310768)	(9.0, 0.00035491129003572587)	(10.0, 0.00039434587781747316)	(11.0, 0.0005025093185902658)	(12.0, 0.0006241931894596575)	(13.0, 0.0008292530459247435)	(14.0, 0.0011526166657350714)	(15.0, 0.001554849461108894)	(16.0, 0.0023672019694128887)	(17.0, 0.0037924806420960417)	(18.0, 0.005770970246231706)	(19.0, 0.008935877591343941)	(20.0, 0.01406800751551134)	(21.0, 0.02217012525089834)	(22.0, 0.03430921807262821)	(23.0, 0.049777716805645605)	(24.0, 0.0695547259294459)	(25.0, 0.09615504544199655)	(26.0, 0.1293522081391795)	(27.0, 0.16977491402048658)	(28.0, 0.2150210333387554)	(29.0, 0.26515591483945283)	(30.0, 0.32666260475389813)	(31.0, 0.39835806544863894)	(32.0, 0.47616814065456664)	(33.0, 0.5496302708819296)	(34.0, 0.6319618032526617)	(35.0, 0.7379112735971363)	(36.0, 0.8700081290459254)	(37.0, 1.0147510934450668)	(38.0, 1.172466910521895)	(39.0, 1.3538119325975464)	(40.0, 1.543202737283182)	(41.0, 1.7484394860420318)	(42.0, 1.962014960062959)	(43.0, 2.1674804294309435)	(44.0, 2.4111377337142956)	(45.0, 2.6777234340364635)	(46.0, 2.9330680234358177)	(47.0, 3.167985496364227)	(48.0, 3.430912793642757)	(49.0, 3.704517850590076)	(50.0, 3.8942996210460055)	(51.0, 4.031517339393882)	(52.0, 4.198218608972407)	(53.0, 4.343864062080497)	(54.0, 4.414798998582304)	(55.0, 4.41388298944326)	(56.0, 4.235653299802366)	(57.0, 4.009705505540543)	(58.0, 3.8296719651842617)	(59.0, 3.5673136526722966)	(60.0, 3.2733704887521684)	(61.0, 2.969701628782553)	(62.0, 2.627305750206246)	(63.0, 2.2443801290103664)	(64.0, 1.8638464972390776)	(65.0, 1.5355884817337806)	(66.0, 1.26790649987128)	(67.0, 1.0838438713462122)	(68.0, 0.9556206191200987)	(69.0, 0.8521149665155846)	(70.0, 0.7509866562030556)	(71.0, 0.6616639347698737)	(72.0, 0.6052059987940002)	(73.0, 0.5492269113840478)	(74.0, 0.5119330583675953)	(75.0, 0.480937472371142)	(76.0, 0.4376675892519927)	(77.0, 0.3785810563248386)	(78.0, 0.3022683687521093)	(79.0, 0.25407704907779793)	(80.0, 0.2193340505395705)	(81.0, 0.18863478730273425)	(82.0, 0.16111395184110683)	(83.0, 0.13547808967544692)	(84.0, 0.10676182285277852)	(85.0, 0.08209717824905766)	(86.0, 0.060939958552896197)	(87.0, 0.040547769859700634)	(88.0, 0.0242049499804365)	(89.0, 0.014028572927729594)	(90.0, 0.007981560567025656)	(91.0, 0.0040482421114233745)	(92.0, 0.002222984048382499)	(93.0, 0.0016168180990516398)	(94.0, 0.0014602064504327006)	(95.0, 0.0014027446225221543)	(96.0, 0.0014602064504327006)	(97.0, 0.0016686464144219362)	(98.0, 0.0022522783135917965)	(99.0, 0.003909657702933234)	(100.0, 0.019413084213700176)
D2_1	(0.0, 0.000746097357928299)	(1.0, 0.0004155786586506161)	(2.0, 7.047825205185888e-05)	(3.0, 7.169339432861506e-05)	(4.0, 0.00010328709352427592)	(5.0, 0.00012272936995237494)	(6.0, 0.00012758993905939969)	(7.0, 0.00013731107727344918)	(8.0, 0.00015310792687127963)	(9.0, 0.00018227134151342812)	(10.0, 0.0002102196138788204)	(11.0, 0.0002430284553512375)	(12.0, 0.0002770524391004107)	(13.0, 0.00041436351637385996)	(14.0, 0.0007145036587326382)	(15.0, 0.001290481097915071)	(16.0, 0.0020390087403968824)	(17.0, 0.003149648781352038)	(18.0, 0.005398877135627741)	(19.0, 0.008594701323496514)	(20.0, 0.01431073059335762)	(21.0, 0.02418740701883191)	(22.0, 0.0368516198271849)	(23.0, 0.05192424462806864)	(24.0, 0.07324756130058623)	(25.0, 0.10162477888967347)	(26.0, 0.13862950664372964)	(27.0, 0.18358248003004804)	(28.0, 0.2296509540264286)	(29.0, 0.28921358300618666)	(30.0, 0.355064573268158)	(31.0, 0.42621965956817004)	(32.0, 0.5006191757471211)	(33.0, 0.576006602597075)	(34.0, 0.6699419611594353)	(35.0, 0.771316420740097)	(36.0, 0.8927686761596011)	(37.0, 1.0462982574009152)	(38.0, 1.2286984039956794)	(39.0, 1.4271420740704557)	(40.0, 1.6286126635566316)	(41.0, 1.8305863219453846)	(42.0, 2.0617197495494555)	(43.0, 2.3167319380340627)	(44.0, 2.555789308424861)	(45.0, 2.8008191031059155)	(46.0, 3.0931312989178306)	(47.0, 3.4097560614030833)	(48.0, 3.7383110907615285)	(49.0, 4.062066308126786)	(50.0, 4.245337711733985)	(51.0, 4.374126996220543)	(52.0, 4.554975406127889)	(53.0, 4.673178371099348)	(54.0, 4.682140045390424)	(55.0, 4.617792186124801)	(56.0, 4.442292832519735)	(57.0, 4.142089502762565)	(58.0, 3.869963250452124)	(59.0, 3.5954468132833033)	(60.0, 3.2120694249667263)	(61.0, 2.8053309263795114)	(62.0, 2.385702198520467)	(63.0, 1.9618642178147392)	(64.0, 1.5841894922029789)	(65.0, 1.2461454168053447)	(66.0, 0.9973839201923715)	(67.0, 0.8385356612056958)	(68.0, 0.7032623775303667)	(69.0, 0.5998501243515849)	(70.0, 0.5399885703717449)	(71.0, 0.4623762180130504)	(72.0, 0.3905843971600181)	(73.0, 0.3470057496887109)	(74.0, 0.30413309988019915)	(75.0, 0.2760888312749431)	(76.0, 0.2611437964131187)	(77.0, 0.2394583673421278)	(78.0, 0.19918733714815098)	(79.0, 0.1639056811425351)	(80.0, 0.1440077263606525)	(81.0, 0.1297443863160884)	(82.0, 0.11398763641339092)	(83.0, 0.0949256995179166)	(84.0, 0.07329859727620998)	(85.0, 0.05286719503483145)	(86.0, 0.03944837887261287)	(87.0, 0.027843770129591276)	(88.0, 0.017518706203993956)	(89.0, 0.01043807215733565)	(90.0, 0.005428040550269889)	(91.0, 0.002573671342169605)	(92.0, 0.0010887674799735438)	(93.0, 0.00035117611798253815)	(94.0, 0.00013731107727344918)	(95.0, 8.74902439264455e-05)	(96.0, 0.00012758993905939969)	(97.0, 0.00041436351637385996)	(98.0, 0.0030840310984072035)	(99.0, 0.005234832928265655)	(100.0, 0.0025590896348485306)
D2_1_val_1	(0.0, 0.0009538279306245448)	(1.0, 0.000579541021138964)	(2.0, 0.00017627706059643487)	(3.0, 0.0001883508318701633)	(4.0, 0.0002837336249326178)	(5.0, 0.0003706647781034624)	(6.0, 0.00041775248607100324)	(7.0, 0.0004914024908407466)	(8.0, 0.0005674672498652356)	(9.0, 0.0005964443009221838)	(10.0, 0.0006640574200550629)	(11.0, 0.0007811730014102286)	(12.0, 0.0008789705487274287)	(13.0, 0.001014196786993187)	(14.0, 0.0013522623826575826)	(15.0, 0.001999416522929426)	(16.0, 0.0027999075583776197)	(17.0, 0.004055579770845375)	(18.0, 0.006323034016051572)	(19.0, 0.00951292438657062)	(20.0, 0.015290223941049667)	(21.0, 0.02513879916902994)	(22.0, 0.03765567784850418)	(23.0, 0.052703218986951905)	(24.0, 0.07408828266697969)	(25.0, 0.10244715663471299)	(26.0, 0.13951242706793185)	(27.0, 0.18473835950506376)	(28.0, 0.2313720936727124)	(29.0, 0.29144997215365764)	(30.0, 0.3578025895655595)	(31.0, 0.42960409995329507)	(32.0, 0.5046582843221731)	(33.0, 0.5806457712105102)	(34.0, 0.6756554847406064)	(35.0, 0.7786266430485992)	(36.0, 0.9014144821481624)	(37.0, 1.0555228913089048)	(38.0, 1.2376424498246967)	(39.0, 1.4363151487567705)	(40.0, 1.6376561511403382)	(41.0, 1.8390732182829304)	(42.0, 2.0703004267003577)	(43.0, 2.3252320702594966)	(44.0, 2.563203687310429)	(45.0, 2.805519447265649)	(46.0, 3.0958972685301993)	(47.0, 3.408845797813858)	(48.0, 3.7303546309305893)	(49.0, 4.0491190958368035)	(50.0, 4.228420636137307)	(51.0, 4.352697171234921)	(52.0, 4.5290587482302715)	(53.0, 4.6435676023674395)	(54.0, 4.651283949588479)	(55.0, 4.587161357730835)	(56.0, 4.414522124419175)	(57.0, 4.1190346831515825)	(58.0, 3.851964069953837)	(59.0, 3.5829664828608045)	(60.0, 3.203936996018903)	(61.0, 2.8016498035724187)	(62.0, 2.3869374931081406)	(63.0, 1.966919967546186)	(64.0, 1.5909487669679196)	(65.0, 1.2531705270598388)	(66.0, 1.0045003412832556)	(67.0, 0.8460031162645133)	(68.0, 0.710877090300327)	(69.0, 0.6065077892788364)	(70.0, 0.5455823320544754)	(71.0, 0.4675097048671654)	(72.0, 0.3955862493895652)	(73.0, 0.35231989003015945)	(74.0, 0.30996268564766544)	(75.0, 0.2820831403994991)	(76.0, 0.26701990335839554)	(77.0, 0.24502149209766236)	(78.0, 0.2046166165301302)	(79.0, 0.16897967323859345)	(80.0, 0.1485568891290818)	(81.0, 0.13406594884635298)	(82.0, 0.11795229370443502)	(83.0, 0.09838433260110338)	(84.0, 0.07641006888291767)	(85.0, 0.05563593802934055)	(86.0, 0.04185010598899744)	(87.0, 0.02988620603385995)	(88.0, 0.01918401517682708)	(89.0, 0.011664470427549024)	(90.0, 0.006321826638924199)	(91.0, 0.003240600209868707)	(92.0, 0.0015768345283489313)	(93.0, 0.0007292557849331963)	(94.0, 0.0004527664227648156)	(95.0, 0.0003682500238487167)	(96.0, 0.0003453098584286327)	(97.0, 0.0005783336440115911)	(98.0, 0.0030607010178901536)	(99.0, 0.004993711798814073)	(100.0, 0.00243890179729314)
D2_2	(0.0, 0.0009431760610344787)	(1.0, 0.000506835589499198)	(2.0, 5.347905500710961e-05)	(3.0, 3.6462992050302005e-05)	(4.0, 3.038582670858501e-05)	(5.0, 3.889385818698881e-05)	(6.0, 5.955622034882662e-05)	(7.0, 5.4694488075453014e-05)	(8.0, 5.226362193876622e-05)	(9.0, 7.292598410060401e-05)	(10.0, 0.00010574267694587584)	(11.0, 0.00015192913354292504)	(12.0, 0.00022120881843849886)	(13.0, 0.0003986620464166353)	(14.0, 0.000646610392358689)	(15.0, 0.0010063785805883355)	(16.0, 0.0016858056657922962)	(17.0, 0.002811296687078285)	(18.0, 0.004640523454935102)	(19.0, 0.007663305495905139)	(20.0, 0.012477635879613348)	(21.0, 0.019879623265824656)	(22.0, 0.031248784187108823)	(23.0, 0.04593850825110716)	(24.0, 0.06507428647910565)	(25.0, 0.0913106246923663)	(26.0, 0.12285962084735594)	(27.0, 0.16178508029412167)	(28.0, 0.20568895358882197)	(29.0, 0.2535697238831419)	(30.0, 0.31116058896045723)	(31.0, 0.37983134188879103)	(32.0, 0.4544698711826909)	(33.0, 0.5242016971796885)	(34.0, 0.602183882844601)	(35.0, 0.7038718750744832)	(36.0, 0.8333568215773791)	(37.0, 0.9730234508937875)	(38.0, 1.124320559241174)	(39.0, 1.3040186920965406)	(40.0, 1.4904102148592744)	(41.0, 1.6909943495610542)	(42.0, 1.904840074471529)	(43.0, 2.109431491999637)	(44.0, 2.3592114955756838)	(45.0, 2.6317553450887345)	(46.0, 2.8908479968344287)	(47.0, 3.1440919846552546)	(48.0, 3.4228904527380006)	(49.0, 3.703453729635981)	(50.0, 3.8948941613646135)	(51.0, 4.043810236331115)	(52.0, 4.233839550267401)	(53.0, 4.394781120012093)	(54.0, 4.4729918070938535)	(55.0, 4.479322997946854)	(56.0, 4.301313101623416)	(57.0, 4.065799851403584)	(58.0, 3.8806225462761255)	(59.0, 3.6108790545525378)	(60.0, 3.309087023682871)	(61.0, 2.9982375855879098)	(62.0, 2.652505218431493)	(63.0, 2.269754406312541)	(64.0, 1.8888826537172485)	(65.0, 1.5575957085780927)	(66.0, 1.2819719516698598)	(67.0, 1.0950055290657996)	(68.0, 0.9644826027225386)	(69.0, 0.861204824039263)	(70.0, 0.7643518245552509)	(71.0, 0.6748910889929032)	(72.0, 0.6182944481654928)	(73.0, 0.558957005768968)	(74.0, 0.5211704071072399)	(75.0, 0.4936700185029022)	(76.0, 0.4519150308730331)	(77.0, 0.39082493399195706)	(78.0, 0.3082593502263215)	(79.0, 0.2579100353701962)	(80.0, 0.22289219323815448)	(81.0, 0.19273122164721299)	(82.0, 0.16696282516526456)	(83.0, 0.1412831552973052)	(84.0, 0.11132759189491376)	(85.0, 0.08564913746002274)	(86.0, 0.06315754853032811)	(87.0, 0.04100628085976964)	(88.0, 0.023734976958609922)	(89.0, 0.013437828003604635)	(90.0, 0.007397125653937934)	(91.0, 0.003591604716954748)	(92.0, 0.0018158570041050402)	(93.0, 0.0011510151157212002)	(94.0, 0.0010404107065019508)	(95.0, 0.0010306872419552035)	(96.0, 0.001098751493782434)	(97.0, 0.001432995587576869)	(98.0, 0.0020358503894751952)	(99.0, 0.0038517073935802355)	(100.0, 0.02676626703105836)
D2_2_val_2	(0.0, 0.0015280976050256595)	(1.0, 0.0009306186836293709)	(2.0, 0.00027158132790740393)	(3.0, 0.00022088614669802187)	(4.0, 0.00021605803420189025)	(5.0, 0.00022450723107012062)	(6.0, 0.00026796024353530523)	(7.0, 0.00029692891851209496)	(8.0, 0.00032348353724081895)	(9.0, 0.000374178718450201)	(10.0, 0.00045867068713250443)	(11.0, 0.0005322994026985118)	(12.0, 0.0006011000057683874)	(13.0, 0.0008171580399702776)	(14.0, 0.0011527118584514257)	(15.0, 0.0015920700955994037)	(16.0, 0.0023174939981431804)	(17.0, 0.0034508934066100794)	(18.0, 0.005314544830116888)	(19.0, 0.008402122771393062)	(20.0, 0.013313520208082958)	(21.0, 0.02076209076149002)	(22.0, 0.032096084846159015)	(23.0, 0.04690511289991874)	(24.0, 0.0661499693094994)	(25.0, 0.09245111213217642)	(26.0, 0.12418146745675349)	(27.0, 0.16344247124717184)	(28.0, 0.20792749275840458)	(29.0, 0.2564922693288686)	(30.0, 0.31470602872285164)	(31.0, 0.3840715209547747)	(32.0, 0.45932972448822645)	(33.0, 0.5295087536757477)	(34.0, 0.6087658413841204)	(35.0, 0.7122069445856164)	(36.0, 0.8428013524653567)	(37.0, 0.983367019677733)	(38.0, 1.135077177559305)	(39.0, 1.315145254186906)	(40.0, 1.5015973025625171)	(41.0, 1.7019205181395145)	(42.0, 1.915867460152471)	(43.0, 2.1201859388200175)	(44.0, 2.3686418148990747)	(45.0, 2.6381325700956535)	(46.0, 2.8940539151218547)	(47.0, 3.14353576510634)	(48.0, 3.4165570775657157)	(49.0, 3.6918801926576212)	(50.0, 3.878848849070318)	(51.0, 4.023526861101274)	(52.0, 4.2097869920051645)	(53.0, 4.366546148529566)	(54.0, 4.441279294829064)	(55.0, 4.447100791471274)	(56.0, 4.271843928946069)	(57.0, 4.040898409862356)	(58.0, 3.8602195770039947)	(59.0, 3.5956378051878577)	(60.0, 3.2990408194098717)	(61.0, 2.9940332616636245)	(62.0, 2.6545590158356176)	(63.0, 2.276292093129317)	(64.0, 1.8974457969234808)	(65.0, 1.5656470429361993)	(66.0, 1.2889708493172523)	(67.0, 1.1017281975203999)	(68.0, 0.9708634153408761)	(69.0, 0.8663384008839984)	(70.0, 0.7682613306657047)	(71.0, 0.6782327239784622)	(72.0, 0.6214263593771016)	(73.0, 0.5623242272838302)	(74.0, 0.5251079291355236)	(75.0, 0.4977289101980853)	(76.0, 0.4559428035721901)	(77.0, 0.395014437927257)	(78.0, 0.31274581504942217)	(79.0, 0.26211098524624177)	(80.0, 0.2267160925371008)	(81.0, 0.19658746353311543)	(82.0, 0.1707329211163306)	(83.0, 0.14465990660909578)	(84.0, 0.114406953708335)	(85.0, 0.08847516149161204)	(86.0, 0.06559111528807217)	(87.0, 0.04308969699985073)	(88.0, 0.025504504260815315)	(89.0, 0.014802992913139565)	(90.0, 0.008466095261966806)	(91.0, 0.004464797030797721)	(92.0, 0.00252510283547684)	(93.0, 0.0017755383704524054)	(94.0, 0.0016862182892739702)	(95.0, 0.0016970815423902664)	(96.0, 0.0017598470048399777)	(97.0, 0.0020447056421117435)	(98.0, 0.0026108018322831767)	(99.0, 0.004292192009061015)	(100.0, 0.01824060901038528)
