## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT D2.sorted.bam --OUTPUT D2.markdup.sorted.bam --METRICS_FILE D2.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE Mus_musculus.fasta --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Feb 20 10:50:21 CST 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	7144	40697990	7700575	0	5830	11335908	1921470	0.278584	66327405

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
290.0	0	0	0	2
293.0	0	0	0	3
294.0	0	2	0	0
295.0	0	1	0	1
296.0	0	0	0	1
297.0	0	2	0	2
298.0	0	1	0	2
299.0	0	2	0	2
300.0	0	1	0	0
301.0	0	2	0	1
302.0	0	3	0	0
303.0	0	2	0	0
304.0	0	3	0	1
305.0	0	0	0	2
307.0	0	0	0	1
308.0	0	1	0	0
309.0	0	1	0	1
310.0	0	0	0	4
311.0	0	1	0	0
313.0	0	2	0	1
315.0	0	1	0	0
316.0	0	1	0	0
317.0	0	2	0	2
318.0	0	1	0	1
319.0	0	1	0	0
321.0	0	1	0	2
322.0	0	1	0	1
323.0	0	3	0	1
324.0	0	1	0	1
325.0	0	0	0	1
327.0	0	0	0	1
328.0	0	0	0	1
330.0	0	0	0	2
333.0	0	1	0	2
334.0	0	3	0	0
335.0	0	2	0	2
336.0	0	1	0	0
337.0	0	3	0	2
338.0	0	0	0	1
341.0	0	0	0	1
343.0	0	1	0	1
344.0	0	0	0	1
348.0	0	1	0	0
349.0	0	3	0	0
350.0	0	1	0	2
351.0	0	3	0	0
352.0	0	0	0	1
353.0	0	1	0	0
354.0	0	0	0	1
356.0	0	0	0	1
357.0	0	0	0	1
359.0	0	1	0	0
360.0	0	3	0	1
361.0	0	1	0	0
362.0	0	0	0	1
364.0	0	0	0	1
365.0	0	0	0	1
366.0	0	1	0	0
367.0	0	0	0	2
368.0	0	0	0	1
370.0	0	0	0	1
371.0	0	2	0	1
372.0	0	1	0	0
373.0	0	0	0	1
376.0	0	1	0	1
377.0	0	0	0	1
378.0	0	0	0	1
381.0	0	1	0	0
382.0	0	0	0	1
383.0	0	2	0	0
386.0	0	3	0	0
387.0	0	1	0	2
389.0	0	1	0	0
390.0	0	0	0	1
392.0	0	1	0	1
393.0	0	1	0	0
395.0	0	1	0	0
398.0	0	1	0	1
404.0	0	2	0	0
405.0	0	1	0	1
406.0	0	1	0	1
409.0	0	0	0	1
416.0	0	0	0	1
422.0	0	1	0	0
423.0	0	1	0	0
424.0	0	1	0	0
426.0	0	1	0	2
430.0	0	2	0	0
437.0	0	0	0	1
439.0	0	1	0	0
440.0	0	1	0	0
445.0	0	0	0	1
451.0	0	0	0	1
456.0	0	0	0	1
460.0	0	0	0	1
464.0	0	1	0	0
467.0	0	0	0	1
468.0	0	1	0	0
470.0	0	1	0	0
472.0	0	0	0	1
479.0	0	1	0	0
483.0	0	2	0	1
485.0	0	0	0	1
489.0	0	0	0	1
500.0	0	1	0	0
503.0	0	0	0	1
510.0	0	0	0	1
512.0	0	1	0	0
516.0	0	1	0	0
518.0	0	1	0	1
520.0	0	1	0	0
532.0	0	1	0	0
549.0	0	0	0	1
550.0	0	0	0	1
552.0	0	0	0	1
558.0	0	0	0	1
561.0	0	1	0	0
566.0	0	0	0	1
577.0	0	0	0	1
580.0	0	1	0	0
586.0	0	1	0	0
587.0	0	1	0	0
588.0	0	0	0	1
591.0	0	2	0	0
594.0	0	0	0	1
598.0	0	0	0	1
602.0	0	0	0	1
608.0	0	1	0	2
609.0	0	1	0	0
613.0	0	1	0	0
616.0	0	1	0	0
629.0	0	0	0	1
630.0	0	1	0	0
635.0	0	1	0	0
638.0	0	0	0	1
640.0	0	1	0	0
654.0	0	0	0	1
669.0	0	1	0	0
678.0	0	1	0	0
819.0	0	0	0	1
829.0	0	0	0	1
831.0	0	1	0	0
848.0	0	1	0	0

