## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT D5.sorted.bam --OUTPUT D5.markdup.sorted.bam --METRICS_FILE D5.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE Mus_musculus.fasta --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Feb 20 11:08:36 CST 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	8198	45852904	8761390	0	6727	12751700	2243717	0.278149	75281367

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.037419	26613238	0	28035723
2.0	1.601616	4520246	1816133	3500622
3.0	1.908453	1029009	157733	753915
4.0	2.075326	363466	21508	295901
5.0	2.166079	176570	4830	153234
6.0	2.215434	102920	1700	91784
7.0	2.242276	66033	821	59262
8.0	2.256874	44899	457	40993
9.0	2.264813	32720	286	29741
10.0	2.269131	24708	189	22831
11.0	2.271479	18886	124	17193
12.0	2.272756	14904	95	13824
13.0	2.273451	12095	73	11072
14.0	2.273828	9924	39	9029
15.0	2.274034	8018	36	7358
16.0	2.274146	6628	29	6203
17.0	2.274206	5688	13	5233
18.0	2.274239	4858	21	4371
19.0	2.274257	4095	19	3909
20.0	2.274267	3664	14	3383
21.0	2.274272	3228	14	2917
22.0	2.274275	2822	11	2634
23.0	2.274277	2483	9	2466
24.0	2.274278	2290	9	1993
25.0	2.274278	1961	5	1786
26.0	2.274279	1805	4	1655
27.0	2.274279	1595	2	1481
28.0	2.274279	1453	4	1329
29.0	2.274279	1321	4	1290
30.0	2.274279	1175	2	1049
31.0	2.274279	1111	1	986
32.0	2.274279	1005	0	976
33.0	2.274279	957	1	910
34.0	2.274279	907	3	769
35.0	2.274279	797	0	692
36.0	2.274279	657	0	645
37.0	2.274279	651	0	596
38.0	2.274279	627	2	568
39.0	2.274279	571	0	562
40.0	2.274279	561	1	516
41.0	2.274279	494	1	465
42.0	2.274279	485	0	487
43.0	2.274279	468	0	411
44.0	2.274279	439	0	390
45.0	2.274279	367	0	355
46.0	2.274279	392	0	324
47.0	2.274279	344	1	326
48.0	2.274279	321	0	281
49.0	2.274279	321	0	292
50.0	2.274279	239	0	250
51.0	2.274279	276	0	287
52.0	2.274279	289	0	235
53.0	2.274279	226	0	231
54.0	2.274279	242	0	223
55.0	2.274279	235	1	172
56.0	2.274279	188	0	171
57.0	2.274279	180	0	166
58.0	2.274279	174	0	151
59.0	2.274279	174	0	150
60.0	2.274279	160	0	150
61.0	2.274279	148	0	152
62.0	2.274279	152	0	125
63.0	2.274279	136	0	146
64.0	2.274279	125	0	113
65.0	2.274279	141	0	109
66.0	2.274279	107	0	95
67.0	2.274279	118	0	118
68.0	2.274279	105	0	92
69.0	2.274279	110	0	102
70.0	2.274279	96	0	107
71.0	2.274279	84	0	81
72.0	2.274279	104	0	77
73.0	2.274279	74	0	86
74.0	2.274279	80	0	87
75.0	2.274279	86	0	88
76.0	2.274279	84	0	71
77.0	2.274279	77	0	71
78.0	2.274279	78	0	66
79.0	2.274279	77	0	86
80.0	2.274279	80	0	62
81.0	2.274279	84	0	59
82.0	2.274279	69	0	51
83.0	2.274279	46	0	55
84.0	2.274279	57	0	53
85.0	2.274279	66	0	59
86.0	2.274279	54	0	49
87.0	2.274279	59	0	61
88.0	2.274279	49	0	49
89.0	2.274279	46	0	42
90.0	2.274279	48	0	37
91.0	2.274279	61	0	39
92.0	2.274279	38	0	43
93.0	2.274279	39	0	50
94.0	2.274279	50	0	46
95.0	2.274279	40	0	34
96.0	2.274279	40	0	28
97.0	2.274279	38	0	46
98.0	2.274279	30	0	35
99.0	2.274279	43	0	40
100.0	2.274279	39	0	24
101.0	0	37	0	27
102.0	0	35	0	25
103.0	0	31	0	35
104.0	0	24	0	35
105.0	0	25	0	23
106.0	0	23	0	23
107.0	0	27	0	29
108.0	0	26	0	16
109.0	0	27	0	22
110.0	0	32	0	30
111.0	0	26	0	27
112.0	0	34	0	21
113.0	0	21	0	25
114.0	0	29	0	18
115.0	0	24	0	19
116.0	0	13	0	25
117.0	0	19	0	23
118.0	0	24	0	22
119.0	0	23	0	14
120.0	0	21	0	24
121.0	0	19	0	18
122.0	0	29	0	21
123.0	0	26	0	14
124.0	0	18	0	22
125.0	0	13	0	19
126.0	0	21	0	19
127.0	0	17	0	11
128.0	0	22	0	15
129.0	0	17	0	19
130.0	0	14	0	22
131.0	0	14	0	17
132.0	0	17	0	18
133.0	0	13	0	15
134.0	0	12	0	14
135.0	0	17	0	14
136.0	0	16	0	15
137.0	0	12	0	7
138.0	0	8	0	12
139.0	0	21	0	18
140.0	0	15	0	17
141.0	0	13	0	7
142.0	0	10	0	9
143.0	0	10	0	11
144.0	0	18	0	10
145.0	0	13	0	5
146.0	0	12	0	9
147.0	0	9	0	12
148.0	0	11	0	11
149.0	0	12	0	14
150.0	0	11	0	4
151.0	0	8	0	10
152.0	0	8	0	12
153.0	0	15	0	14
154.0	0	8	0	9
155.0	0	12	0	7
156.0	0	7	0	11
157.0	0	10	0	8
158.0	0	5	0	7
159.0	0	10	0	6
160.0	0	8	0	6
161.0	0	9	0	9
162.0	0	13	0	6
163.0	0	7	0	5
164.0	0	8	0	8
165.0	0	12	0	6
166.0	0	5	0	2
167.0	0	5	0	3
168.0	0	8	0	5
169.0	0	4	0	5
170.0	0	5	0	8
171.0	0	5	0	7
172.0	0	6	0	8
173.0	0	8	0	5
174.0	0	7	0	7
175.0	0	8	0	7
176.0	0	4	0	5
177.0	0	6	0	6
178.0	0	3	0	5
179.0	0	4	0	8
180.0	0	5	0	7
181.0	0	8	0	6
182.0	0	6	0	8
183.0	0	6	0	4
184.0	0	5	0	7
185.0	0	6	0	4
186.0	0	7	0	5
187.0	0	13	0	1
188.0	0	4	0	1
189.0	0	2	0	2
190.0	0	5	0	8
191.0	0	6	0	1
192.0	0	1	0	5
193.0	0	5	0	5
194.0	0	6	0	2
195.0	0	4	0	7
196.0	0	1	0	1
197.0	0	3	0	0
198.0	0	5	0	6
199.0	0	4	0	6
200.0	0	3	0	2
201.0	0	3	0	5
202.0	0	5	0	4
203.0	0	4	0	5
204.0	0	1	0	0
205.0	0	7	0	6
206.0	0	4	0	6
207.0	0	6	0	2
208.0	0	2	0	3
209.0	0	3	0	3
210.0	0	1	0	3
211.0	0	1	0	2
212.0	0	5	0	2
213.0	0	3	0	2
214.0	0	1	0	1
215.0	0	4	0	4
216.0	0	5	0	1
217.0	0	2	0	1
218.0	0	2	0	1
219.0	0	4	0	0
220.0	0	3	0	2
221.0	0	3	0	1
222.0	0	3	0	3
223.0	0	1	0	4
224.0	0	3	0	2
225.0	0	3	0	1
226.0	0	1	0	1
227.0	0	3	0	2
228.0	0	0	0	3
230.0	0	0	0	3
231.0	0	3	0	1
232.0	0	1	0	0
233.0	0	2	0	3
234.0	0	2	0	2
235.0	0	1	0	1
236.0	0	1	0	1
237.0	0	0	0	2
238.0	0	0	0	3
239.0	0	1	0	4
240.0	0	1	0	2
241.0	0	4	0	6
242.0	0	5	0	3
243.0	0	1	0	1
244.0	0	1	0	1
245.0	0	0	0	2
246.0	0	2	0	3
247.0	0	5	0	0
248.0	0	3	0	0
249.0	0	3	0	1
250.0	0	3	0	3
251.0	0	3	0	2
252.0	0	1	0	2
253.0	0	1	0	2
254.0	0	2	0	0
255.0	0	1	0	1
256.0	0	0	0	1
257.0	0	0	0	3
258.0	0	3	0	1
259.0	0	0	0	2
260.0	0	2	0	0
261.0	0	2	0	4
262.0	0	2	0	0
263.0	0	4	0	1
264.0	0	2	0	0
265.0	0	0	0	2
266.0	0	2	0	0
267.0	0	1	0	0
268.0	0	0	0	2
269.0	0	1	0	3
270.0	0	1	0	0
271.0	0	1	0	1
272.0	0	0	0	2
273.0	0	0	0	2
274.0	0	2	0	3
275.0	0	2	0	2
276.0	0	1	0	0
277.0	0	0	0	1
278.0	0	3	0	0
279.0	0	0	0	2
280.0	0	2	0	0
281.0	0	2	0	1
282.0	0	1	0	2
283.0	0	1	0	0
284.0	0	1	0	0
285.0	0	3	0	1
286.0	0	2	0	1
287.0	0	2	0	1
288.0	0	2	0	1
289.0	0	0	0	1
291.0	0	2	0	0
292.0	0	0	0	2
293.0	0	2	0	1
294.0	0	0	0	1
295.0	0	1	0	1
296.0	0	1	0	2
298.0	0	2	0	1
299.0	0	1	0	0
300.0	0	3	0	1
301.0	0	1	0	0
302.0	0	1	0	1
303.0	0	0	0	2
304.0	0	0	0	2
305.0	0	1	0	1
308.0	0	1	0	0
309.0	0	1	0	0
311.0	0	1	0	0
312.0	0	1	0	0
313.0	0	0	0	1
314.0	0	0	0	1
315.0	0	2	0	1
316.0	0	0	0	2
317.0	0	0	0	1
318.0	0	0	0	1
319.0	0	0	0	1
320.0	0	0	0	2
321.0	0	0	0	2
322.0	0	1	0	0
323.0	0	3	0	0
324.0	0	2	0	0
326.0	0	0	0	3
327.0	0	1	0	0
328.0	0	2	0	0
329.0	0	1	0	1
330.0	0	1	0	0
333.0	0	1	0	1
334.0	0	1	0	0
335.0	0	1	0	0
337.0	0	0	0	1
338.0	0	4	0	1
340.0	0	2	0	2
342.0	0	0	0	2
343.0	0	0	0	2
344.0	0	2	0	0
347.0	0	0	0	1
348.0	0	2	0	0
349.0	0	0	0	1
351.0	0	0	0	2
353.0	0	0	0	1
354.0	0	2	0	0
355.0	0	2	0	1
356.0	0	0	0	1
357.0	0	2	0	1
358.0	0	0	0	1
359.0	0	1	0	1
360.0	0	0	0	1
361.0	0	1	0	0
362.0	0	0	0	1
364.0	0	1	0	1
365.0	0	0	0	1
366.0	0	2	0	0
367.0	0	1	0	0
368.0	0	1	0	0
369.0	0	1	0	0
372.0	0	0	0	1
375.0	0	1	0	0
376.0	0	1	0	0
377.0	0	0	0	1
