## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT D3.sorted.bam --OUTPUT D3.markdup.sorted.bam --METRICS_FILE D3.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE Mus_musculus.fasta --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Feb 20 11:35:48 CST 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	7540	45260070	8527560	0	6138	13702012	2626397	0.302782	67125379

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.043246	24861898	0	26441968
2.0	1.574814	4581205	2040301	3487548
3.0	1.845665	1092787	205004	769588
4.0	1.983672	390714	30768	305846
5.0	2.053991	189754	7771	159409
6.0	2.089821	111153	2900	96908
7.0	2.108078	71339	1499	63330
8.0	2.11738	49611	838	44229
9.0	2.12212	36431	527	32595
10.0	2.124535	27353	361	24480
11.0	2.125766	20932	236	19022
12.0	2.126393	16788	183	15074
13.0	2.126712	13337	150	12053
14.0	2.126875	10876	105	9842
15.0	2.126958	9201	79	8388
16.0	2.127	7689	64	6936
17.0	2.127022	6591	45	5980
18.0	2.127033	5634	38	5162
19.0	2.127038	4860	30	4397
20.0	2.127041	4167	26	3766
21.0	2.127043	3592	18	3339
22.0	2.127043	3318	19	3024
23.0	2.127044	2976	16	2663
24.0	2.127044	2609	14	2373
25.0	2.127044	2389	9	2118
26.0	2.127044	2064	5	1889
27.0	2.127044	1900	8	1728
28.0	2.127044	1704	6	1585
29.0	2.127044	1581	3	1419
30.0	2.127044	1403	4	1252
31.0	2.127044	1247	3	1193
32.0	2.127044	1218	5	1089
33.0	2.127044	1118	2	1007
34.0	2.127044	987	2	887
35.0	2.127044	874	1	844
36.0	2.127044	897	4	774
37.0	2.127044	790	3	702
38.0	2.127044	714	2	654
39.0	2.127044	655	1	632
40.0	2.127044	636	1	583
41.0	2.127044	618	5	532
42.0	2.127044	542	1	549
43.0	2.127044	552	0	507
44.0	2.127044	528	1	434
45.0	2.127044	469	1	403
46.0	2.127044	399	0	379
47.0	2.127044	406	0	406
48.0	2.127044	409	1	382
49.0	2.127044	380	0	301
50.0	2.127044	343	0	284
51.0	2.127044	349	1	316
52.0	2.127044	301	1	254
53.0	2.127044	301	1	266
54.0	2.127044	250	1	266
55.0	2.127044	259	0	218
56.0	2.127044	254	0	228
57.0	2.127044	211	0	215
58.0	2.127044	213	0	200
59.0	2.127044	239	0	170
60.0	2.127044	202	0	178
61.0	2.127044	179	0	179
62.0	2.127044	155	1	156
63.0	2.127044	184	0	167
64.0	2.127044	172	0	144
65.0	2.127044	143	0	141
66.0	2.127044	165	0	139
67.0	2.127044	142	0	122
68.0	2.127044	134	0	132
69.0	2.127044	123	0	122
70.0	2.127044	127	0	121
71.0	2.127044	125	0	116
72.0	2.127044	131	0	99
73.0	2.127044	110	0	111
74.0	2.127044	110	0	101
75.0	2.127044	109	0	82
76.0	2.127044	91	0	74
77.0	2.127044	116	0	104
