## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT D8.sorted.bam --OUTPUT D8.markdup.sorted.bam --METRICS_FILE D8.markdup.sorted.MarkDuplicates.metrics.txt --REMOVE_DUPLICATES false --ASSUME_SORTED true --TMP_DIR tmp --VALIDATION_STRINGENCY LENIENT --REFERENCE_SEQUENCE Mus_musculus.fasta --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Feb 20 11:29:56 CST 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	5868	30908720	5350962	0	4933	19130613	1438501	0.61896	13190524

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
76.0	1.119919	436	3	409
77.0	1.119919	422	1	391
78.0	1.119919	432	0	379
79.0	1.119919	382	0	393
80.0	1.119919	360	0	337
81.0	1.119919	388	1	321
82.0	1.119919	362	2	289
83.0	1.119919	358	4	357
84.0	1.119919	320	1	295
85.0	1.119919	323	0	309
86.0	1.119919	300	0	260
87.0	1.119919	307	4	294
88.0	1.119919	286	0	296
89.0	1.119919	300	0	275
90.0	1.119919	272	0	245
91.0	1.119919	263	1	278
92.0	1.119919	268	0	282
93.0	1.119919	263	0	229
94.0	1.119919	258	0	230
95.0	1.119919	259	0	225
96.0	1.119919	226	0	239
97.0	1.119919	232	0	217
98.0	1.119919	217	1	239
99.0	1.119919	226	1	209
100.0	1.119919	241	0	223
101.0	0	219	1	211
102.0	0	219	0	183
103.0	0	219	2	201
104.0	0	206	0	185
105.0	0	205	0	164
106.0	0	175	1	177
107.0	0	190	0	163
108.0	0	210	0	171
109.0	0	141	0	161
110.0	0	168	2	146
111.0	0	178	0	169
112.0	0	169	0	169
113.0	0	152	0	131
114.0	0	151	0	133
115.0	0	151	0	132
116.0	0	148	0	122
117.0	0	151	0	150
118.0	0	147	1	134
119.0	0	141	1	120
120.0	0	117	0	131
121.0	0	139	0	127
122.0	0	124	0	124
123.0	0	122	0	137
124.0	0	129	0	110
125.0	0	120	0	111
126.0	0	100	0	106
127.0	0	129	0	102
128.0	0	127	0	101
129.0	0	124	0	94
130.0	0	102	0	104
131.0	0	104	1	100
132.0	0	107	0	94
133.0	0	94	0	88
134.0	0	111	0	95
135.0	0	103	1	93
136.0	0	89	0	80
137.0	0	87	0	81
138.0	0	69	0	90
139.0	0	99	0	87
140.0	0	84	0	87
141.0	0	84	0	94
142.0	0	108	0	102
143.0	0	78	0	84
144.0	0	93	0	89
145.0	0	86	0	72
146.0	0	84	0	83
147.0	0	78	1	67
148.0	0	72	1	61
149.0	0	68	0	75
150.0	0	92	0	86
151.0	0	68	0	73
152.0	0	93	0	75
153.0	0	84	0	75
154.0	0	78	0	60
155.0	0	66	0	72
156.0	0	71	0	73
157.0	0	67	0	64
158.0	0	58	0	50
159.0	0	71	0	69
160.0	0	72	0	59
161.0	0	71	0	48
162.0	0	67	0	43
163.0	0	63	0	49
164.0	0	65	0	67
165.0	0	60	0	42
166.0	0	46	0	63
167.0	0	68	1	49
168.0	0	51	0	64
169.0	0	46	0	67
170.0	0	56	0	50
171.0	0	43	0	44
172.0	0	52	0	45
173.0	0	53	0	49
174.0	0	52	0	48
175.0	0	61	0	47
176.0	0	50	0	48
177.0	0	48	0	55
178.0	0	55	0	51
179.0	0	58	0	49
180.0	0	50	0	47
181.0	0	45	0	45
182.0	0	43	0	42
183.0	0	55	0	35
184.0	0	47	0	42
185.0	0	48	1	32
186.0	0	45	0	47
187.0	0	34	0	47
188.0	0	37	0	27
189.0	0	37	0	41
190.0	0	46	0	28
191.0	0	33	0	28
192.0	0	51	0	31
193.0	0	43	0	41
194.0	0	35	0	32
195.0	0	39	0	40
196.0	0	34	0	35
197.0	0	31	0	38
198.0	0	41	0	35
199.0	0	25	0	36
200.0	0	30	0	42
201.0	0	41	0	31
202.0	0	30	0	37
203.0	0	32	0	30
204.0	0	34	0	40
205.0	0	34	0	27
206.0	0	36	0	35
207.0	0	32	0	31
208.0	0	41	0	26
209.0	0	48	0	45
210.0	0	35	0	26
211.0	0	31	0	21
212.0	0	36	0	31
213.0	0	33	0	31
214.0	0	27	0	18
215.0	0	24	0	25
216.0	0	24	0	31
217.0	0	28	0	28
218.0	0	36	0	29
219.0	0	30	0	25
220.0	0	20	0	19
221.0	0	30	0	24
222.0	0	36	0	22
223.0	0	22	0	25
224.0	0	30	0	19
225.0	0	23	0	31
226.0	0	24	0	24
227.0	0	18	0	22
228.0	0	29	0	25
229.0	0	19	0	17
230.0	0	22	0	24
231.0	0	24	0	16
232.0	0	30	0	19
233.0	0	22	0	19
234.0	0	30	0	18
235.0	0	26	0	20
236.0	0	25	0	27
237.0	0	14	0	21
238.0	0	20	0	17
239.0	0	19	0	20
240.0	0	14	0	20
241.0	0	20	0	20
242.0	0	17	0	24
243.0	0	21	0	15
244.0	0	25	0	28
245.0	0	17	0	21
246.0	0	20	0	22
247.0	0	26	0	21
248.0	0	21	0	18
249.0	0	15	0	17
250.0	0	21	0	23
251.0	0	19	0	24
252.0	0	21	0	18
253.0	0	16	0	21
254.0	0	13	0	19
255.0	0	20	0	14
256.0	0	15	0	19
257.0	0	23	0	17
258.0	0	25	0	14
259.0	0	25	0	16
260.0	0	21	0	18
261.0	0	20	0	16
262.0	0	20	0	14
263.0	0	23	0	11
264.0	0	18	0	12
265.0	0	20	0	10
266.0	0	12	0	13
267.0	0	20	0	17
268.0	0	14	0	19
269.0	0	12	0	9
270.0	0	11	0	15
271.0	0	28	0	17
272.0	0	16	0	16
273.0	0	10	0	12
274.0	0	16	0	17
275.0	0	17	0	17
276.0	0	19	0	14
277.0	0	11	0	16
278.0	0	11	0	10
279.0	0	7	0	10
280.0	0	12	0	16
281.0	0	11	0	18
282.0	0	18	0	6
283.0	0	16	1	10
284.0	0	12	0	15
285.0	0	11	0	13
286.0	0	13	0	18
287.0	0	14	0	10
288.0	0	14	0	12
289.0	0	16	0	20
290.0	0	6	0	8
291.0	0	12	0	13
292.0	0	16	0	16
293.0	0	15	0	11
294.0	0	18	0	4
295.0	0	10	0	12
296.0	0	10	0	10
297.0	0	7	0	15
298.0	0	19	0	16
299.0	0	12	0	7
300.0	0	10	0	14
301.0	0	8	0	6
302.0	0	12	0	10
303.0	0	8	0	7
304.0	0	16	0	6
305.0	0	22	0	17
306.0	0	11	0	9
307.0	0	9	0	6
308.0	0	15	0	16
309.0	0	11	0	14
310.0	0	9	0	10
311.0	0	9	0	8
312.0	0	10	0	9
313.0	0	13	0	19
314.0	0	7	0	14
315.0	0	11	0	5
316.0	0	10	0	9
317.0	0	13	0	12
318.0	0	6	0	9
319.0	0	8	0	3
320.0	0	6	0	9
321.0	0	11	0	9
322.0	0	12	0	9
323.0	0	13	0	11
324.0	0	15	0	8
325.0	0	15	0	5
326.0	0	13	0	10
327.0	0	6	0	5
328.0	0	10	0	9
329.0	0	7	0	2
330.0	0	10	0	13
331.0	0	5	0	7
332.0	0	8	0	2
333.0	0	6	0	10
334.0	0	8	0	7
335.0	0	12	0	7
336.0	0	6	0	8
337.0	0	9	0	1
338.0	0	10	0	7
339.0	0	7	0	10
340.0	0	10	0	11
341.0	0	6	0	9
342.0	0	7	0	7
343.0	0	9	0	7
344.0	0	9	0	8
345.0	0	9	0	7
346.0	0	8	0	6
347.0	0	7	0	4
348.0	0	5	0	2
349.0	0	6	0	4
350.0	0	5	0	5
351.0	0	9	0	5
352.0	0	7	0	6
353.0	0	4	0	12
354.0	0	6	0	4
355.0	0	8	0	9
356.0	0	3	0	5
357.0	0	9	0	5
358.0	0	5	0	1
359.0	0	4	0	3
360.0	0	6	0	6
361.0	0	7	0	3
362.0	0	3	0	5
363.0	0	8	0	3
364.0	0	8	0	3
365.0	0	5	0	6
366.0	0	3	0	5
367.0	0	11	0	5
368.0	0	7	0	3
369.0	0	4	0	7
370.0	0	6	0	7
371.0	0	5	0	3
372.0	0	3	0	5
373.0	0	3	0	8
374.0	0	3	0	4
375.0	0	2	0	4
376.0	0	3	0	7
377.0	0	8	0	4
378.0	0	5	0	3
379.0	0	4	0	2
380.0	0	3	0	4
381.0	0	3	0	5
382.0	0	4	0	3
383.0	0	6	0	1
384.0	0	2	0	4
385.0	0	5	0	8
386.0	0	7	0	8
387.0	0	5	0	2
388.0	0	2	0	5
389.0	0	5	0	8
390.0	0	2	0	6
391.0	0	8	0	3
392.0	0	6	0	5
393.0	0	2	0	1
394.0	0	5	0	3
395.0	0	2	0	5
396.0	0	4	0	8
397.0	0	10	0	6
398.0	0	3	0	3
399.0	0	3	0	4
400.0	0	3	0	4
401.0	0	6	0	10
402.0	0	6	0	4
403.0	0	2	0	6
404.0	0	7	0	3
405.0	0	5	0	7
406.0	0	6	0	4
407.0	0	6	0	3
408.0	0	5	0	3
409.0	0	3	0	7
410.0	0	3	0	8
411.0	0	5	0	2
412.0	0	6	0	5
413.0	0	3	0	4
414.0	0	2	0	1
415.0	0	3	0	2
416.0	0	3	0	5
417.0	0	6	0	6
418.0	0	6	0	1
419.0	0	1	0	1
420.0	0	6	0	0
421.0	0	10	0	2
422.0	0	6	0	4
423.0	0	3	0	7
424.0	0	2	0	4
425.0	0	9	0	8
426.0	0	4	0	6
427.0	0	4	0	2
428.0	0	2	0	9
429.0	0	3	0	5
430.0	0	2	0	2
431.0	0	6	0	2
432.0	0	2	0	3
433.0	0	4	0	3
434.0	0	3	0	0
435.0	0	5	0	2
436.0	0	4	0	7
437.0	0	3	0	4
438.0	0	5	0	3
439.0	0	2	0	3
440.0	0	4	0	3
441.0	0	1	0	4
442.0	0	8	0	6
443.0	0	1	0	4
444.0	0	7	0	1
445.0	0	5	0	5
446.0	0	1	0	4
447.0	0	1	0	2
448.0	0	5	0	1
449.0	0	6	0	3
450.0	0	3	0	3
451.0	0	3	0	1
452.0	0	3	0	4
453.0	0	4	0	3
454.0	0	6	0	6
455.0	0	5	0	3
456.0	0	5	0	3
457.0	0	1	0	1
458.0	0	7	0	3
459.0	0	5	0	0
460.0	0	2	0	5
461.0	0	4	0	5
462.0	0	3	0	3
463.0	0	1	0	1
464.0	0	2	0	3
465.0	0	4	0	6
466.0	0	4	0	5
467.0	0	1	0	4
468.0	0	3	0	4
469.0	0	4	0	2
470.0	0	4	0	1
471.0	0	2	0	3
472.0	0	1	0	4
473.0	0	3	0	4
474.0	0	0	0	2
475.0	0	4	0	4
476.0	0	4	0	4
477.0	0	2	0	1
478.0	0	3	0	1
479.0	0	5	0	2
480.0	0	3	0	1
481.0	0	4	0	4
482.0	0	2	0	1
483.0	0	2	0	3
484.0	0	3	0	4
485.0	0	3	0	3
486.0	0	3	0	2
487.0	0	4	0	0
488.0	0	2	0	1
489.0	0	4	0	0
490.0	0	4	0	2
491.0	0	5	0	0
492.0	0	2	0	3
493.0	0	1	0	2
494.0	0	2	0	1
495.0	0	1	0	2
496.0	0	2	0	2
497.0	0	3	0	2
498.0	0	3	0	3
499.0	0	3	0	0
500.0	0	2	0	2
501.0	0	1	0	5
502.0	0	2	0	4
503.0	0	4	0	4
504.0	0	4	0	3
505.0	0	2	0	5
506.0	0	1	0	0
507.0	0	2	0	2
508.0	0	3	0	2
509.0	0	0	0	2
510.0	0	4	0	3
511.0	0	0	0	2
512.0	0	3	0	1
513.0	0	1	0	5
514.0	0	0	0	3
515.0	0	3	0	1
516.0	0	1	0	1
517.0	0	1	0	3
518.0	0	1	0	3
519.0	0	2	0	2
520.0	0	0	0	6
521.0	0	5	0	1
522.0	0	5	0	1
523.0	0	1	0	1
524.0	0	1	0	4
525.0	0	3	0	1
526.0	0	2	0	2
527.0	0	1	0	4
528.0	0	2	0	3
529.0	0	4	0	1
530.0	0	0	0	3
531.0	0	3	0	4
532.0	0	3	0	3
533.0	0	3	0	2
534.0	0	2	0	1
535.0	0	7	0	4
536.0	0	0	0	2
537.0	0	1	0	1
538.0	0	3	0	1
539.0	0	4	0	3
540.0	0	0	0	1
541.0	0	5	0	4
542.0	0	2	0	1
543.0	0	1	0	2
544.0	0	0	0	2
545.0	0	2	0	3
546.0	0	3	0	4
547.0	0	4	0	2
548.0	0	1	0	1
549.0	0	5	0	1
550.0	0	1	0	1
551.0	0	2	0	3
552.0	0	4	0	2
553.0	0	3	0	1
554.0	0	0	0	1
555.0	0	4	0	4
556.0	0	5	0	3
557.0	0	1	0	1
558.0	0	2	0	1
559.0	0	4	0	2
560.0	0	1	0	2
561.0	0	2	0	1
562.0	0	3	0	1
563.0	0	4	0	2
564.0	0	3	0	1
565.0	0	0	0	4
566.0	0	2	0	3
567.0	0	4	0	2
568.0	0	0	0	4
569.0	0	0	0	1
570.0	0	1	0	0
571.0	0	1	0	1
572.0	0	2	0	1
573.0	0	1	0	1
574.0	0	4	0	2
575.0	0	0	0	1
576.0	0	0	0	1
577.0	0	2	0	4
578.0	0	1	0	2
579.0	0	2	0	2
580.0	0	1	0	2
581.0	0	3	0	1
582.0	0	3	0	1
583.0	0	2	0	2
584.0	0	2	0	0
585.0	0	1	0	1
586.0	0	2	0	1
587.0	0	4	0	1
588.0	0	1	0	4
589.0	0	0	0	3
590.0	0	3	0	0
591.0	0	1	0	3
592.0	0	4	0	2
593.0	0	1	0	2
594.0	0	1	0	1
595.0	0	2	0	1
596.0	0	2	0	0
597.0	0	1	0	1
598.0	0	1	0	0
599.0	0	1	0	1
600.0	0	1	0	3
601.0	0	1	0	1
602.0	0	2	0	0
603.0	0	2	0	1
604.0	0	1	0	2
605.0	0	1	0	1
606.0	0	2	0	0
607.0	0	1	0	3
608.0	0	3	0	2
609.0	0	2	0	1
610.0	0	2	0	0
611.0	0	2	0	0
612.0	0	3	0	1
613.0	0	1	0	3
614.0	0	3	0	0
615.0	0	3	0	0
616.0	0	2	0	2
617.0	0	4	0	1
618.0	0	2	0	1
619.0	0	0	0	2
620.0	0	1	0	2
621.0	0	0	0	1
622.0	0	0	0	1
623.0	0	1	0	0
624.0	0	1	0	2
625.0	0	2	0	1
626.0	0	0	0	2
627.0	0	2	0	1
628.0	0	0	0	1
629.0	0	2	0	1
630.0	0	2	0	3
631.0	0	0	0	2
632.0	0	2	0	0
633.0	0	0	0	2
634.0	0	0	0	1
635.0	0	1	0	0
636.0	0	2	0	1
637.0	0	0	0	3
638.0	0	0	0	3
639.0	0	3	0	0
640.0	0	2	0	0
641.0	0	1	0	3
642.0	0	2	0	2
643.0	0	1	0	0
644.0	0	0	0	2
645.0	0	2	0	1
646.0	0	1	0	1
647.0	0	1	0	0
648.0	0	1	0	2
649.0	0	2	0	1
650.0	0	0	0	1
651.0	0	1	0	1
652.0	0	2	0	2
653.0	0	1	0	1
654.0	0	1	0	5
655.0	0	3	0	1
656.0	0	2	0	1
658.0	0	4	0	0
659.0	0	0	0	4
660.0	0	0	0	2
661.0	0	1	0	2
662.0	0	0	0	1
663.0	0	1	0	0
664.0	0	1	0	1
665.0	0	1	0	0
666.0	0	1	0	1
667.0	0	2	0	1
668.0	0	0	0	3
669.0	0	3	0	1
670.0	0	1	0	1
671.0	0	2	0	3
672.0	0	1	0	0
673.0	0	0	0	1
674.0	0	2	0	0
675.0	0	2	0	0
676.0	0	0	0	1
677.0	0	1	0	0
678.0	0	1	0	1
680.0	0	0	0	1
681.0	0	0	0	1
683.0	0	2	0	1
684.0	0	3	0	2
685.0	0	2	0	0
686.0	0	2	0	1
687.0	0	1	0	0
688.0	0	0	0	1
689.0	0	1	0	1
690.0	0	5	0	0
692.0	0	2	0	1
693.0	0	0	0	3
694.0	0	0	0	1
695.0	0	4	0	1
696.0	0	0	0	1
697.0	0	1	0	1
698.0	0	0	0	2
699.0	0	2	0	2
700.0	0	2	0	0
701.0	0	1	0	0
702.0	0	1	0	0
703.0	0	1	0	0
704.0	0	0	0	1
705.0	0	2	0	2
706.0	0	1	0	0
707.0	0	3	0	1
708.0	0	1	0	0
709.0	0	0	0	1
710.0	0	0	0	1
712.0	0	0	0	2
714.0	0	2	0	1
715.0	0	0	0	1
716.0	0	0	0	1
717.0	0	1	0	2
718.0	0	1	0	2
719.0	0	1	0	0
720.0	0	2	0	1
721.0	0	1	0	0
722.0	0	1	0	0
723.0	0	1	0	0
724.0	0	1	0	0
725.0	0	1	0	4
726.0	0	2	0	1
727.0	0	1	0	1
728.0	0	1	0	0
729.0	0	1	0	0
730.0	0	1	0	2
731.0	0	0	0	2
732.0	0	0	0	2
733.0	0	0	0	1
734.0	0	1	0	1
735.0	0	0	0	2
736.0	0	1	0	1
737.0	0	3	0	1
739.0	0	1	0	1
740.0	0	1	0	1
741.0	0	1	0	2
742.0	0	1	0	0
743.0	0	1	0	0
744.0	0	0	0	2
747.0	0	2	0	2
748.0	0	1	0	0
750.0	0	0	0	1
752.0	0	2	0	3
754.0	0	2	0	0
756.0	0	1	0	1
757.0	0	1	0	1
758.0	0	1	0	0
759.0	0	0	0	1
760.0	0	2	0	1
761.0	0	1	0	0
762.0	0	2	0	0
763.0	0	1	0	0
764.0	0	0	0	1
766.0	0	3	0	0
770.0	0	3	0	2
771.0	0	1	0	0
772.0	0	1	0	1
773.0	0	0	0	1
776.0	0	1	0	0
777.0	0	2	0	1
778.0	0	1	0	0
780.0	0	0	0	1
782.0	0	1	0	0
783.0	0	1	0	0
784.0	0	1	0	1
785.0	0	1	0	1
787.0	0	0	0	1
788.0	0	0	0	2
789.0	0	2	0	0
790.0	0	2	0	0
791.0	0	2	0	1
793.0	0	2	0	0
794.0	0	0	0	1
795.0	0	2	0	0
796.0	0	1	0	0
797.0	0	0	0	1
799.0	0	0	0	1
800.0	0	1	0	0
803.0	0	0	0	1
806.0	0	1	0	0
807.0	0	1	0	0
809.0	0	1	0	0
812.0	0	0	0	3
813.0	0	0	0	1
814.0	0	2	0	0
815.0	0	1	0	0
817.0	0	1	0	1
819.0	0	1	0	0
820.0	0	0	0	1
821.0	0	1	0	0
823.0	0	0	0	1
825.0	0	0	0	2
828.0	0	1	0	1
830.0	0	2	0	0
831.0	0	0	0	1
835.0	0	1	0	1
836.0	0	0	0	1
840.0	0	0	0	1
841.0	0	0	0	1
843.0	0	1	0	0
844.0	0	1	0	0
845.0	0	1	0	0
846.0	0	1	0	1
847.0	0	0	0	1
849.0	0	1	0	0
850.0	0	0	0	1
853.0	0	1	0	2
856.0	0	0	0	1
858.0	0	1	0	0
859.0	0	2	0	1
861.0	0	1	0	0
862.0	0	1	0	1
866.0	0	2	0	0
869.0	0	1	0	1
870.0	0	1	0	0
873.0	0	0	0	1
875.0	0	1	0	0
880.0	0	0	0	1
883.0	0	0	0	2
885.0	0	1	0	1
886.0	0	0	0	1
887.0	0	1	0	1
888.0	0	2	0	0
890.0	0	0	0	1
892.0	0	2	0	0
893.0	0	0	0	1
896.0	0	1	0	0
899.0	0	1	0	0
900.0	0	1	0	0
903.0	0	0	0	1
904.0	0	0	0	1
905.0	0	0	0	1
907.0	0	0	0	2
908.0	0	1	0	0
911.0	0	0	0	1
912.0	0	0	0	1
913.0	0	0	0	1
915.0	0	0	0	1
916.0	0	0	0	1
918.0	0	1	0	0
922.0	0	0	0	1
923.0	0	1	0	2
926.0	0	1	0	0
927.0	0	1	0	0
928.0	0	1	0	0
929.0	0	1	0	0
932.0	0	0	0	1
933.0	0	1	0	0
934.0	0	1	0	1
941.0	0	0	0	2
943.0	0	1	0	0
944.0	0	0	0	2
946.0	0	0	0	3
947.0	0	0	0	1
949.0	0	1	0	0
950.0	0	1	0	0
951.0	0	1	0	0
953.0	0	1	0	0
954.0	0	1	0	0
956.0	0	2	0	1
960.0	0	1	0	0
961.0	0	1	0	0
963.0	0	1	0	0
965.0	0	1	0	0
966.0	0	0	0	1
967.0	0	1	0	0
968.0	0	1	0	0
969.0	0	0	0	1
971.0	0	0	0	1
974.0	0	1	0	0
975.0	0	1	0	1
976.0	0	1	0	0
978.0	0	0	0	1
984.0	0	2	0	0
985.0	0	0	0	1
986.0	0	0	0	1
987.0	0	1	0	0
993.0	0	0	0	1
994.0	0	0	0	1
995.0	0	1	0	0
996.0	0	0	0	2
997.0	0	2	0	0
999.0	0	0	0	1
1000.0	0	1	0	1
1001.0	0	1	0	0
1006.0	0	0	0	1
1009.0	0	1	0	0
1022.0	0	0	0	1
1025.0	0	3	0	0
1027.0	0	0	0	1
1030.0	0	0	0	1
1031.0	0	1	0	0
1034.0	0	1	0	0
1036.0	0	0	0	2
1038.0	0	1	0	0
1039.0	0	0	0	1
1043.0	0	0	0	1
1044.0	0	1	0	0
1048.0	0	0	0	1
1049.0	0	1	0	0
1052.0	0	1	0	0
1053.0	0	2	0	1
1056.0	0	1	0	0
1057.0	0	0	0	1
1059.0	0	0	0	1
1060.0	0	0	0	1
1061.0	0	1	0	0
1064.0	0	0	0	1
1065.0	0	0	0	2
1067.0	0	1	0	1
1068.0	0	1	0	0
1071.0	0	0	0	1
1074.0	0	0	0	1
1077.0	0	0	0	1
1078.0	0	1	0	0
1080.0	0	0	0	1
1081.0	0	1	0	0
1082.0	0	0	0	1
1089.0	0	2	0	0
1090.0	0	0	0	1
1092.0	0	2	0	0
1093.0	0	1	0	0
1096.0	0	0	0	1
